ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4472.4 at 16:37 4/6/2010  Report at 19:07 Friday 4/6/2010. Processed 13:54 Sunday 6/6/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,307.5,17.186,17.882,0.04,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.20,,0.185,0.20,0.20,0.185,0.15,0.39,0.088
DDD,65.05,8.311,3.251,0.003,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.02,,0.02,0.025,0.02,0.019,0.15,0.026,0.01
AAO,264,4.844,5.252,0.008,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.065,,0.06,0.065,0.07,0.065,0.15,0.109,0.025
AAOO,-,0.113,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.016,,0.015,-,0.016,0.016,0.15,0.02,0.012
ARH,288.675,12.273,7.922,0.106,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.24,-2,0.23,0.24,0.26,0.23,-7.54,0.70,0.215
AAM,1459.76,79.496,27.095,0.044,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.225,-0.5,0.22,0.23,0.24,0.22,-2.03,0.42,0.13
ABU,18213.4,446.165,140.674,0.032,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.02,0.1,0.02,0.021,0.022,0.019,5.41,0.07,0.016
AII,6,0.778,0.919,0.017,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.12,-1.5,0.125,0.135,0.135,0.12,-10.96,0.25,0.11
ACB,471.115,29.24,25.709,0.051,0.14,2.3,-0.91,-,-,-,-,,A-Cap Res,,0.315,-2,0.315,0.32,0.33,0.305,-5.82,0.60,0.30
ACS,315.319,18.872,13.572,0.022,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.15,-2,0.15,0.17,0.17,0.15,-11.62,0.27,0.13
AEX,1566.74,1574.17,108.844,0.013,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.013,-0.1,0.013,0.015,0.015,0.013,-7.00,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,0.001,0.025,0.003,0.003,0.15,0.003,0.003
AIV,95,15.065,3.61,0.007,-,-,-1.49,-,-,-,-,,Activex Ltd,,0.08,0.5,0.08,0.089,0.08,0.075,6.81,0.14,0.05
AIVO,-,2.523,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.01,,0.005,0.02,0.01,0.01,0.15,0.06,0.001
ADU,3233.09,84.032,8.447,0.176,-,-,-12.87,-,-,-,-,,Adamus Res,,0.45,-2,0.45,0.46,0.50,0.44,-4.11,0.58,0.303
ADD,1109.65,16.467,13.013,0.006,0.02,1.7,-0.96,-,-,-,-,,Adavale Resource,,0.034,0.3,0.034,0.042,0.035,0.031,9.83,0.065,0.019
ADE,4267.87,40.797,20.602,0.023,-,-,0.97,10.8,-,-,-,,Adelaide Energy,,0.105,-4,0.105,0.11,0.135,0.095,-27.44,0.215,0.095
ADN,173.873,28.702,20.306,0.015,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.135,-2.5,0.135,0.145,0.16,0.135,-15.48,0.395,0.089
ADI,3884.31,63.208,21.167,0.069,-,-,-4.27,-,-,-,-,,Adelphi Energy,,0.41,-0.5,0.41,0.415,0.42,0.41,-1.06,0.42,0.059
ABY,3361.28,87.399,209.114,0.23,1.51,0.5,19.61,3.7,-,-,-,,Aditya Birla,,0.735,-3.5,0.73,0.75,0.775,0.70,-4.40,1.65,0.50
ADY,56144.4,1878.18,4326.74,0.021,-,-,0.09,10.0,-,-,-,,Admiralty Res,,0.009,-0.1,0.008,0.009,0.01,0.008,-9.85,0.032,0.008
AVD,1022.77,2.124,5.144,0.003,-,-,-3.1,-,-,-,-,,Advance Energy,,0.016,-0.9,0.015,0.018,0.025,0.015,-35.85,0.125,0.015
AED,1862.37,34.504,60.353,0.099,1.03,0.5,-48.17,-,-,-,-,,AED Oil Ltd,,0.525,2,0.525,0.53,0.565,0.49,4.11,0.97,0.485
AFR,1365.34,24.413,7.331,0.023,-,-,-1.13,-,-,-,-,,African Energy Res cdi,,0.08,-0.1,0.08,0.082,0.08,0.075,-1.09,0.24,0.05
AAE,2784.42,62.184,-,0.004,-,-,15.8,0.1,-,-,-,,Agri Energy Ltd,,0.01,,0.01,0.012,0.01,0.009,0.15,0.027,0.009
ALG,125,0.844,0.035,0.004,-,-,-1.34,-,-,-,-,,Alamar Res Ltd,,0.17,-1,0.17,0.20,0.175,0.17,-5.41,0.245,0.14
AUQ,398.785,4.451,4.578,0.007,-,-,-1.9,-,-,-,-,,Alara Res Ltd,,0.09,0.8,0.082,0.09,0.092,0.09,9.90,0.25,0.048
ALY,1034.29,52.428,2.412,0.034,-,-,-3.2,-,-,-,-,,Alchemy Resource,,0.45,-1,0.45,0.465,0.475,0.44,-2.03,1.27,0.105
ALYO,133,3.67,0.875,0.005,-,-,-,-,-,-,-,,  opt aug10,,0.22,-1,0.19,0.22,0.22,0.20,-4.20,0.96,0.004
AYN,3229.85,120.222,-,0.017,-,-,-6.05,-,-,-,-,,Alcyone Res Ltd,,0.024,-0.1,0.023,0.024,0.026,0.023,-3.85,0.06,0.022
AYNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt sep11,,-,,-,-,-,-,-,0.021,0.021
ALK,642.919,23.602,21.558,0.067,-,-,0.93,29.0,-,-,-,,Alkane Res Ltd,,0.27,-1.5,0.265,0.275,0.295,0.27,-5.12,0.49,0.25
AGS,1774.94,38.328,53.49,0.114,-,-,-1.97,-,-,-,-,,Alliance Res,,0.335,-3.5,0.325,0.335,0.37,0.325,-9.31,0.98,0.325
ALD,3885.44,86.841,40.169,0.406,0.26,1.5,-3.42,-,-,-,-,,Allied Gold Ltd,,0.39,2,0.375,0.39,0.40,0.37,5.55,0.55,0.25
AYR,35.4,19.854,4.64,0.003,-,-,-0.62,-,-,-,-,,Alloy Res,,0.026,,0.026,0.028,0.026,0.026,0.15,0.042,0.019
AJM,473.85,13.41,4.801,0.032,-,-,-5.11,-,-,-,-,,Altura Min Ltd,,0.165,-2,0.165,0.17,0.19,0.165,-10.66,0.37,0.071
AWC,85706.2,2039.15,1448,3.88,1.21,1.3,-1.2,-,2,-,1.26,f,Alumina Ltd,,1.59,-9,1.59,1.595,1.695,1.585,-5.21,2.06,1.285
AMU,2520.58,53.801,12.433,0.058,0.34,0.6,-10.17,-,-,-,-,,Amadeus Energy,,0.19,,0.185,0.19,0.20,0.175,0.15,0.43,0.175
AXZ,32.811,1.382,0.376,0.007,-,-,-2.85,-,-,-,-,,Amex Res,,0.13,-2.5,0.13,0.135,0.135,0.13,-15.98,0.25,0.09
AMX,3240.72,84.365,24.1,0.296,-,-,-7,-,-,-,-,,Ampella Min,,1.80,35,1.80,1.82,1.82,1.375,24.29,1.94,0.275
AMXO,0.878,2.387,0.824,0.02,-,-,-,-,-,-,-,,  opt jul10,,1.54,23.5,1.50,1.755,1.54,1.305,18.16,1.755,0.13
AHR,225.508,7.085,0.871,0.006,-,-,-2.05,-,-,-,-,,Anchor Res,,0.155,1,0.155,0.165,0.17,0.145,7.04,0.28,0.043
AND,892.031,39.387,53.962,1.54,-,-,-4.64,-,-,-,-,,Andean Res Ltd,,3.27,3,3.25,3.27,3.28,3.17,1.07,3.58,1.68
ATM,-,0.012,0.011,2.289,0.10,12.0,0.7,171.4,2.94,0.24,2.45,,Aneka Tambang cdi,,1.20,,1.20,-,1.20,1.20,0.15,1.30,1.00
AAR,7920.69,72.943,71.724,0.015,-,-,-0.14,-,-,-,-,,Anglo Aust,,0.029,0.5,0.028,0.029,0.031,0.024,20.98,0.044,0.018
AGP,0.619,0.006,-,0.302,-,-,34.4,8.2,14.64,2.35,5.21,,Anglo Pacific Grp,,2.81,-17.2,2.81,2.81,2.982,2.81,-5.62,3.50,2.581
AGG,63.332,1.319,3.934,0.91,8.69,1.2,-99.23,-,3.87,-,0.38,,Anglogold Ashanti,,10.20,28,9.42,10.30,10.20,9.80,2.97,10.40,7.65
AZZ,4564.87,156.274,30.646,0.178,-,-,-1.6,-,-,-,-,,Antares Energy,,0.645,2.5,0.64,0.645,0.67,0.60,4.18,0.885,0.21
AVM,109.166,2.844,2.674,0.035,-,-,-23.97,-,-,-,-,,Anvil Min cdi,,3.78,18,3.65,3.94,3.94,3.60,5.15,4.56,1.50
AAL,-,1.893,1.102,0.004,-,-,1.53,2.7,-,-,-,,Apac Coal,,0.041,,0.039,0.049,0.041,0.041,0.15,0.08,0.035
AXM,46728.6,1494.63,335.729,0.063,-,-,-26.39,-,-,-,-,,Apex Min NL,,0.019,,0.019,0.02,0.02,0.018,0.15,0.174,0.014
