ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 13, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4118.3 at 2012-07-13T16:51:07. Report at Friday, July 13, 2012. Processed Saturday at 2012-07-14T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,132.000,10.096,9.572,.015,-,-,-.62,-,-,-,-,,3D Oil,,.073,+.3,.068,.073,.076,.07,+6.21,.17,.06,,
DDD,1153.20,11.380,13.227,.005,-,-,-.44,-,-,-,-,,3D Res,,.023,-.5,-,-,.028,.023,-15.94,.055,.023,,
ARH,62.081,11.134,15.782,.050,-,-,.47,23.4,-,-,-,,A'asian Resources,,.11,-1.5,.11,.125,.12,.11,-10.08,.335,.105,,
AYC,63.530,2.166,-,.013,-,-,-,-,-,-,-,,A1 Gold,,.24,+.5,.26,.30,.25,.235,+4.05,.295,.20,,
ABU,24206.1,1083.52,1966.20,.130,-,-,-.43,-,-,-,-,,ABM Res,,.04,-.4,.04,.041,.045,.04,-7.17,.082,.035,,
AJC,3418.55,188.122,1257.46,.023,-,-,-1.14,-,-,-,-,,Acacia Coal,,.025,-.4,.024,.031,.028,.025,-11.87,.094,.023,,
ACB,551.150,39.244,100.359,.028,-,-,-2.06,-,-,-,-,,A-Cap Res,,.13,-1.5,.13,.145,.145,.125,-8.42,.45,.115,,
ACS,186.392,90.747,16.812,.045,-,-,-.42,-,-,-,-,,Accent Res,,.25,-2,-,-,.27,.245,-5.49,.405,.215,,
ACN,479.156,83.173,109.046,.063,-,-,-4.59,-,-,-,-,,Acer Energy,,.135,+1,.135,.14,.135,.125,+9.92,.245,.105,,
AIV,663.500,15.342,87.591,.005,-,-,-.78,-,-,-,-,,ActiveX,,.024,+.3,-,-,.024,.021,+16.21,.055,.016,,
AIVO,-,2.974,1.226,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,-,-,.001,.001,+1.92,.009,.001,,
