ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, March 8, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5137.5 at 2013-03-08T16:39:36. Report at Friday, March 8, 2013. Processed Saturday at 2013-03-09T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,158.064,1.238,3.101,.022,-,-,-3.38,-,-,-,-,,3D Oil,,.094,-.6,.08,.10,.10,.08,-6.72,.14,.06,,
DDD,117.500,2.648,5.702,.009,-,-,-.34,-,-,-,-,,3D Res,,.037,+.2,.035,.036,.037,.03,+5.00,.045,.023,,
ARH,176.004,1.801,2.661,.026,-,-,-1.26,-,-,-,-,,A'asian Resources,,.053,-1.5,.053,.062,.068,.053,-22.78,.195,.053,,
AYC,-,.308,-,.014,-,-,-,-,-,-,-,,A1 Gold,,.24,-,.10,.24,.24,.24,-.72,.30,.20,,
ABU,19148.6,267.037,530.938,.128,-,-,-.43,-,-,-,-,,ABM Res,,.039,-.1,.039,.04,.04,.036,-3.22,.065,.035,,
AJC,5087.17,30.444,76.465,.015,-,-,-.29,-,-,-,-,,Acacia Coal,,.017,-.1,.017,.018,.019,.016,-6.27,.056,.013,,
ACB,688.899,6.316,14.157,.027,-,-,-2.00,-,-,-,-,,A-Cap Res,,.12,+.5,.12,.13,.13,.11,+3.63,.275,.10,,
ACS,.200,.234,89.569,.033,-,-,-.91,-,-,-,-,,Accent Res,,.18,-,.18,.20,.18,.18,-.72,.335,.18,,
AIV,290.787,8.375,6.552,.004,-,-,-.48,-,-,-,-,,ActiveX,,.015,+.1,.014,.015,.015,.013,+6.42,.025,.011,,
ADD,400.000,2.589,11.132,.005,-,-,-.58,-,-,-,-,,Adavale Resources,,.015,-,.015,.018,.015,.015,-.72,.021,.012,,
ADN,576.381,5.846,18.582,.008,-,-,-.68,-,-,-,-,,Adelaide Res,,.04,-.5,.04,.043,.045,.04,-11.83,.115,.035,,
ABY,1697.59,15.090,17.813,.150,1.61,.30,1.34,35.8,5.00,.27,10.42,,Aditya Birla,,.48,-4,.47,.48,.52,.475,-8.41,.80,.385,,
ADY,513.274,12.427,23.294,.025,-,-,-2.45,-,-,-,-,,Admiralty Res,,.035,+.1,.035,.037,.035,.034,+2.22,.052,.031,,
AVD,21555.5,185.238,2.735,.001,-,-,-.60,-,-,-,-,,Advance Energy,,.001,-,.001,.002,.001,.001,-.72,.007,.001,,
ADX,2108.05,71.023,40.801,.010,-,-,-3.10,-,-,-,-,,ADX Energy,,.021,-.1,.02,.021,.023,.021,-5.26,.099,.014,,
AQR,2495.39,11.030,1.925,.049,-,-,-1.36,-,-,-,-,,AEON Metals,,.29,+5,.28,.29,.335,.25,+20.12,.335,.06,,
AFR,929.520,22.069,44.727,.044,-,-,-2.89,-,-,-,-,,African Energy Res,,.125,-.5,.125,.13,.135,.125,-4.56,.34,.095,,
AGR,484.750,4.648,6.441,.017,-,-,-17.92,-,-,-,-,,Aguia Res,,.14,-1.5,.135,.155,.155,.14,-10.40,.50,.12,,
AQG,2758.66,42.451,30.863,.360,-,-,69.16,5.0,-,-,-,,Alacer Gold,,3.45,+11,3.40,3.46,3.46,3.15,+2.58,8.80,3.10,,
AUQ,827.451,30.180,9.973,.035,-,-,-1.50,-,-,-,-,,Alara Res,,.145,-.5,.135,.145,.15,.135,-4.05,.42,.11,,
ALY,1465.13,9.735,10.576,.020,-,-,-.39,-,-,-,-,,Alchemy Resources,,.125,+.5,.11,.125,.125,.115,+3.45,.185,.07,,
AYN,16881.2,136.140,312.196,.040,-,-,-.24,-,-,-,-,,Alcyone Res,,.026,-,.025,.026,.028,.023,-.72,.083,.023,,
AYNO,3004.16,5.726,-,-,-,-,-,-,-,-,-,,  opt may15,,.01,-,.009,.01,.01,.007,-.72,.03,.007,,
AQI,60.000,.619,-,.003,-,-,-,-,-,-,-,,Alicanto Min,,.21,-,.20,.23,.21,.21,-.72,.26,.20,,
ALK,2926.41,32.259,43.377,.216,-,-,-.52,-,-,-,-,,Alkane Res,,.58,-1.5,.58,.59,.635,.57,-3.24,1.615,.565,,
AHQ,-,1.427,-,.003,-,-,-,-,-,-,-,,Allegiance Coal,,.055,-,.05,.058,.055,.055,-.72,.19,.051,,
AHQO,-,.194,-,-,-,-,-,-,-,-,-,,  opt mar14,,.005,-,.003,.01,.005,.005,-.72,.025,.005,,
AGS,481.924,7.700,110.273,.061,-,-,-1.12,-,-,-,-,,Alliance Res,,.18,-,.18,.185,.185,.175,-.72,.415,.17,,
AGE,962.750,3.609,15.085,.012,-,-,-.50,-,-,-,-,,Alligator Energy,,.075,-.7,.071,.075,.08,.073,-9.25,.195,.06,,
AYR,3703.00,58.659,8.752,.002,-,-,-.39,-,-,-,-,,Alloy Res,,.009,-,.008,.009,.009,.008,-.72,.022,.008,,
AYM,-,.130,22.473,.009,-,-,-1.31,-,-,-,-,,Altuis Mining,,.019,-,.014,.019,.019,.019,-.72,.067,.015,,
AOH,3138.27,29.653,36.450,.119,-,-,-4.82,-,-,-,-,,Altona Min,,.225,-1.5,.22,.23,.24,.205,-6.97,.33,.20,,
AJM,387.185,5.845,23.014,.079,-,-,-.45,-,-,-,-,,Altura Min,,.175,+.5,.165,.175,.175,.165,+2.22,.23,.125,,
AWC,54629.3,810.527,863.745,3.297,.93,1.26,-2.41,-,2.80,-,2.38,,Alumina,,1.175,-1.5,1.175,1.18,1.19,1.13,-1.98,1.405,.625,,
AQO,1242.96,20.431,32.156,.018,-,-,-2.20,-,-,-,-,,Ambassador Oil & Gas,,.215,-.5,.21,.215,.225,.20,-2.99,.235,.075,,
AQOO,321.674,3.432,-,.002,-,-,-,-,-,-,-,,  opt oct13,,.033,-.7,.034,.045,.04,.033,-18.22,.052,.006,,
AXZ,53.413,1.191,.465,.118,-,-,-1.44,-,-,-,-,,Amex Res,,1.52,+12,1.50,1.59,1.52,1.39,+7.85,1.73,.73,,
AMX,5322.44,40.919,35.432,.064,-,-,-16.83,-,-,-,-,,Ampella Min,,.26,-2,.26,.265,.28,.22,-7.86,1.29,.22,,
AEK,135.562,2.363,.563,.009,-,-,-1.15,-,-,-,-,,Anatolia Energy,,.055,-.5,.055,.06,.06,.055,-9.05,.15,.041,,
AEKO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun17,,.002,-,.001,-,.002,.002,-.72,.002,.002,,
AHR,-,-,.012,.010,-,-,-2.31,-,-,-,-,,Anchor Res,,.19,-,.05,.185,.19,.19,-.72,.20,.12,,
ATM,-,-,-,.002,-,-,5.64,22.2,4.05,1.39,3.24,,Aneka Tambang,,1.25,-,1.00,-,1.25,1.25,-.72,1.25,1.209,,
AAR,4924.27,59.485,17.241,.005,-,-,-1.15,-,-,-,-,,Anglo Aust Res,,.006,-.1,.006,.007,.007,.005,-15.00,.012,.005,,
AGG,27.705,.277,.413,.416,14.62,.32,1979.13,.2,5.87,337.16,1.26,,Anglogold Ashanti,,4.66,-5,4.60,4.70,4.80,4.52,-1.78,7.80,4.52,,
AWV,1061.93,15.493,7.687,.007,-,-,-3.82,-,-,-,-,,Anova Metals,,.055,-.6,.056,.06,.062,.053,-10.55,.09,.053,,
AZZ,2426.18,22.408,16.465,.135,-,-,-2.20,-,-,-,-,,Antares Energy,,.525,+3,.51,.525,.525,.49,+5.34,.60,.355,,
AZY,27431.7,133.259,2.184,.027,-,-,-1.52,-,-,-,-,,Antipa Min,,.20,+1,.195,.20,.225,.17,+4.55,.225,.035,,
AZYO,2347.94,13.049,.290,-,-,-,-,-,-,-,-,,  opt mar13,,.008,-.8,.01,.018,.024,.008,-50.72,.04,.002,,
AZYOA,6726.84,28.688,-,.005,-,-,-,-,-,-,-,,  opt dec14,,.115,+1.5,.115,.125,.125,.086,+14.28,.125,.01,,
AOM,1101.38,5.149,22.973,.003,-,-,-.08,-,-,-,-,,AO Energy,†,.06,-,.06,.065,.07,.06,-.72,.07,.001,,
AAL,-,.125,.410,-,-,-,-.12,-,-,-,-,,APAC Coal,,.003,-,.002,.005,.003,.003,-.72,.012,.002,,
AXM,-,30.249,147.310,.013,-,-,-66.10,-,-,-,-,,Apex Minerals,†,.042,-,-,-,.042,.042,-.72,.210,.001,,
AQQ,7850.95,196.937,11.486,.011,-,-,-.40,-,-,-,-,,Aphrodite Gold,,.048,-.3,.048,.051,.057,.048,-6.60,.088,.033,,
AQQO,-,15.413,6.376,-,-,-,-,-,-,-,-,,  opt dec13,,.004,-,.003,.004,.004,.004,-.72,.016,.002,,
AOP,30.000,1.105,-,.004,-,-,-9.17,-,-,-,-,,Apollo Cons,,.105,-,.105,.11,.105,.105,-.72,.295,.006,,
AON,1943.43,29.017,6.620,.015,-,-,-1.35,-,-,-,-,,Apollo Minerals,,.051,-.1,.048,.053,.052,.049,-2.64,.067,.026,,
AQP,3792.00,50.460,58.974,.385,-,-,-46.34,-,-,-,-,,Aquarius Platinum,,.79,-7,.78,.80,.85,.785,-8.86,2.46,.475,,
AQA,2802.19,28.756,15.438,1.075,-,-,62.34,4.2,-,-,-,,Aquila Res,,2.61,+5,2.61,2.65,2.69,2.46,+1.24,5.49,1.86,,
ARU,1879.66,22.226,88.866,.073,-,-,-2.30,-,-,-,-,,Arafura Resources,,.165,-1.5,.165,.17,.18,.165,-9.05,.35,.145,,
ARX,1424.65,28.174,149.022,.005,-,-,-.33,-,-,-,-,,ARC Explore,,.005,+.1,.004,.005,.005,.004,+24.28,.009,.004,,
AXE,6472.25,11.713,8.035,.017,-,-,5.30,4.0,-,-,-,,Archer Explore,,.21,+2,.21,.215,.24,.17,+9.81,.45,.14,,
ARD,1749.53,5.018,9.005,.012,-,-,-4.10,-,-,-,-,,Argent Minerals,,.085,+2.8,.083,.085,.085,.057,+48.40,.14,.05,,
AVK,102.131,.647,1.987,.002,-,-,-2.12,-,-,-,-,,Argentina Min,,.043,-.2,.04,.043,.045,.043,-5.16,.155,.043,,
AVKO,87.500,.239,.660,-,-,-,-,-,-,-,-,,  opt mar15,,.001,-.5,.002,.01,.006,.001,-84.05,.033,.001,,
AXT,301.200,11.391,1.943,.003,-,-,-2.66,-,-,-,-,,Argo Explore,,.02,-.1,.02,.023,.022,.02,-5.48,.05,.009,,
ARE,630.140,11.674,16.009,.015,-,-,.71,7.7,-,-,-,,Argonaut Res,,.055,+.4,.054,.058,.055,.051,+7.13,.093,.038,,
AGY,305.029,1.267,.933,.010,-,-,-.84,-,-,-,-,,Argosy Minerals,,.08,+.4,.08,.09,.08,.08,+4.55,.13,.041,,
AHK,-,1.014,2.310,.003,-,-,-7.01,-,-,-,-,,Ark Mines,,.12,-,.045,.105,.12,.12,-.72,.22,.052,,
AJQ,1265.44,27.668,-,.077,-,-,-,-,-,-,-,,Armour Energy,,.35,-1,.34,.355,.365,.325,-3.50,.50,.165,,
AJQO,29.600,3.088,-,.007,-,-,-,-,-,-,-,,  opt aug14,,.115,-.5,.11,.12,.115,.115,-4.88,.14,.03,,
