ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4586.3 at 16:37 6/8/2010  Report at 19:06 Friday 6/8/2010. Processed 17:48 Sunday 8/8/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,311.2,20.132,41.708,0.033,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.165,-0.5,0.165,0.17,0.175,0.165,-4.69,0.39,0.093
DDD,526.5,10.244,5.84,0.005,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.027,-0.2,0.025,0.029,0.029,0.025,-8.65,0.029,0.014
AAO,0.375,7.417,7.235,0.008,-,-,-1.28,-,-,-,-,,A'asia Cons Ltd,,0.06,,0.047,0.06,0.06,0.06,-1.75,0.109,0.029
AAOO,-,0.113,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.016,,0.011,0.053,0.016,0.016,-1.75,0.02,0.012
ARH,203.69,15.309,11.52,0.117,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.265,2,0.255,0.265,0.275,0.245,6.41,0.67,0.21
AAM,10157.3,119.866,39.598,0.032,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.165,-1,0.16,0.165,0.175,0.15,-7.46,0.42,0.14
ABU,60146.2,876.603,197.037,0.052,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.029,0.2,0.028,0.029,0.031,0.026,5.66,0.07,0.016
AII,-,1.54,1.899,0.014,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.10,,0.093,0.135,0.10,0.10,-1.75,0.25,0.086
ACB,1137.48,37.835,35.187,0.06,0.14,2.6,-0.91,-,-,-,-,,A-Cap Res,,0.37,1,0.37,0.375,0.385,0.36,1.03,0.60,0.28
ACS,490.651,23.139,17.278,0.03,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.21,-3,0.22,0.23,0.24,0.20,-14.25,0.27,0.13
