ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, September 24, 2010,,,,,,,,,,,,,,,,,,,,
"XAO 4651.5 at 2010-09-24T16:42:51. Report at Friday, September 24, 2010. Processed Saturday at 2010-09-25T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,503.565,25.153,50.371,.040,-,-,-.27,-,-,-,-,,3D Oil,,.20,-,.20,.21,.25,.20,+.72,.39,.14,,
DDD,2926.29,24.596,9.021,.006,-,-,-1.90,-,-,-,-,,3D Res,,.032,-.1,.03,.032,.034,.028,-2.31,.049,.016,,
AAO,1156.62,10.160,12.944,.011,-,-,-1.28,-,-,-,-,,A'asia Gold,,.09,+3,.089,.09,.09,.06,+50.72,.109,.044,,
AAOO,61.250,.302,-,-,-,-,-,-,-,-,-,,  opt apr13,,.02,-,.02,.03,.028,.02,+.72,.028,.011,,
ARH,513.956,18.931,17.050,.091,-,-,-1.40,-,-,-,-,,A'asian Resources,,.205,-.5,.205,.22,.22,.20,-1.66,.58,.20,,
AAM,5527.17,182.642,51.984,.031,-,-,-3.56,-,-,-,-,,A1 Min,,.155,+.5,.15,.155,.16,.14,+4.05,.42,.105,,
ABU,71145.7,1541.36,277.517,.068,-,-,-2.62,-,-,-,-,,ABM Res,,.038,-.3,.038,.039,.041,.033,-6.60,.05,.016,,
AII,90.290,1.759,2.380,.017,-,-,-1.98,-,-,-,-,,Abra Min,,.12,-,.11,.12,.12,.12,+.72,.25,.086,,
ACB,786.882,42.566,56.131,.053,.14,2.4,-.91,-,-,-,-,,A-Cap Res,,.33,+2.5,.325,.335,.34,.30,+8.91,.535,.28,,
ACS,452.812,28.722,29.587,.042,-,-,-1.53,-,-,-,-,,Accent Res,,.25,-1,.25,.255,.27,.235,-3.13,.285,.13,,
AEX,9326.42,1814.73,410.775,.018,-,-,-.38,-,-,-,-,,Acclaim Explore,,.017,-.1,.016,.017,.017,.015,-4.84,.029,.004,,
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,.003,-,.003,.01,.003,.003,+.72,.003,.003,,
AIV,564.691,22.445,10.719,.006,-,-,-1.13,-,-,-,-,,Activex,,.065,+.7,.06,.065,.065,.058,+12.79,.14,.05,,
ADU,6844.54,137.040,31.584,.277,-,-,-28.16,-,-,-,-,,Adamus Res,*,.66,+2.6,.66,.67,.70,.645,+4.76,.70,.344,,
ADURA,472.673,.473,-,.003,-,-,-,-,-,-,-,,  rts07octd,,.11,-,.09,.15,.13,.08,-,.13,.08,,
ADD,268.308,25.588,35.595,.004,.02,1.0,-1.13,-,-,-,-,,Adavale Resources,,.02,-,.02,.024,.024,.02,+.72,.06,.02,,
