ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4890.1 at 16:38 19/3/2010  Report at 19:08 Friday 19/3/2010. Processed 20:10 Friday 19/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,815.062,10.724,6.774,0.05,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.25,-1,0.24,0.25,0.26,0.245,-5.06,0.39,0.07
DDD,258.352,4.039,0.33,0.003,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.02,,0.018,0.022,0.02,0.02,-1.21,0.026,0.007
AAO,1099.73,2.241,2.034,0.007,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.065,-,0.065,0.08,0.09,0.065,-2.27,0.109,0.021
ARH,438.669,6.919,2.195,0.201,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.455,-0.5,0.45,0.455,0.465,0.44,-2.30,0.70,0.295
AAM,5444.68,36.689,10.475,0.051,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.28,-0.5,0.275,0.28,0.28,0.26,-2.97,0.42,0.11
ABU,32181.3,181.211,10.334,0.027,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.026,,0.025,0.026,0.03,0.025,-1.21,0.07,0.006
AII,-,0.49,0.495,0.023,-,-,-1.39,-,-,-,-,,Abra Min Ltd,,0.165,,0.125,0.15,0.165,0.165,-1.21,0.25,0.15
ACB,3604.94,16.945,7.724,0.074,0.14,3.3,-0.91,-,-,-,-,,A-Cap Res,,0.455,8.5,0.45,0.455,0.455,0.355,21.76,0.60,0.15
ACS,1810.56,12.546,2.139,0.03,-,-,-1.37,-,-,-,-,,Accent Res NL,,0.21,1.5,0.205,0.21,0.21,0.17,6.48,0.27,0.075
AEX,35631.4,1344.18,25.968,0.02,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.02,-0.4,0.02,0.021,0.023,0.018,-17.88,0.029,0.003
