ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, April 29, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4899.0 at 2011-04-29T16:36:44. Report at Friday, April 29, 2011. Processed Saturday at 2011-04-30T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,315.500,4.810,14.225,.043,-,-,-.44,-,-,-,-,,3D Oil,,.215,-,.20,.215,.215,.19,+1.94,.285,.14,,
DDD,201.180,10.746,5.184,.010,-,-,-.93,-,-,-,-,,3D Res,,.051,-.2,.048,.051,.053,.051,-1.84,.062,.019,,
AAO,245.959,11.067,4.007,.037,-,-,-1.22,-,-,-,-,,A'asia Consolidated,,.195,-,.175,.195,.195,.185,+1.94,.295,.044,,
AAOO,-,3.117,.049,.013,-,-,-,-,-,-,-,,  opt apr13,,.10,-,.10,.105,.10,.10,+1.94,.16,.011,,
ARH,239.906,8.965,8.565,.139,-,-,.57,55.3,-,-,-,,A'asian Resources,,.315,-.5,.31,.34,.365,.315,+.37,.63,.20,,
AAM,797.010,69.682,56.100,.010,-,-,-2.95,-,-,-,-,,A1 Minerals,,.049,+.1,.048,.049,.05,.047,+4.02,.27,.039,,
ABU,104335,1343.81,294.325,.107,-,-,.82,5.9,-,-,-,,ABM Res,,.048,+.3,.048,.049,.052,.046,+8.60,.052,.016,,
AII,104.200,2.281,.613,.053,-,-,-1.98,-,-,-,-,,Abra Min,,.375,-.5,.375,.385,.38,.375,+.62,.39,.086,,
ACB,1608.52,75.003,25.026,.071,-,-,-2.10,-,-,-,-,,A-Cap Res,,.355,+.5,.35,.355,.37,.33,+3.36,.76,.28,,
ACS,400.376,8.064,16.953,.048,-,-,-.69,-,-,-,-,,Accent Res,,.28,-1.5,.28,.285,.285,.245,-3.15,.46,.13,,
AEX,4996.71,418.338,1461.82,.006,-,-,-.21,-,-,-,-,,Acclaim Explore,,.004,-.1,.004,.005,.005,.004,-18.06,.027,.004,,
AEXCD,-,1.000,-,-,-,-,-,-,-,-,-,,  ctg,,.004,-,-,.005,.004,.004,+1.94,.004,.003,,
AIV,1118.00,76.646,12.624,.006,-,-,-1.06,-,-,-,-,,Activex,,.052,-.5,.051,.059,.056,.052,-7.27,.124,.046,,
ADU,939.111,75.960,48.799,.306,-,-,-38.53,-,-,-,-,,Adamus Res,,.68,-2,.67,.68,.71,.665,-.92,.895,.387,,
ADD,1411.72,61.773,12.634,.009,.02,1.5,-.61,-,-,-,-,,Adavale Resources,,.029,-,.029,.03,.03,.029,+1.94,.043,.015,,
ADE,3194.75,82.687,29.136,.053,-,-,.37,37.8,-,-,-,,Adelaide Energy,,.14,-,.14,.145,.145,.135,+1.94,.185,.06,,
ADN,495.601,14.989,24.825,.021,-,-,-.58,-,-,-,-,,Adelaide Res,,.145,-.5,.145,.15,.155,.145,-1.40,.27,.125,,
ABY,3669.43,46.363,59.132,.564,1.61,1.1,18.71,9.6,-,-,-,,Aditya Birla,,1.80,+14,1.80,1.84,1.95,1.70,+10.37,1.95,.62,,
ADY,4887.74,165.248,1628.50,.024,-,-,3.01,1.3,-,-,-,,Admiralty Res,†,.039,-,.038,.039,.04,.038,+1.94,.055,.023,,
AVD,958.800,141.842,1.004,.003,-.02,-,-4.95,-,-,-,-,,Advance Energy,,.015,-.3,.015,.019,.018,.015,-14.73,.037,.007,,
AVDOA,125.000,64.795,-,-,-,-,-,-,-,-,-,,  opt aug12,,.004,+.1,.003,.005,.004,.003,+35.27,.01,.002,,
ADX,1371.23,161.253,90.138,.033,-,-,-.76,-,-,-,-,,ADX Energy,,.083,-.3,.083,.085,.086,.083,-1.55,.265,.082,,
AED,1187.07,34.984,26.969,.048,.89,.3,-3.48,-,-,-,-,,AED Oil,,.235,-.5,.23,.235,.24,.23,-.15,.61,.21,,
AFR,6046.74,223.669,19.576,.231,-,-,-.63,-,-,-,-,,African Energy Res,,.78,-6.5,.765,.785,.87,.76,-5.76,1.045,.064,,
AKI,545.863,132.119,2.463,.101,-,-,1.05,26.7,-,-,-,,African Iron,†,.28,-1.5,.275,.28,.31,.275,-3.15,.45,.086,,
AKIOA,8.438,4.720,.954,.003,-,-,-,-,-,-,-,,  opt dec13,†,.115,-.5,.105,.11,.115,.115,-2.23,.25,.015,,
AAE,16003.6,209.512,45.617,.009,-,-,-15.73,-,-,-,-,,Agri Energy,,.015,-.2,-,-,.016,.014,-9.83,.033,.009,,
AGR,-,13.307,5.743,.060,-,-,-5.47,-,-,-,-,,Aguia Res,,.98,-,.95,.95,.98,.98,+1.94,1.56,.405,,
AQG,558.383,22.132,-,.691,-,-,-,-,-,-,-,,Alacer Gold Corp,,9.85,-51,9.74,10.00,10.34,9.74,-2.99,10.53,7.61,,
ALG,121.500,1.722,.649,.014,-,-,-2.23,-,-,-,-,,Alamar Res,,.55,-,.55,.60,.55,.50,+1.94,.675,.15,,
ALGO,-,.333,-,.004,-,-,-,-,-,-,-,,  opt mar13,,.40,-,.35,.40,.40,.40,+1.94,.40,.03,,
AUQ,1249.54,41.601,3.291,.051,-,-,-3.44,-,-,-,-,,Alara Res,,.35,-1,.35,.36,.365,.35,-.84,.51,.08,,
ALB,1938.34,65.144,-,.049,-,-,18.52,.8,-,-,-,,Albidon,,.14,-1,.13,.14,.15,.13,-4.73,.30,.039,,
ALY,1209.87,26.933,36.571,.025,-,-,-2.22,-,-,-,-,,Alchemy Resources,,.26,-3.5,.255,.26,.30,.25,-9.93,.815,.25,,
AYN,68989.6,2482.82,92.039,.164,-,-,-.20,-,-,-,-,,Alcyone Res,,.125,-1.5,.12,.125,.14,.115,-8.78,.145,.019,,
AYNOB,-,.100,-,-,-,-,-,-,-,-,-,,  opt sep11,,.033,-,-,.024,.033,.033,+1.94,.039,.021,,
ALK,5948.80,148.193,18.458,.603,-,-,3.00,74.7,-,-,-,,Alkane Res,,2.24,-30,2.23,2.25,2.58,2.21,-9.87,2.73,.23,,
AGS,1710.56,31.287,30.001,.084,-,-,-1.90,-,-,-,-,,Alliance Res,,.245,-1.5,.24,.245,.265,.23,-3.83,.54,.23,,
ALD,1850.55,120.878,65.937,.647,.35,1.5,6.45,8.4,-,-,-,,Allied Gold,,.54,-4.5,.54,.55,.59,.52,-5.76,.76,.29,,
AGE,395.000,47.750,-,.014,-,-,-,-,-,-,-,,Alligator Energy,,.14,-,.135,.145,.14,.13,+1.94,.245,.12,,
AYR,3710.00,44.256,12.956,.006,-,-,-.31,-,-,-,-,,Alloy Res,,.038,-.2,.037,.038,.04,.037,-3.06,.067,.018,,
AOH,11947.4,140.416,63.263,.149,-,-,.57,55.3,-,-,-,,Altona Min,,.315,-3.5,.31,.32,.39,.315,-8.06,.452,.084,,
AJM,726.491,42.875,9.470,.049,-,-,1.30,11.5,-,-,-,,Altura Min,,.15,-,.15,.155,.16,.145,+1.94,.248,.115,,
AJMOA,175.000,21.014,-,.003,-,-,-,-,-,-,-,,  opt aug11,,.025,-.3,.02,.025,.028,.023,-8.78,.065,.022,,
AWC,61904.7,1322.81,1392.14,5.515,1.13,2.0,1.38,163.8,6.17,.22,2.73,f,Alumina,,2.26,-19,2.26,2.27,2.47,2.23,-5.82,2.72,1.45,,
AMU,972.096,77.076,40.871,.080,.29,.9,-2.64,-,-,-,-,,Amadeus Energy,,.265,-,.26,.265,.265,.255,+1.94,.315,.175,,
AXZ,396.041,7.410,.481,.047,-,-,-2.13,-,-,-,-,,Amex Res,,.80,+12,.80,.845,.80,.68,+19.58,.80,.115,,
AMX,1415.40,44.291,63.199,.437,-,-,-11.95,-,-,-,-,,Ampella Min,,2.15,-37,2.12,2.17,2.51,2.04,-12.75,3.42,1.28,,
AHR,105.687,9.396,5.783,.014,-,-,-1.46,-,-,-,-,,Anchor Res,,.28,-5,.28,.29,.30,.28,-13.22,.34,.12,,
ATM,-,-,.008,2.385,.11,11.4,1.91,65.4,1.42,1.35,1.14,,Aneka Tambang,,1.25,-,.125,-,1.25,1.25,+1.94,1.365,1.186,,
AAR,3133.75,77.811,21.022,.012,-,-,-.15,-,-,-,-,,Anglo Aust Res,,.02,-.1,.019,.02,.021,.02,-2.83,.066,.018,,
AGG,41.350,.557,.830,.799,8.69,1.0,-99.23,-,4.27,-,.48,,Anglogold Ashanti,,8.96,-34,7.41,9.10,9.30,8.96,-1.72,10.50,8.37,,
