ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, June 8, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4111.2 at 2012-06-08T16:43:06. Report at Friday, June 8, 2012. Processed Saturday at 2012-06-09T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,70.000,7.296,7.819,.018,-,-,-.62,-,-,-,-,,3D Oil,,.09,-,-,-,.09,.09,+.14,.175,.068,,
DDD,160.909,9.688,12.133,.008,-,-,-.44,-,-,-,-,,3D Res,,.033,-,.032,.033,.033,.032,+.14,.055,.029,,
ARH,332.784,8.457,12.375,.057,-,-,.47,26.6,-,-,-,,A'asian Resources,,.125,-1,.12,.125,.14,.115,-7.27,.335,.115,,
ABU,11596.5,956.742,1752.12,.126,-,-,-.43,-,-,-,-,,ABM Res,,.039,-.2,.038,.039,.042,.037,-4.74,.082,.033,,
AJC,4162.22,164.741,1191.29,.027,-,-,-1.14,-,-,-,-,,Acacia Coal,,.03,-,.029,.032,.031,.027,+.14,.11,.027,,
ACB,857.827,33.881,84.161,.028,-,-,-2.06,-,-,-,-,,A-Cap Res,,.14,-,.14,.145,.15,.12,+.14,.45,.12,,
ACS,71.990,90.263,13.703,.043,-,-,-.42,-,-,-,-,,Accent Res,,.24,-,.24,.28,.24,.24,+.14,.405,.22,,
ACN,4663.93,72.893,105.415,.062,-,-,-4.59,-,-,-,-,,Acer Energy,,.135,+.5,.135,.14,.15,.115,+3.99,.245,.105,,
AIV,342.860,11.254,82.324,.004,-,-,-.78,-,-,-,-,,ActiveX,,.02,-.1,-,-,.02,.019,-4.62,.055,.016,,
AIVO,-,2.974,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,-,-,.001,.001,+.14,.014,.001,,
ADD,202.643,21.343,122.085,.004,.01,1.4,-.51,-,-,-,-,,Adavale Resources,,.014,-,.014,.016,.014,.014,+.14,.037,.01,,
ADN,571.723,61.313,19.253,.008,-,-,-.95,-,-,-,-,,Adelaide Res,,.056,-.2,.055,.056,.064,.056,-3.31,.13,.055,,
AAO,101.000,1.878,15.801,.007,.10,1.2,-9.92,-,-,-,-,,Adept Solutions,†,.12,-.5,.12,.15,.13,.11,-3.86,.80,.11,,
AAOO,-,-,3.742,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,+.14,.075,.066,,
ABY,5594.11,42.335,64.712,.147,-,-,8.48,5.5,5.00,1.70,10.64,,Aditya Birla,,.47,-7.5,.465,.475,.55,.465,-13.62,1.70,.465,,
ADY,409.280,49.266,537.991,.032,-,-,-.44,-,-,-,-,,Admiralty Res,,.044,-.2,.044,.047,.047,.044,-4.21,.071,.043,,
AVD,237.667,5.986,151.357,.001,-,-,-.73,-,-,-,-,,Advance Energy,,.004,-,-,-,.004,.003,+.14,.012,.003,,
AVDOA,-,-,66.695,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+.14,.005,.001,,
ADX,3556.14,91.298,172.601,.038,-,-,-1.93,-,-,-,-,,ADX Energy,,.086,+.1,.086,.087,.087,.08,+1.32,.11,.062,,
AFR,6621.35,114.964,297.398,.067,-,-,-1.92,-,-,-,-,,African Energy Res,,.205,-2,.195,.20,.22,.195,-8.75,.71,.16,,
AAE,321.000,76.719,293.818,.004,-,-,-.23,-,-,-,-,,Agri Energy,,.006,-.1,-,-,.007,.006,-14.15,.011,.004,,
AGR,232.400,14.772,15.248,.018,-,-,-9.22,-,-,-,-,,Aguia Res,,.21,-1,.20,.22,.22,.20,-4.41,.84,.20,,
AQG,5222.25,75.036,33.060,.602,-,-,28.59,22.8,-,-,-,,Alacer Gold,,6.52,+80,6.50,6.72,7.08,6.02,+14.12,12.30,4.95,,
AUQ,1805.86,36.463,56.339,.065,-,-,-2.59,-,-,-,-,,Alara Res,,.31,+1,.305,.32,.32,.30,+3.47,.42,.23,,
ALY,267.600,20.301,33.728,.015,-,-,-1.68,-,-,-,-,,Alchemy Resources,,.095,-.5,.092,.095,.097,.089,-4.86,.258,.089,,
AYN,33957.1,647.406,3171.69,.056,-,-,-.52,-,-,-,-,,Alcyone Res,,.04,-,.04,.041,.044,.04,+.14,.125,.037,,
ALK,8624.92,116.763,205.617,.339,-,-,-1.00,-,-,-,-,,Alkane Res,,.91,-9.5,.90,.915,.97,.90,-9.31,2.547,.88,,
AHQ,764.167,2.813,-,.006,-,-,-,-,-,-,-,,Allegiance Coal,,.12,-,.11,.12,.12,.10,+.14,.19,.10,,
AHQO,-,.375,-,-,-,-,-,-,-,-,-,,  opt mar14,,.025,-,.019,.049,.025,.025,+.14,.025,.019,,
AGS,1543.57,177.193,45.730,.078,-,-,-1.77,-,-,-,-,,Alliance Res,,.23,-.5,.23,.25,.245,.22,-1.99,.615,.115,,
ALD,319.084,11.575,150.738,.107,2.99,.6,-3.03,-,-,-,-,,Allied Gold,†,1.675,+8.5,1.62,1.68,1.755,1.60,+5.48,4.00,.48,,
AGE,2160.00,29.778,59.801,.015,-,-,-.36,-,-,-,-,,Alligator Energy,,.11,-,-,-,.115,.10,+.14,.195,.076,,
AYR,721.923,19.800,51.867,.002,-,-,-.33,-,-,-,-,,Alloy Res,,.012,-.1,.01,.011,.013,.011,-7.55,.068,.011,,
AYM,50.000,26.547,-,.011,.08,.7,-.65,-,-,-,-,,Altuis Mining,,.054,+.4,-,-,.054,.05,+8.14,.15,.05,,
AOH,806.757,81.085,185.890,.120,-,-,-4.72,-,-,-,-,,Altona Min,,.23,-1.5,.225,.23,.24,.225,-5.98,.36,.19,,
AJM,668.686,60.973,70.370,.086,-,-,-.39,-,-,-,-,,Altura Min,,.19,+1,.175,.185,.19,.17,+5.69,.23,.14,,
AWC,102152,1955.90,1744.73,2.306,1.04,.9,5.12,18.5,5.68,.90,6.01,f,Alumina,,.945,-3.5,.94,.955,1.045,.935,-3.43,2.29,.89,,
AMU,5685.71,87.619,105.213,.055,.30,.8,.35,64.3,-,-,-,,Amadeus Energy,,.225,+.5,.225,.23,.225,.22,+2.41,.25,.19,,
AQO,847.160,43.223,-,.013,-,-,-1.20,-,-,-,-,,Ambassador Oil & Gas,,.155,-2.5,.155,.175,.18,.155,-13.75,.245,.145,,
AQOO,116.668,1.402,-,.001,-,-,-,-,-,-,-,,  opt oct13,,.029,-.1,.029,.04,.03,.029,-3.19,.052,.028,,
AXZ,157.496,1.467,8.336,.076,-,-,-3.46,-,-,-,-,,Amex Res,,1.05,+9,.98,1.05,1.05,.88,+9.51,1.50,.69,,
AMX,9011.67,115.873,53.593,.167,-,-,-12.25,-,-,-,-,,Ampella Min,,.695,-6.5,.67,.695,.765,.67,-8.41,2.46,.67,,
AEK,40.500,1.324,6.270,.008,-,-,-2.18,-,-,-,-,,Anatolia Energy,,.07,+1,-,-,.07,.06,+16.81,.20,.05,,
AHR,.101,.017,12.971,.011,-,-,-4.79,-,-,-,-,,Anchor Res,,.20,+1,.20,.20,.20,.19,+5.40,.30,.15,,
ATM,-,-,-,2.385,-,-,2.16,57.9,-,-,-,,Aneka Tambang,,1.25,-,-,1.20,1.25,1.25,+.14,1.25,1.217,,
AAR,1113.00,41.337,101.104,.004,-,-,-.11,-,-,-,-,,Anglo Aust Res,,.006,-,.006,.007,.007,.006,+.14,.019,.006,,
AGG,12.098,.731,2.466,.666,2.60,2.9,55.83,13.4,11.59,4.82,1.55,,Anglogold Ashanti,,7.47,+26,7.20,8.00,7.80,7.46,+3.75,9.48,6.13,,
AZZ,707.324,48.314,131.183,.109,-,-,-1.40,-,-,-,-,,Antares Energy,,.42,-6,.42,.435,.46,.42,-12.36,.56,.35,,
AZY,152.072,5.337,7.158,.005,-,-,-.84,-,-,-,-,,Antipa Min,,.09,-1,-,-,.09,.08,-9.86,.31,.076,,
AZYO,-,1.945,4.059,-,-,-,-,-,-,-,-,,  opt mar13,,.015,-,-,-,.015,.015,+.14,.13,.015,,
AAL,-,.998,3.200,.001,-,-,-.07,-,-,-,-,,APAC Coal,,.006,-,-,-,.006,.006,+.14,.018,.006,,
AXM,2884.96,1856.45,1639.42,.025,-,-,7.00,2.1,-,-,-,,Apex Minerals,†,.15,-,.15,.155,.16,.15,+.14,1.30,.10,,
AXMO,-,.632,113.440,-,-,-,-,-,-,-,-,,  opt nov12,†,.05,-,-,-,.05,.05,+.14,.05,.001,,
AQQ,709.100,26.994,37.009,.009,-,-,-.49,-,-,-,-,,Aphrodite Gold,,.052,-.7,-,-,.056,.052,-11.73,.128,.047,,
AQQO,110.000,8.808,8.167,-,-,-,-,-,-,-,-,,  opt dec13,,.01,-,-,-,.01,.002,+.14,.035,.002,,
AOP,183.412,3.687,423.830,.006,-,-,-.08,-,-,-,-,,Apollo Cons,†,.145,-,.145,.15,.145,.145,+.14,.20,.002,,
AON,1011.27,20.517,14.783,.011,-,-,-1.11,-,-,-,-,,Apollo Minerals,,.04,-,.038,.044,.044,.038,+.14,.10,.038,,
AQP,19058.7,178.265,146.182,.513,-,-,-46.14,-,3.76,-,3.45,,Aquarius Platinum,,1.09,+5,1.08,1.095,1.13,.915,+4.95,5.10,.915,,
AQA,2914.79,49.974,47.689,1.178,-,-,-20.60,-,-,-,-,,Aquila Res,,2.86,-24,2.83,3.05,3.20,2.75,-7.60,7.073,2.75,,
ARU,3684.61,177.113,211.207,.079,-,-,-1.91,-,-,-,-,,Arafura Resources,,.20,-.5,.195,.20,.215,.19,-2.30,1.02,.19,,
ARX,769.665,205.626,499.779,.005,-,-,-.41,-,-,-,-,,ARC Explore,,.006,+.1,.006,.007,.006,.005,+20.14,.028,.005,,
ARXO,-,.189,1.430,-,-,-,-,-,-,-,-,,  opt jun12,,.001,-,-,-,.001,.001,+.14,.002,.001,,
AXE,6202.60,159.491,16.332,.018,-,-,-1.60,-,-,-,-,,Archer Explore,,.225,-2,.22,.225,.235,.215,-8.02,.45,.11,,
ARD,542.126,17.082,69.648,.011,-,-,-5.10,-,-,-,-,,Argent Minerals,,.075,-,.075,.085,.085,.07,+.14,.29,.07,,
AVK,115.077,8.090,16.501,.004,-,-,-1.34,-,-,-,-,,Argentina Min,,.115,-1.5,.097,.115,.115,.10,-11.40,.24,.075,,
AVKO,-,1.630,4.578,-,-,-,-,-,-,-,-,,  opt mar15,,.02,-,-,-,.02,.02,+.14,.095,.012,,
AXT,752.400,14.251,31.531,.002,-,-,-2.33,-,-,-,-,,Argo Explore,,.024,-.2,.024,.032,.026,.023,-7.55,.145,.023,,
ARE,453.321,30.273,56.780,.013,-,-,-1.62,-,-,-,-,,Argonaut Res,,.051,+.2,.051,.052,.051,.048,+4.22,.082,.039,,
AGY,17.000,2.190,25.785,.007,-,-,-1.06,-,-,-,-,,Argosy Minerals,,.057,-,-,-,.057,.057,+.14,.25,.057,,
AHK,8.000,3.907,2.724,.003,-,-,-6.16,-,-,-,-,,Ark Mines,,.12,-,.10,.12,.12,.12,+.14,.425,.11,,
AJQ,1349.31,36.762,-,.080,-,-,-,-,-,-,-,,Armour Energy,,.36,-2,.34,.36,.38,.335,-5.12,.50,.30,,
AJQO,139.500,7.479,-,.006,-,-,-,-,-,-,-,,  opt aug14,,.105,-,-,-,.105,.095,+.14,.135,.085,,
ARV,670.823,66.501,158.549,.005,-,-,-.26,-,-,-,-,,Artemis Res,,.015,-.3,-,-,.017,.015,-16.53,.048,.012,,
AAJ,-,2.429,4.022,.003,-,-,-.93,-,-,-,-,,Aruma Res,,.07,-,-,-,.07,.07,+.14,.11,.06,,
ATN,9675.21,183.991,345.660,.004,-,-,-.82,-,-,-,-,,Ashburton Min,,.004,-,.003,.004,.005,.003,+.14,.047,.003,,
ATNO,454.533,7.500,-,-,-,-,-,-,-,-,-,,  opt apr14,,.002,-,-,-,.002,.002,+.14,.002,.002,,
AKM,12772.6,149.067,197.537,.084,-,-,-1.03,-,-,-,-,,Aspire Min,,.135,-2.5,.13,.14,.155,.13,-15.49,.675,.125,,
ARO,325.000,445.971,703.453,.003,-,-,-.09,-,-,-,-,,Astro Res,,.001,-.1,.001,.002,.002,.001,-49.86,.006,.001,,
AROOA,-,6.825,-,-,-,-,-,-,-,-,-,,  opt jun14,,.001,-,-,-,.001,.001,+.14,.001,.001,,
AROOB,5000.00,5.750,42.432,-,-,-,-,-,-,-,-,,  opt nov12,,.001,-,-,-,.001,.001,+.14,.002,.001,,
AHN,434.601,4.752,43.361,.005,-,-,-1.44,-,-,-,-,,Athena Res,,.04,-.5,.04,.045,.045,.039,-10.97,.133,.035,,
ATI,646.017,17.868,26.480,.068,-,-,21.10,2.3,-,-,-,,Atlantic,,.475,+6.5,.45,.48,.48,.36,+15.99,1.98,.36,,
ATV,1228.99,26.082,50.772,.017,-,-,-.25,-,-,-,-,,Atlantic Gold,,.03,-,-,-,.03,.028,+.14,.051,.028,,
ATVCD,-,.533,-,-,-,-,-,-,-,-,-,,  ctg,,.003,-,-,-,.003,.003,+.14,.03,.001,,
AGO,44975.9,905.774,708.478,1.854,.02,102.5,21.60,9.5,3.00,7.20,1.46,,Atlas Iron,,2.05,-7,2.05,2.06,2.17,1.975,-3.16,4.34,1.975,,
AYA,135.000,2.416,2.390,.006,-,-,-1.75,-,-,-,-,,Attila Res,,.475,-,.42,.475,.475,.43,+.14,.50,.13,,
AYAO,54.500,.525,-,.002,-,-,-,-,-,-,-,,  opt jun14,,.175,-2.5,-,-,.20,.175,-12.36,.25,.035,,
ACP,-,.041,-,.004,-,-,-.36,-,-,-,-,,Audalia Res,,.21,-,-,-,.21,.21,+.14,.26,.10,,
ACPO,-,-,-,-,-,-,-,-,-,-,-,,  opt apr14,,.03,-,-,-,.03,.03,+.14,.03,.03,,
AUK,899.350,28.392,13.692,.007,-,-,-1.34,-,-,-,-,,Augur Res,,.042,-.6,.041,.05,.047,.042,-12.36,.48,.04,,
AEE,1370.74,18.714,96.250,.022,-,-,-1.47,-,-,-,-,,Aura Energy,,.14,+1,.135,.14,.14,.13,+7.83,.357,.12,,
AEEO,13.334,6.352,-,-,-,-,-,-,-,-,-,,  opt dec14,,.035,-,-,-,.035,.035,+.14,.07,.035,,
AGU,2625.00,20.094,207.477,.004,-,-,-.13,-,-,-,-,,Aurium Res,,.013,-,.012,.013,.014,.012,+.14,.042,.011,,
AGUOA,-,5.303,63.070,-,-,-,-,-,-,-,-,,  opt sep12,,.002,-,-,-,.002,.002,+.14,.029,.002,,
ARM,271.657,9.361,30.020,.009,-,-,-4.98,-,-,-,-,,Aurora Minerals,,.085,-.2,-,-,.086,.085,-2.16,.285,.083,,
AUT,14142.0,180.406,258.695,1.497,-,-,7.38,45.5,-,-,-,,Aurora Oil & Gas,,3.36,+2,3.32,3.39,3.62,3.03,+.74,4.26,2.11,,
AIW,1704.48,38.895,224.988,.004,-,-,-5.40,-,-,-,-,,Aust-American Min,†,.051,-.2,.051,.052,.055,.051,-3.63,.14,.021,,
AIWO,-,2.354,37.367,-,-,-,-,-,-,-,-,,  opt dec12,†,.001,-,-,-,.001,.001,+.14,.015,.001,,
AUC,246.934,10.892,15.785,.062,-,-,-.34,-,-,-,-,,Ausgold,,.475,-2.5,.45,.48,.51,.46,-4.86,1.81,.46,,
AUCO,190.000,1.946,4.002,.018,-,-,-,-,-,-,-,,  opt mar13,,.25,-5,.25,.355,.30,.25,-16.53,1.60,.25,,
AOA,-,.290,1.073,.012,-,-,-2.00,-,-,-,-,,Ausmon Resources,,.155,-,-,-,.155,.155,+.14,.21,.12,,
ANW,350.000,4.679,1.749,.002,-,-,-1.20,-,-,-,-,,AusNiCo,,.029,+.1,-,-,.03,.028,+3.71,.125,.025,,
AQC,2604.52,81.398,363.288,.014,.01,2.5,-.14,-,-,-,-,,Aust Pacific Coal,,.025,-.2,-,-,.027,.025,-7.27,.066,.025,,
AQD,764.500,9.344,29.370,.009,-,-,-5.73,-,-,-,-,,AusQuest,,.039,-.5,.037,.04,.045,.037,-11.22,.13,.037,,
AQR,499.077,4.813,12.800,.011,-,-,-3.33,-,-,-,-,,Aussie Q Res,,.075,-1.3,-,-,.088,.075,-14.63,.33,.075,,
ABZ,45.800,11.691,7.381,.040,-,-,-.81,-,-,-,-,,Aust Bauxite,,.40,-3.5,.37,.40,.47,.40,-7.91,.72,.34,,
AKA,41.302,8.439,11.743,.014,-,-,-1.07,-,-,-,-,,Aust Minerals &  Min,,.14,-,.11,.13,.14,.12,+.14,.175,.095,,
AKAOA,100.000,11.394,-,-,-,-,-,-,-,-,-,,  opt nov12,,.004,+.1,-,-,.004,.004,+33.47,.018,.003,,
AUZ,689.783,72.224,174.782,.009,-,-,-.71,-,-,-,-,,Aust Mines,,.014,-.2,-,-,.015,.014,-12.36,.021,.013,,
AUZO,-,3.480,42.130,-,-,-,-,-,-,-,-,,  opt jun13,,.003,-,.002,.004,.003,.003,+.14,.007,.003,,
AOC,33.410,10.630,10.817,.003,-,-,-2.05,-,-,-,-,,Aust Oil Co,,.05,-1,.06,.065,.06,.05,-16.53,.19,.05,,
AOM,55142.4,144.884,20.445,.002,-,-,-.03,-,-,-,-,,Aust Oriental Min,,.001,-,-,-,.001,.001,+.14,.003,.001,,
ARW,2768.45,317.777,313.061,.032,.01,1.3,-.37,-,-,-,-,,Aust Renewable,,.013,-,.012,.014,.014,.012,+.14,.024,.012,,
AOK,2483.34,75.239,41.588,.035,-,-,-1.62,-,-,-,-,,AusTex Oil,,.105,-,.097,.10,.105,.093,+.14,.165,.065,,
AKK,31851.4,1445.04,433.679,.030,-,-,-,-,-,-,-,,Austin Explore,,.02,-.2,.019,.02,.021,.019,-8.95,.039,.019,,
AKKOA,14515.0,540.047,-,.003,-,-,-,-,-,-,-,,  opt jul13,,.003,-.1,.002,.003,.004,.002,-24.86,.01,.002,,
AKKOB,-,139.708,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,-,-,.001,.001,+.14,.006,.001,,
APG,4176.27,61.433,344.127,.030,-,-,-.02,-,-,-,-,,Austpac Res,,.03,-.2,.029,.03,.033,.028,-6.11,.054,.028,,
AGD,47.685,1.796,2.416,.025,-,-,4.11,3.6,-,-,-,,Austral Gold,,.15,-4,.098,.20,.19,.15,-20.91,.34,.15,,
AVI,1721.81,82.315,39.885,.036,-,-,-1.07,-,-,-,-,,Avalon Minerals,,.125,-,.12,.125,.125,.115,+.14,.183,.046,,
AVB,16693.8,402.113,1113.89,.068,-,-,-.02,-,-,-,-,,Avanco Res,,.061,-.3,.061,.062,.068,.059,-4.55,.125,.056,,
AVY,-,2.747,.782,.007,-,-,-1.48,-,-,-,-,,Avenue Res,,.20,-,.15,.18,.20,.20,+.14,.37,.14,,
AVA,441.975,24.917,74.573,.015,-,-,-2.52,-,-,-,-,,Aviva Corp,,.089,-.4,.084,.09,.094,.083,-4.16,.28,.075,,
AYE,170.333,2.941,20.715,.005,-,-,-.59,-,-,-,-,,Avocet Res,,-,-.1,.042,.07,.046,.044,-2.03,.12,.044,,
AVZ,1046.50,7.188,17.433,.004,-,-,-1.90,-,-,-,-,,Avonlea Minerals,,.033,-,.031,.05,.033,.03,+.14,.15,.03,,
AWE,11281.9,279.051,269.913,.835,1.65,1.0,-7.27,-,-,-,-,f,AWE,,1.60,-6,1.56,1.62,1.65,1.525,-3.48,1.995,.872,,
AXC,2757.65,89.039,12.954,.002,-,-,-2.15,-,-,-,-,,AXG Mining,,.004,-.2,.004,.005,.006,.004,-33.19,.018,.004,,
AVQ,8935.20,481.131,3247.80,.014,-,-,-.66,-,-,-,-,,Axiom Min,,.011,-,.01,.011,.012,.01,+.14,.066,.01,,
AZK,-,8.381,-,.019,-,-,-,-,-,-,-,,Aziana,,.20,-,.17,.24,.20,.20,+.14,.25,.115,,
