ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, February 17, 2012,,,,,,,,,,,,,,,,,,,,
"XAO 4273.3 at 2012-02-17T16:35:50. Report at Friday, February 17, 2012. Processed Saturday at 2012-02-18T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,798.186,2.366,2.380,.015,-,-,-.49,-,-,-,-,,3D Oil,,.076,-.4,.074,.094,.082,.076,-3.86,.24,.076,,
DDD,107.016,4.519,2.720,.008,-,-,-.33,-,-,-,-,,3D Res,,.037,-,.037,.04,.038,.037,+1.14,.062,.035,,
ARH,229.682,1.473,4.979,.087,-,-,-.07,-,-,-,-,,A'asian Resources,,.19,-1.5,.19,.20,.215,.19,-6.18,.41,.15,,
ABU,112647,367.275,420.828,.162,-,-,-.41,-,-,-,-,,ABM Res,,.055,-,.054,.055,.057,.051,+1.14,.082,.03,,
AJC,21603.3,54.602,132.305,.037,-,-,-.02,-,-,-,-,,Acacia Coal,,.041,-.7,.041,.045,.047,.041,-13.44,.185,.038,,
ACB,806.671,10.545,33.159,.051,-,-,-2.30,-,-,-,-,,A-Cap Res,,.255,-1.5,.255,.265,.275,.255,-4.42,.75,.165,,
ACS,10499.4,73.940,3.517,.059,-,-,-.54,-,-,-,-,,Accent Res,,.33,-,.33,.335,.33,.33,+1.14,.405,.205,,
ACN,1825.45,10.034,47.900,.078,-,-,-5.10,-,-,-,-,,Acer Energy,,.17,+2.5,.165,.17,.17,.145,+18.38,.245,.105,,
AIV,266.876,3.631,13.787,.003,-,-,-.95,-,-,-,-,,ActiveX,,.021,-.3,.021,.023,.024,.021,-11.36,.124,.02,,
AIVO,489.824,1.963,-,-,-,-,-,-,-,-,-,,  opt jul12,,.001,-,.001,.006,.001,.001,+1.14,.014,.001,,
ADD,2564.90,9.832,37.911,.004,.01,1.3,-.47,-,-,-,-,,Adavale Resources,,.013,-.2,.013,.015,.015,.013,-12.19,.037,.01,,
ADN,2349.77,8.226,5.531,.010,-,-,-.98,-,-,-,-,,Adelaide Res,,.068,+.8,.066,.068,.074,.058,+14.47,.20,.055,,
AAO,24.000,.197,5.161,.017,-,-,-3.04,-,-,-,-,,Adept Solutions,†,.28,-2,.23,.28,.30,.28,-5.53,.80,.135,,
AAOO,-,-,2.002,-,-,-,-,-,-,-,-,,  opt apr13,†,-,-,-,-,.066,.066,+1.14,.11,.051,,
ABY,1830.19,11.804,14.603,.235,1.67,.4,12.66,5.9,9.00,1.41,12.00,,Aditya Birla,,.75,-10.5,.75,.765,.85,.73,-11.14,1.95,.68,,
ADY,2972.07,18.957,43.967,.033,-,-,2.84,1.9,-,-,-,,Admiralty Res,,.055,-1,.055,.056,.064,.053,-14.24,.097,.032,,
AVD,-,2.051,121.256,.001,-.03,-,-4.44,-,-,-,-,,Advance Energy,,.005,-,-,-,.005,.005,+1.14,.026,.005,,
AVDOA,-,-,54.063,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,-,-,.001,.001,+1.14,.006,.001,,
