ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4643.0 at 16:36 14/5/2010  Report at 19:07 Friday 14/5/2010. Processed 13:03 Sunday 16/5/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,276,15.363,13.606,0.036,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.18,0.5,0.175,0.18,0.18,0.16,-0.15,0.39,0.086
DDD,990,6.545,2.47,0.003,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.022,0.2,0.021,0.022,0.022,0.02,6.99,0.026,0.009
AAO,119.635,4.232,4.495,0.007,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.064,-0.1,0.062,0.072,0.065,0.06,-4.55,0.109,0.025
AAOO,-,0.063,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.02,,0.016,0.02,0.02,0.02,-3.01,0.02,0.012
ARH,527.751,10.274,6.757,0.144,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.325,-2.5,0.325,0.35,0.37,0.32,-10.15,0.70,0.32
AAM,4091.04,67.095,21.412,0.045,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.23,2,0.225,0.23,0.235,0.20,6.52,0.42,0.13
ABU,62202.4,377.232,79.593,0.034,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.022,,0.022,0.023,0.028,0.022,-3.01,0.07,0.012
AII,-,0.62,0.878,0.016,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.11,,0.12,0.185,0.11,0.11,-3.01,0.25,0.11
ACB,1149.87,27.57,19.023,0.057,0.14,2.5,-0.91,-,-,-,-,,A-Cap Res,,0.35,1,0.34,0.35,0.38,0.34,-0.07,0.60,0.30
ACS,239.17,17.914,3.049,0.026,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.18,1,0.16,0.19,0.185,0.165,2.87,0.27,0.10
AEX,8191.68,1489.62,78.553,0.017,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.017,0.2,0.016,0.017,0.017,0.014,10.32,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,-,0.02,0.003,0.003,-3.01,0.003,0.003
AEXO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun10,,-,,-,0.001,-,-,-,-,-
AIV,752.644,14.625,3.297,0.008,-,-,-1.49,-,-,-,-,,Activex Ltd,,0.10,1,0.095,0.11,0.10,0.08,8.10,0.14,0.05
AIVO,-,2.523,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.01,,0.015,0.032,0.01,0.01,-3.01,0.06,0.001
ADU,12650.9,69.004,7.144,0.211,-,-,-12.87,-,-,-,-,,Adamus Res,,0.54,9.5,0.53,0.54,0.555,0.435,18.34,0.555,0.303
ADD,140.002,14.362,11.76,0.006,0.02,1.6,-0.96,-,-,-,-,,Adavale Resource,,0.031,,0.031,0.037,0.031,0.031,-3.01,0.065,0.019
ADE,2301.21,34.218,15.278,0.031,-,-,0.97,15.5,-,-,-,,Adelaide Energy,,0.15,0.5,0.15,0.16,0.16,0.145,0.44,0.215,0.105
ADEN,-,-,-,-,-,-,-,-,-,-,-,,  def,,-,,-,-,-,-,-,-,-
ADN,1129.9,27.178,17.644,0.019,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.17,-0.5,0.165,0.18,0.175,0.15,-5.87,0.395,0.068
ADI,5556.39,31.067,13.138,0.047,-,-,-4.27,-,-,-,-,,Adelphi Energy,,0.28,0.5,0.28,0.285,0.295,0.26,-1.19,0.385,0.058
