ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4414.5 at 16:35 9/7/2010  Report at 19:07 Friday 9/7/2010. Processed 15:33 Sunday 11/7/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
TDO,632,18.321,39.193,0.038,-,-,-0.27,-,-,-,-,,3D Oil Ltd,,0.19,0.5,0.185,0.20,0.20,0.185,-0.81,0.39,0.088
DDD,-,8.662,4.865,0.004,-,-,-1.9,-,-,-,-,,3D Res Ltd,,0.02,,0.02,0.025,0.02,0.02,-3.51,0.026,0.01
AAO,91.253,6.898,6.477,0.006,-,-,-1.28,-,-,-,-,,A'asia Gold,,0.046,0.1,0.046,0.06,0.046,0.045,-1.29,0.109,0.029
AAOO,-,0.113,-,-,-,-,-,-,-,-,-,,  opt apr13,,0.016,,0.011,0.025,0.016,0.016,-3.51,0.02,0.012
ARH,161.975,14.657,10.153,0.106,-,-,-1.4,-,-,-,-,,A'asian Resour,,0.24,,0.23,0.24,0.245,0.225,-3.51,0.67,0.21
AAM,3578.09,95.409,33.021,0.036,-,-,-3.56,-,-,-,-,,A1 Min Ltd,,0.185,-3,0.18,0.185,0.235,0.175,-17.46,0.42,0.13
ABU,65978.2,608.485,172.983,0.043,-,-,-4.09,-,-,-,-,,ABM Res NL,,0.024,0.4,0.024,0.025,0.026,0.019,16.49,0.07,0.016
AII,218.147,1.226,1.432,0.013,-,-,-1.94,-,-,-,-,,Abra Min Ltd,,0.095,,0.088,0.13,0.095,0.086,-3.51,0.25,0.086
ACB,869.356,32.97,31.711,0.045,0.14,2.0,-0.91,-,-,-,-,,A-Cap Res,,0.28,-3,0.28,0.29,0.33,0.28,-13.19,0.60,0.28
ACS,244.39,20.402,15.94,0.019,-,-,-1.53,-,-,-,-,,Accent Res NL,,0.135,-1,0.135,0.155,0.15,0.135,-10.41,0.27,0.13
AEX,2761.54,1604.06,167.187,0.013,-,-,-0.38,-,-,-,-,,Acclaim Explore,,0.013,-0.1,0.013,0.014,0.014,0.012,-10.65,0.029,0.004
AEXCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.003,,-,0.025,0.003,0.003,-3.51,0.003,0.003
AIV,500.8,16.13,4.77,0.006,-,-,-1.49,-,-,-,-,,Activex Ltd,,0.07,0.7,0.07,0.075,0.07,0.066,7.60,0.14,0.055
AIVO,-,2.523,-,-,-,-,-,-,-,-,-,,  opt jul10,,0.01,,-,0.01,0.01,0.01,-3.51,0.06,0.001
ADU,1750.54,101.226,10.596,0.187,-,-,-12.87,-,-,-,-,,Adamus Res,,0.48,-3,0.48,0.495,0.51,0.47,-9.39,0.595,0.303
ADD,311.168,20.091,15.803,0.005,0.02,1.4,-0.96,-,-,-,-,,Adavale Resource,,0.028,,0.026,0.028,0.029,0.028,-3.51,0.065,0.019
ADE,146.35,45.713,23.141,0.019,-,-,0.97,8.8,-,-,-,,Adelaide Energy,,0.085,-0.9,0.085,0.09,0.09,0.085,-13.08,0.215,0.085
ADN,609.948,32.232,24.07,0.017,-,-,-0.56,-,-,-,-,,Adelaide Res,,0.15,1.5,0.15,0.155,0.15,0.135,7.60,0.395,0.089
ADI,16418.5,167.148,33.266,0.071,-,-,-4.27,-,-,-,-,,Adelphi Energy,,0.42,,0.42,0.425,0.42,0.42,-3.51,0.425,0.06
ABY,2787.43,104.152,248.161,0.219,1.51,0.5,19.61,3.6,-,-,-,,Aditya Birla,,0.70,6,0.69,0.72,0.73,0.66,5.87,1.65,0.505
ADY,22924.1,2090.3,4720.02,0.016,-,-,0.09,7.8,-,-,-,,Admiralty Res,,0.007,,0.007,0.008,0.007,0.006,-3.51,0.025,0.005
AVD,486.8,10.032,7.879,0.002,-,-,-3.1,-,-,-,-,,Advance Energy,,0.012,0.2,0.013,0.015,0.012,0.01,16.49,0.125,0.007
ADX,11675.4,201.628,101.011,0.069,-,-,-0.89,-,-,-,-,,ADX Energy Ltd,,0.205,-4,0.205,0.21,0.255,0.205,-19.84,0.265,0.081
ADXO,1110.84,3.151,-,0.002,-,-,-,-,-,-,-,,  opt mar11,,0.066,-1.4,0.066,0.086,0.08,0.06,-21.01,0.09,0.05
AED,376.608,43.189,69.823,0.095,1.03,0.5,-48.17,-,-,-,-,,AED Oil Ltd,,0.47,1,0.47,0.475,0.48,0.445,-1.33,0.85,0.435
AFR,219.824,29.455,10.772,0.02,-,-,-1.13,-,-,-,-,,African Energy Res cdi,,0.07,0.1,0.071,0.078,0.07,0.069,-2.06,0.24,0.05
AFQ,-,4.389,1.123,-,-,-,-3.7,-,-,-,-,,African Pet,,-,,-,-,0.47,0.47,-3.51,0.545,0.135
AAE,5173.56,90.909,-,0.004,-,-,15.8,0.1,-,-,-,,Agri Energy Ltd,,0.01,-0.2,0.01,0.013,0.012,0.01,-20.18,0.027,0.009
ALG,-,1.066,0.065,0.004,-,-,-1.34,-,-,-,-,,Alamar Res Ltd,,0.17,,0.17,0.18,0.17,0.17,-3.51,0.245,0.14
ALGO,-,0.022,-,-,-,-,-,-,-,-,-,,  opt mar13,,0.03,,0.023,0.03,0.03,0.03,-3.51,0.03,0.03
AUQ,102.506,5.964,6.233,0.008,-,-,-1.9,-,-,-,-,,Alara Res Ltd,,0.094,-0.1,0.086,0.099,0.094,0.086,-4.56,0.25,0.048
