ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4925.9 at 16:34 1/4/2010  Report at 17:18 Thursday 1/4/2010. Processed 18:10 Thursday 1/4/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
ABY,5755.09,44.583,66.223,0.354,1.42,0.8,-17.34,-,-,-,-,,Aditya Birla,,1.13,15,1.125,1.13,1.19,0.985,14.88,1.65,0.15
ADY,136794,1149.15,2725.29,0.021,-,-,0.09,10.0,-,-,-,,Admiralty Res,,0.009,-0.1,0.009,0.01,0.011,0.009,-10.42,0.037,0.009
AVD,89,0.756,1.78,0.008,-,-,-3.1,-,-,-,-,,Advance Energy,,0.05,,0.042,0.05,0.05,0.036,-0.42,0.125,0.03
AED,912.5,22.261,23.342,0.125,1.03,0.6,-48.17,-,-,-,-,,AED Oil Ltd,,0.66,-1,0.655,0.66,0.68,0.655,-1.91,1.24,0.50
AFR,1261.47,15.311,4.869,0.027,-,-,-1.13,-,-,-,-,,African Energy Res cdi,,0.095,1.1,0.095,0.097,0.105,0.085,12.67,0.24,0.023
AAE,1879.42,24.451,-,0.004,-,-,15.8,0.1,-,-,-,,Agri Energy Ltd,,0.01,-0.1,0.01,0.011,0.01,0.01,-9.51,0.027,0.009
ALG,55,0.569,0.01,0.004,-,-,-1.34,-,-,-,-,,Alamar Res Ltd,,0.18,1.5,0.165,0.22,0.18,0.165,8.67,0.245,0.14
ALGO,-,-,-,-,-,-,-,-,-,-,-,,  opt mar13,,-,,0.021,0.08,-,-,-,-,-
AUQ,124.6,2.895,2.748,0.01,-,-,-1.9,-,-,-,-,,Alara Res Ltd,,0.125,0.5,0.125,0.15,0.155,0.12,3.74,0.25,0.04
ALY,1422.14,24.297,1.044,0.051,-,-,-3.2,-,-,-,-,,Alchemy Resource,,0.68,1,0.675,0.68,0.68,0.655,1.07,1.27,0.042
ALYO,157.2,1.999,0.84,0.009,-,-,-,-,-,-,-,,  opt aug10,,0.40,-3.5,0.405,0.42,0.42,0.40,-8.47,0.96,0.002
AYN,11608,71.673,-,0.019,-,-,-6.05,-,-,-,-,,Alcyone Res Ltd,,0.03,-0.2,0.03,0.033,0.04,0.03,-6.67,0.06,0.029
AYNOB,-,-,-,-,-,-,-,-,-,-,-,,  opt sep11,,-,,-,-,0.021,0.021,-0.42,0.021,0.021
ALK,333.58,12.377,11.368,0.073,-,-,0.93,31.7,-,-,-,,Alkane Res Ltd,,0.295,-0.5,0.30,0.32,0.31,0.295,-2.09,0.49,0.225
AGS,2972.04,24.167,19.953,0.169,-,-,-1.97,-,-,-,-,,Alliance Res,,0.495,9,0.49,0.495,0.50,0.405,21.80,0.98,0.40
ALD,1598.77,56.867,20.213,0.333,0.26,1.2,-3.42,-,-,-,-,,Allied Gold Ltd,,0.32,-0.5,0.315,0.32,0.335,0.315,-1.96,0.55,0.25
AYR,330.431,6.175,2.942,0.002,-,-,-0.62,-,-,-,-,,Alloy Res,,0.026,0.1,0.026,0.03,0.026,0.026,3.58,0.042,0.013
AJM,627.566,3.595,3.251,0.045,-,-,-5.11,-,-,-,-,,Altura Min Ltd,,0.23,2.5,0.215,0.23,0.23,0.195,11.77,0.37,0.067
AJMO,40,0.935,-,-,-,-,-,-,-,-,-,,  opt may10,,0.015,0.5,0.01,0.015,0.015,0.01,49.58,0.08,0.005
AWC,50591,1059.5,499.822,4.307,1.21,1.5,-1.2,-,2,-,1.13,f,Alumina Ltd,,1.765,7,1.765,1.77,1.795,1.675,3.71,2.06,1.08
AMU,2225.57,29.082,4.388,0.062,0.34,0.6,-10.17,-,-,-,-,,Amadeus Energy,,0.205,-0.5,0.20,0.205,0.21,0.20,-2.80,0.43,0.20
AXZ,-,0.436,0.104,0.008,-,-,-2.85,-,-,-,-,,Amex Res,,0.16,,0.12,0.15,0.16,0.16,-0.42,0.25,0.085
AMX,982.179,55.155,6.951,0.212,-,-,-7,-,-,-,-,,Ampella Min,,1.30,8,1.28,1.30,1.33,1.19,6.14,1.39,0.165
AMXO,55,2.098,0.34,0.016,-,-,-,-,-,-,-,,  opt jul10,,1.12,7.5,1.06,1.17,1.12,1.05,6.75,1.15,0.05
AHR,766.523,4.756,0.354,0.009,-,-,-2.05,-,-,-,-,,Anchor Res,,0.23,1,0.23,0.24,0.265,0.22,4.12,0.28,0.032
AHRNA,-,-,-,-,-,-,-,-,-,-,-,,  def x opt,,-,,-,-,-,-,-,-,-
AND,983.477,20.333,29.899,1.323,-,-,-4.64,-,-,-,-,,Andean Res Ltd,,2.81,11,2.80,2.81,2.85,2.63,3.65,2.90,1.415
ATM,-,0.004,0.011,2.175,0.10,11.4,0.7,162.9,2.94,0.24,2.58,,Aneka Tambang cdi  1:5,,1.14,,1.04,1.30,1.14,1.14,-0.42,1.14,0.97
AAR,1348.5,16.401,31.715,0.012,-,-,-0.14,-,-,-,-,,Anglo Aust,,0.024,-0.1,0.024,0.026,0.025,0.024,-4.42,0.044,0.021
AGP,-,-,-,0.313,-,-,34.4,8.5,15.87,2.17,5.45,,Anglo Pacific Grp,,2.91,,2.91,-,2.91,2.91,-0.42,3.50,2.581
AGG,7.596,0.464,1.827,0.723,-,-,-71.44,-,3.87,-,0.48,,Anglogold Ashanti  5:1,,8.11,1,8.12,8.35,8.12,8.10,-0.30,11.00,7.65
AZZ,4670.77,89.53,4.471,0.231,-,-,0.26,321.2,-,-,-,,Antares Energy,,0.835,-2.5,0.83,0.835,0.865,0.81,-3.33,0.885,0.05
AVM,25.122,1.972,0.281,0.04,-,-,-23.97,-,-,-,-,,Anvil Min cdi,,4.10,9,4.04,4.25,4.10,4.01,1.82,4.43,1.24
AAL,-,0.968,0.551,0.004,-,-,1.53,2.3,-,-,-,,Apac Coal,,0.035,,0.035,0.043,0.035,0.035,-0.42,0.115,0.035
AXM,65749,843.616,114.525,0.083,-,-,-26.39,-,-,-,-,,Apex Min NL,,0.025,-0.1,0.024,0.025,0.027,0.023,-4.27,0.256,0.022
AXMO,11208,143.834,-,0.005,-,-,-,-,-,-,-,,  opt nov12,,0.007,,0.006,0.007,0.007,0.007,-0.42,0.025,0.007
AZO,657.355,12.778,-,0.044,-,-,-,-,-,-,-,,Apollo Gas Ltd,,0.53,-2,0.53,0.54,0.55,0.52,-4.06,0.76,0.35
AON,247.1,3.907,0.282,0.019,-,-,-6.59,-,-,-,-,,Apollo Min Ltd,,0.165,-1,0.17,0.185,0.185,0.165,-6.14,0.40,0.14
AONO,-,0.2,-,-,-,-,-,-,-,-,-,,  opt nov11,,0.012,,0.016,0.02,0.012,0.012,-0.42,0.012,0.012
AQP,3850.18,90.001,49.649,3.341,-,-,20.79,34.7,2.26,9.20,0.31,,Aquarius Platinum,,7.22,42,7.19,7.22,7.22,6.75,5.75,7.95,3.74
AQA,3671.8,59.153,15.485,3.432,-,-,-14.8,-,-,-,-,,Aquila Res,,10.65,11,10.63,10.65,11.00,10.39,0.62,11.38,2.345
ARU,1341.72,36.764,16.57,0.169,-,-,-5.1,-,-,-,-,,Arafura Resource,,0.58,-0.5,0.58,0.59,0.605,0.575,-1.28,1.285,0.30
AAG,6785.72,20.005,0.061,0.034,-,-,-3.87,-,-,-,-,,Aragon Res,,0.17,4,0.17,0.18,0.17,0.135,30.35,0.27,0.072
AAGO,20,0.174,0.014,-,-,-,-,-,-,-,-,,  opt sep10,,0.02,0.5,0.02,0.04,0.02,0.015,32.91,0.05,0.002
ARX,5017.87,101.463,3.242,0.016,-,-,8.42,0.5,-,-,-,,ARC Explore Ltd,,0.045,0.4,0.045,0.049,0.055,0.044,9.33,0.065,0.009
ARXO,0.211,4.063,0.246,-,-,-,-,-,-,-,-,,  opt jun12,,0.003,,0.003,0.01,0.003,0.003,-0.42,0.016,0.001
ARXOA,3892.21,29.562,-,0.002,-,-,-,-,-,-,-,,  opt jan11,,0.014,-0.2,0.014,0.017,0.02,0.014,-12.92,0.026,0.009
AXE,147.22,4.191,1.22,0.01,-,-,-1.93,-,-,-,-,,Archer Explore,,0.16,0.5,0.13,0.16,0.16,0.135,2.80,0.21,0.052
ARD,568.674,7.665,1.664,0.008,-,-,-3.42,-,-,-,-,,Argent Min,,0.19,1,0.175,0.19,0.19,0.17,5.13,0.23,0.046
ARDO,200,2.267,0.4,0.002,-,-,-,-,-,-,-,,  opt jun11,,0.035,,0.031,0.039,0.035,0.035,-0.42,0.06,0.01
AXT,1176,21.127,2.083,0.006,-,-,0.76,9.1,-,-,-,,Argo Explore,,0.069,-0.5,0.069,0.072,0.076,0.065,-7.18,0.115,0.03
ARE,438.431,15.561,11.14,0.014,-,-,0.61,13.4,-,-,-,,Argonaut Res,,0.082,0.5,0.08,0.082,0.082,0.077,6.07,0.105,0.048
AGY,63.487,1.078,0.991,0.004,-,-,-1.41,-,-,-,-,,Argosy Min cdi,,0.045,,0.045,0.046,0.045,0.04,-0.42,0.13,0.031
AOE,17396.5,432.678,206.173,3.714,2.13,2.4,15.38,33.0,-,-,-,,Arrow Energy,,5.07,3,5.06,5.08,5.08,5.03,0.17,5.31,2.70
ARV,899.745,24.266,0.685,0.011,-,-,0.31,19.4,-,-,-,,Artemis Res,,0.06,-0.1,0.055,0.06,0.062,0.054,-2.06,0.199,0.029
ARVOB,458.964,2.499,-,0.001,-,-,-,-,-,-,-,,  opt jun11,,0.02,-0.5,0.02,0.03,0.026,0.02,-20.42,0.058,0.019
ATN,436,28.06,18.57,0.011,-,-,-0.83,-,-,-,-,,Ashburton Min,,0.021,0.2,0.018,0.021,0.021,0.02,10.10,0.099,0.004
AKM,1932.89,47.039,3.175,0.021,-,-,-7.45,-,-,-,-,,Aspire Min Ltd,,0.095,-0.5,0.095,0.098,0.10,0.092,-5.42,0.115,0.012
ARO,70578.8,1381.22,19.01,0.014,-,-,-0.2,-,-,-,-,,Astro Res NL,,0.012,-0.1,0.011,0.012,0.014,0.011,-8.11,0.016,0.002
AROOB,2967.91,107.906,-,0.001,-,-,-,-,-,-,-,,  opt nov12,,0.005,,0.004,0.005,0.005,0.004,-0.42,0.007,0.001
AHN,19.6,3.158,1.563,0.006,-,-,-0.62,-,-,-,-,,Athena Res,,0.11,1,0.085,0.10,0.11,0.10,9.58,0.12,0.021
AHNOA,-,0.951,-,-,-,-,-,-,-,-,-,,  opt apr12,,0.029,,0.03,0.055,0.029,0.029,-0.42,0.03,0.017
ATV,618.997,19.214,6.197,0.021,-,-,-0.25,-,-,-,-,,Atlantic Gold NL,,0.052,-0.8,0.052,0.053,0.055,0.052,-13.76,0.10,0.04
ATVCD,-,-,-,-,-,-,-,-,-,-,-,,  ctg,,0.03,,-,0.03,0.03,0.03,-0.42,0.03,0.011
ATVOA,-,2.186,-,-,-,-,-,-,-,-,-,,  opt jan11,,0.014,,0.01,0.016,0.014,0.014,-0.42,0.045,0.013
AGO,15864.8,234.364,124.269,1.154,-,-,-15.5,-,-,-,-,,Atlas Iron Ltd,,2.58,19,2.58,2.59,2.60,2.41,7.53,2.60,1.165
AXY,2551.46,43.256,11.389,0.014,-,-,-0.88,-,-,-,-,,Atom Energy Ltd,,0.069,-0.5,0.068,0.069,0.078,0.066,-7.18,0.125,0.019
AXYO,26.666,0.978,0.725,-,-,-,-,-,-,-,-,,  opt oct10,,0.001,,0.001,0.005,0.001,0.001,-0.42,0.01,0.001
ATQ,1135.5,13.799,1.27,0.017,-,-,-6.9,-,-,-,-,,Atomic Res,,0.17,2.5,0.165,0.17,0.17,0.14,16.82,0.17,0.088
ATQO,260,0.297,0.03,-,-,-,-,-,-,-,-,,  opt aug11,,0.03,1.5,0.031,0.065,0.03,0.015,99.58,0.035,0.001
ACZ,-,0.571,0.593,0.005,-,-,-0.49,-,-,-,-,,Atticus Resource,,0.18,,0.17,0.19,0.18,0.18,-0.42,0.26,0.125
ACZO,50,0.25,0.234,0.001,-,-,-,-,-,-,-,,  opt sep12,,0.042,0.2,0.042,0.06,0.042,0.042,4.58,0.09,0.03
ADX,6406.55,60.189,17.079,0.04,-,-,-0.89,-,-,-,-,,Audax Res,,0.14,1.5,0.14,0.15,0.145,0.12,11.58,0.175,0.06
AUK,1093.09,10.148,2.561,0.02,-,-,-0.82,-,-,-,-,,Augur Res Ltd,,0.19,6,0.17,0.18,0.19,0.13,45.73,0.20,0.014
AUKO,100,0.762,-,-,-,-,-,-,-,-,-,,  opt jun10,,0.025,-0.5,0.01,0.024,0.03,0.025,-17.09,0.03,0.009
AUJ,568.539,8.897,1.727,0.014,-,-,-0.66,-,-,-,-,,Augustus Min,,0.35,1.5,0.345,0.385,0.39,0.33,4.06,0.39,0.10
AEE,5283.39,20.174,1.108,0.021,-,-,-3.57,-,-,-,-,,Aura Energy,,0.25,8,0.245,0.25,0.25,0.17,46.64,0.26,0.08
AGU,4661.77,34.296,0.669,0.008,-,-,-4.35,-,-,-,-,,Aurium Res,,0.027,-0.3,0.027,0.028,0.031,0.027,-10.42,0.075,0.014
AGUO,-,0.718,1,-,-,-,-,-,-,-,-,,  opt may10,,0.001,,-,0.001,0.001,0.001,-0.42,0.01,0.001
AGUOA,5000,6.3,-,0.001,-,-,-,-,-,-,-,,  opt sep12,,0.01,,0.005,0.008,0.01,0.01,-0.42,0.025,0.008
ARM,431.901,28.547,1.219,0.081,-,-,-5.78,-,-,-,-,,Aurora Min Ltd,,0.95,-3.5,0.95,0.96,0.985,0.935,-3.98,1.26,0.07
AUT,3063.6,20.916,2.557,0.098,-,-,-1.8,-,-,-,-,,Aurora Oil & Gas,,0.46,1,0.45,0.46,0.475,0.445,1.80,0.475,0.10
AXO,10941.5,139.194,7.124,0.163,-,-,-7.57,-,-,-,-,,Aurox Res,,0.84,8,0.84,0.845,0.84,0.765,10.10,0.84,0.115
AUC,114.663,12.26,-,0.01,-,-,-0.39,-,-,-,-,,Ausgold Ltd,,0.185,1.5,0.16,0.175,0.185,0.16,8.40,0.248,0.155
AUCO,109,5.346,-,0.003,-,-,-,-,-,-,-,,  opt mar13,,0.05,-0.8,0.05,0.06,0.06,0.05,-14.22,0.07,0.036
AOA,95,1.235,0.068,0.006,-,-,0.86,20.9,-,-,-,,Ausmon Resources,,0.18,-9,0.185,0.26,0.27,0.18,-33.76,0.34,0.18
AOAO,-,-,-,-,-,-,-,-,-,-,-,,  opt jun14,,-,,0.002,-,-,-,-,-,-
AQD,142.18,5.923,14.119,0.029,-,-,-2.98,-,-,-,-,,Ausquest Ltd,,0.125,,0.12,0.125,0.125,0.12,-0.42,0.195,0.105
AQR,3042.21,136.244,1.31,0.077,-,-,-0.74,-,-,-,-,,Aussie Q Res,,0.60,-6.5,0.59,0.60,0.665,0.53,-10.20,0.79,0.03
ABZ,77.859,9.261,-,0.011,-,-,-,-,-,-,-,,Aust Bauxite Ltd,,0.36,-2,0.36,0.375,0.38,0.36,-5.69,0.49,0.25
AGV,1107.5,3.752,0.38,0.002,-,-,-2.62,-,-,-,-,,Aust Gold Invest,,0.028,0.5,0.025,0.028,0.031,0.027,21.32,0.10,0.018
AKA,703.039,8.797,-,0.008,-,-,-,-,-,-,-,,Aust Min Min,,0.185,-2.6,0.185,0.19,0.23,0.175,-12.67,0.235,0.175
AUZ,47579.3,1385.34,-,0.007,-,-,0.05,2.0,-,-,-,,Aust Mines Ltd,,0.001,,0.001,0.002,0.002,0.001,-0.42,0.02,0.001
AUZO,-,0.5,-,0.001,-,-,-,-,-,-,-,,  opt jun13,,0.001,,-,0.001,0.001,0.001,-0.42,0.001,0.001
AOC,50,1.51,0.697,0.005,-,-,-3.81,-,-,-,-,,Aust Oil Co,,0.094,-0.1,0.091,0.095,0.095,0.094,-1.47,0.135,0.05
AOCOA,-,1.324,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.012,,0.01,0.03,0.012,0.012,-0.42,0.016,0.012
AOM,-,19.279,2.085,0.011,-,-,-0.07,-,-,-,-,,Aust Oriental,,0.005,,0.004,0.005,0.005,0.005,-0.42,0.009,0.003
ARW,977.312,67.874,13.536,0.01,0.01,1.6,-1.56,-,-,-,-,,Aust Renewable,,0.016,0.2,0.014,0.016,0.016,0.014,13.86,0.033,0.006
AOK,966.226,54.672,5.161,0.027,-,-,-4.22,-,-,-,-,,Austex Oil Ltd,,0.16,-1,0.155,0.16,0.17,0.16,-6.30,0.22,0.092
AKK,9594.7,223.413,2.438,0.017,-,-,-2.49,-,-,-,-,,Austin Explore,,0.056,0.4,0.055,0.056,0.058,0.053,7.27,0.096,0.025
AKKO,2763.49,49.708,-,0.003,-,-,-,-,-,-,-,,  opt nov11,,0.018,,0.017,0.018,0.018,0.016,-0.42,0.031,0.012
APG,54003.3,95.013,23.16,0.031,-,-,-0.29,-,-,-,-,,Austpac Res NL,,0.039,0.4,0.039,0.04,0.07,0.035,11.01,0.07,0.029
AAF,58035.7,222.928,27.797,0.006,-,-,-0.14,-,-,-,-,,Austral Africa Res,,0.002,-0.1,0.002,0.003,0.003,0.002,-33.76,0.007,0.001
AGD,62.432,0.938,0.052,0.02,-,-,6.17,1.9,-,-,-,,Austral Gold,,0.12,2.2,0.11,0.15,0.12,0.098,22.03,0.18,0.065
AZX,-,0.638,0.319,0.007,-,-,-3.35,-,-,-,-,,Auzex Res,,0.17,,0.175,0.20,0.17,0.17,-0.42,0.26,0.11
AZXO,-,0.02,-,-,-,-,-,-,-,-,-,,  opt sep10,,0.009,,-,0.019,0.009,0.009,-0.42,0.07,0.006
AVI,462,10.07,1.517,0.026,-,-,-0.68,-,-,-,-,,Avalon Min,,0.20,-1,0.20,0.21,0.21,0.195,-5.18,0.297,0.072
AVB,5199.1,199.665,0.778,0.008,-,-,1.23,2.0,-,-,-,,Avanco Res Ltd,,0.025,,0.024,0.025,0.025,0.024,-0.42,0.044,0.006
AVBO,7350,8.775,-,-,-,-,-,-,-,-,-,,  opt jun10,,0.002,0.1,0.001,0.002,0.002,0.001,99.58,0.15,0.001
AVBOB,4818.26,69.081,-,0.002,-,-,-,-,-,-,-,,  opt apr12,,0.014,-0.2,0.013,0.015,0.016,0.014,-12.92,0.027,0.004
AVA,667.5,8.213,12.99,0.009,-,-,-10.74,-,-,-,-,,Aviva Corp,,0.08,-0.4,0.08,0.082,0.081,0.077,-5.18,0.215,0.056
AVO,5159.78,89.15,60.112,0.601,0.79,2.6,12.49,16.7,-,-,-,,Avoca Res,,2.09,13.5,2.09,2.10,2.11,1.955,6.48,2.26,1.415
AVZ,327,2.84,1.933,0.006,-,-,-4.1,-,-,-,-,,Avonlea Min,,0.10,,0.10,0.105,0.10,0.095,-0.42,0.17,0.04
AWE,7056.67,170.239,113.973,1.419,1.74,1.6,1.43,190.2,-,-,-,,AWE Ltd,,2.72,1,2.91,2.40,2.76,2.70,-0.05,3.17,2.17
AXC,286,2.617,5.622,0.002,-,-,-1.39,-,-,-,-,,AXG Min Ltd,,0.021,-0.5,0.021,0.026,0.026,0.021,-19.65,0.04,0.018
AXCO,-,2.51,0.92,-,-,-,-,-,-,-,-,,  opt aug10,,0.001,,-,0.001,0.001,0.001,-0.42,0.006,0.001
AVQ,2491,70.909,-,0.031,-,-,-0.73,-,-,-,-,,Axiom Min Ltd cdi,,0.04,-0.1,0.038,0.04,0.041,0.037,-2.86,0.045,0.011
AZM,13649.4,87.028,4.921,0.07,-,-,-2.5,-,-,-,-,,Azumah Res,,0.375,2,0.375,0.38,0.39,0.35,5.21,0.39,0.089
AZS,612.972,21.34,8.96,0.01,-,-,-0.78,-,-,-,-,,Azure Min,,0.04,0.4,0.039,0.04,0.04,0.035,10.69,0.08,0.035
BND,524.467,3.687,1.246,0.098,-,-,-0.73,-,-,-,-,,Bandanna Energy,,0.77,14,0.77,0.78,0.815,0.64,21.80,0.815,0.18
BMN,2470.48,86.549,31.976,0.1,-,-,-7.84,-,-,-,-,,Bannerman Res,,0.495,0.5,0.495,0.50,0.515,0.48,0.60,1.485,0.41
BKP,20145,330.976,-,0.007,-,-,-0.03,-,-,-,-,,Baraka Pet,,0.004,,0.004,0.005,0.005,0.004,-0.42,0.03,0.003
BAR,825.144,15.342,9.252,0.025,-,-,-1.89,-,-,-,-,,Barra Res,,0.08,0.2,0.076,0.079,0.08,0.075,2.14,0.22,0.057
BARO,-,0.04,2.565,-,-,-,-,-,-,-,-,,  opt dec10,,0.007,,0.002,0.015,0.007,0.007,-0.42,0.029,0.004
BSE,-,5.238,1.121,0.003,-,-,-2.4,-,-,-,-,,Base Iron Ltd,,0.085,,0.08,0.085,0.085,0.085,-0.42,0.155,0.051
BSM,603.662,35.668,10.146,0.038,-,-,13.32,1.7,-,-,-,,Bass Metals Ltd,,0.22,-0.5,0.215,0.22,0.23,0.22,-2.64,0.349,0.131
BSMOA,-,0.204,0.072,-,-,-,-,-,-,-,-,,  opt apr10,,0.01,,0.001,0.02,0.01,0.01,-0.42,0.08,0.01
BAS,1021.79,56.93,3.294,0.01,-,-,-0.62,-,-,-,-,,Bass Strait Oil Co,,0.035,0.1,0.032,0.035,0.035,0.032,2.52,0.068,0.015
BSR,295.455,14.169,6.275,0.045,-,-,-1.33,-,-,-,-,,Bassari Res,,0.33,-1,0.315,0.33,0.34,0.315,-3.36,0.44,0.057
BTV,3239.16,22.055,13.411,0.031,-,-,0.3,76.7,-,-,-,,Batavia Min,,0.23,1.5,0.23,0.24,0.245,0.21,6.55,0.245,0.077
BTVO,100,7.077,0.716,0.006,-,-,-,-,-,-,-,,  opt jun12,,0.12,2,0.10,0.12,0.12,0.10,19.58,0.12,0.015
BTU,1005,20.498,0.109,0.007,-,-,-16.7,-,-,-,-,,Bathurst Res,,0.075,-0.4,0.075,0.079,0.08,0.075,-5.49,0.155,0.045
BTUO,-,0.05,-,-,-,-,-,-,-,-,-,,  opt dec10,,0.007,,-,0.10,0.007,0.007,-0.42,0.05,0.007
BAU,2821.25,20.841,17.634,0.126,-,-,-7.59,-,-,-,-,,Bauxite Resource,,0.54,-26,0.53,0.54,0.80,0.52,-32.92,1.345,0.25
BCI,2518.05,15.468,3.609,0.139,-,-,-2.65,-,-,-,-,,BC Iron Ltd,,1.66,25.5,1.66,1.69,1.69,1.41,17.73,1.69,0.459
BCD,259.471,14.25,20.054,0.039,0.09,1.1,3.05,3.1,-,-,-,,BCD Res NL,,0.095,0.3,0.092,0.094,0.095,0.09,2.84,0.19,0.088
BPT,15490.9,378.947,404.566,0.816,1.27,0.6,16.05,4.7,1.75,9.17,2.32,p,Beach Energy Ltd,,0.755,3.5,0.75,0.755,0.76,0.725,4.44,1.04,0.655
BPTO,1371.7,21.306,20.026,-,-,-,-,-,-,-,-,,  opt jun10,,0.003,,0.003,0.004,0.005,0.003,-0.42,0.043,0.001
BCN,28839,1226.67,39.189,0.02,-,-,1.96,1.4,-,-,-,,Beacon Min,,0.027,-0.1,0.027,0.028,0.029,0.027,-3.99,0.035,0.006
BCNO,-,10.829,3.832,-,-,-,-,-,-,-,-,,  opt aug10,,0.003,,0.001,0.003,0.003,0.003,-0.42,0.008,0.001
BCNOA,3768,235.277,32.181,0.004,-,-,-,-,-,-,-,,  opt aug10,,0.017,-0.2,0.017,0.018,0.018,0.016,-10.95,0.022,0.002
BDR,535.295,25.742,2.361,0.019,-,-,-2.78,-,-,-,-,,Beadell Resource,,0.20,,0.22,0.225,0.245,0.19,-0.42,0.40,0.045
