ASX Mining & Oil Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, March 25, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4840.3 at 2011-03-25T16:36:35. Report at Friday, March 25, 2011. Processed Saturday at 2011-03-26T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TDO,97.500,3.353,10.782,.037,-,-,-.44,-,-,-,-,,3D Oil,,.185,-1.5,.185,.21,.20,.185,-10.14,.285,.14,,
DDD,900.042,9.049,4.074,.009,-,-,-.93,-,-,-,-,,3D Res,,.048,-.2,.048,.055,.06,.048,-6.64,.062,.019,,
AAO,1364.86,9.176,2.378,.033,-,-,-1.22,-,-,-,-,,A'asia Consolidated,,.175,+.5,.175,.185,.19,.165,+.30,.295,.044,,
AAOO,50.000,2.907,-,.011,-,-,-,-,-,-,-,,  opt apr13,,.085,-.3,.088,.125,.085,.085,-6.05,.16,.011,,
ARH,370.231,7.383,7.053,.133,-,-,.57,52.6,-,-,-,,A'asian Resources,,.30,+2,.28,.30,.315,.28,+4.50,.63,.20,,
AAM,3316.10,60.151,39.734,.009,-,-,-2.95,-,-,-,-,,A1 Minerals,,.045,-,.044,.045,.045,.04,-2.64,.27,.039,,
ABU,49685.7,851.723,197.541,.082,-,-,.82,4.5,-,-,-,,ABM Res,,.037,+.1,.036,.038,.039,.035,+.14,.043,.016,,
AII,-,.581,.527,.028,-,-,-1.98,-,-,-,-,,Abra Min,,.20,-,.12,.275,.20,.20,-2.64,.32,.086,,
ACB,6665.42,65.743,19.059,.084,-,-,-2.10,-,-,-,-,,A-Cap Res,,.42,+6,.42,.425,.445,.36,+14.03,.76,.28,,
ACS,533.050,5.958,13.687,.039,-,-,-.69,-,-,-,-,,Accent Res,,.23,-2.5,.23,.28,.255,.23,-12.44,.46,.13,,
AEX,88806.1,279.980,1368.66,.007,-,-,-.21,-,-,-,-,,Acclaim Explore,,.005,-.1,.004,.005,.006,.005,-19.31,.027,.005,,
AEXCD,-,1.000,-,-,-,-,-,-,-,-,-,,  ctg,,.004,-,.002,.005,.004,.004,-2.64,.004,.003,,
AIV,551.200,65.698,5.465,.006,-,-,-1.06,-,-,-,-,,Activex,,.057,+.1,.057,.059,.06,.055,-.85,.14,.048,,
ADU,4378.20,65.686,27.927,.345,-,-,-38.53,-,-,-,-,,Adamus Res,,.77,+6,.76,.78,.785,.685,+5.81,.895,.387,,
ADD,3468.10,52.953,8.312,.011,.02,1.7,-.61,-,-,-,-,,Adavale Resources,,.034,+.3,.033,.034,.034,.03,+7.04,.046,.015,,
ADE,3232.11,54.415,17.380,.053,-,-,.37,41.9,-,-,-,,Adelaide Energy,,.155,+2,.155,.16,.16,.135,+12.17,.197,.06,,
ADN,530.007,11.483,20.552,.025,-,-,-.58,-,-,-,-,,Adelaide Res,,.17,+.5,.165,.17,.175,.155,+.39,.27,.125,,
ABY,2139.29,28.825,38.420,.439,1.61,.9,18.71,7.5,-,-,-,,Aditya Birla,,1.40,+5.5,1.40,1.42,1.43,1.31,+1.45,1.47,.62,,
