50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4503.2 at 16:37 17/8/2010  Report at 19:05 Tuesday 17/8/2010. Processed 19:11 Tuesday 17/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.45,Alumina Ltd,1.75,-1,1.745,1.755,4.22,f,0.14,1.22,2.41,296.6
4.52,2.00,Andean Res Ltd,4.42,5,4.39,4.45,-,,-,-,-,-
1.30,1.02,Aneka Tambang cdi,1.20,,-,-,1.37,,0.51,0.10,1.14,171.4
10.50,7.65,Anglogold Ashanti,9.56,-24,9.50,9.79,3.87,,-,8.69,0.40,-
7.95,3.89,Aquarius Platinum,4.50,2,4.47,4.50,2.26,,3.16,-,0.50,62.9
11.38,5.846,Aquila Res,8.69,36,8.50,8.70,-,,-,-,-,-
5.31,3.26,Arrow Energy,4.68,,-,-,-,,-,2.13,-,30.4
-,-,Aston Res Ltd def,5.68,,5.50,5.85,-,,-,-,-,-
3.05,1.57,Atlas Iron Ltd,2.18,-3,2.18,2.19,-,,-,-,-,-
3.08,1.48,Avoca Res,3.07,13,3.06,3.08,-,,-,0.79,-,24.6
3.17,1.465,AWE Ltd,1.665,0.5,1.65,1.67,-,,-,1.74,-,116.4
1.04,0.655,Beach Energy Ltd,0.675,-1,0.67,0.675,1.75,p,9.17,1.27,2.59,4.2
44.93,35.58,BHP Billiton Ltd,40.20,20,40.15,40.20,95.15,f,1.95,8.76,2.37,21.7
6.07,3.05,Centennial Coal,6.04,1,6.04,6.05,8,p,1.69,1.90,1.32,44.7
2.61,1.52,CGA Min Ltd,2.15,,2.05,2.15,-,,-,-,-,115.6
0.444,0.235,Citadel Resource Grp,0.325,1,0.31,0.325,-,,-,-,-,-
107.00,74.06,Coal & Allied Ind  ,94.08,50,94.00,94.77,800,f,1.10,19.26,8.50,10.7
2.60,1.285,Coal of Africa,1.40,5.5,1.37,1.45,-,,-,-,-,-
1.165,0.615,Eastern Star Gas,0.84,,0.835,0.84,-,,-,-,-,-
27.15,12.51,Energy Res,13.88,22,13.81,13.90,33,f,2.66,-,2.38,15.8
0.60,0.25,Energy World Corp,0.445,3.5,0.435,0.445,-,,-,0.30,-,14.7
5.31,2.77,Equinox Min Ltd cdi,4.99,-1,4.97,4.99,-,,-,-,-,69.1
11.45,6.29,Extract Res,6.88,-7,6.86,7.00,-,,-,-,-,-
5.57,3.28,Fortescue Metals Grp,4.56,7,4.53,4.56,-,,-,-,-,-
1.45,0.785,Gindalbie Metals,0.975,,0.975,0.98,-,,-,-,-,-
12.50,5.148,Gloucester Coal,12.45,2,12.40,12.50,-,,-,1.99,-,31.2
5.59,3.22,Iluka Res,5.47,17,5.41,5.49,-,,-,2.58,-,-
4.153,1.934,Ivanhoe Aust,3.00,,2.99,3.07,-,,-,-,-,-
11.45,4.51,Karoon Gas Aust,7.12,26,7.12,7.18,-,,-,-,-,-
10.90,6.32,Kingsgate Cons,9.90,3,9.86,9.97,30,,2.73,2.69,3.03,12.1
4.48,2.41,Lihir Gold Ltd,4.38,2,4.37,4.39,2.96,,-,1.22,0.68,-
1.005,0.375,Lynas Corp,0.975,6.5,0.965,0.975,-,,-,-,-,-
17.17,7.84,Macarthur Coal,12.65,10,12.65,12.67,21,f,2.16,4.15,1.66,27.9
4.89,2.227,Medusa Min Ltd,3.93,3,3.90,3.93,-,,-,0.91,-,11.1
1.06,0.58,Minara Res,0.865,2.5,0.86,0.865,-,,-,0.74,-,20.8
2.09,0.955,Mount Gibson Iron,1.76,5.5,1.76,1.765,-,,-,0.86,-,14.3
3.12,1.33,Murchison Metals,1.635,-0.5,1.635,1.645,-,,-,-,-,-
5.50,3.92,New Hope Corp,4.74,-5,4.71,4.80,9.5,f,3.05,2.67,2.00,16.3
39.75,28.47,Newcrest Min,35.24,4,35.00,35.25,25,,4.61,10.19,0.71,30.6
3.90,0.845,OceanaGold Corp cdi,3.03,4,3.00,3.05,-,,-,2.35,-,71.8
6.93,4.97,Oil Search Ltd,5.86,-2,5.85,5.88,4.47,,2.88,-,0.76,45.6
2.13,1.335,OM Hldgs Ltd,1.47,6,1.44,1.47,2,,2.79,0.54,1.36,26.3
1.325,0.945,OZ Minerals,1.245,4,1.24,1.25,-,,-,0.82,-,-
5.18,3.37,Paladin Energy,3.98,3,3.98,3.99,-,,-,1.58,-,34.1
0.65,0.385,PanAust Ltd,0.58,0.5,0.58,0.585,-,,-,0.20,-,60.4
2.51,0.82,Perseus Min Ltd,2.41,2,2.40,2.41,-,,-,-,-,-
81.25,55.20,Rio Tinto Ltd,71.44,62,71.40,71.50,100.83,f,4.61,15.37,1.41,15.4
11.24,5.12,Riversdale Min,9.50,-3,9.38,9.55,-,,-,2.04,-,-
5.94,1.45,Sandfire Res,5.25,6,5.21,5.25,-,,-,-,-,-
16.10,11.24,Santos Ltd,13.82,-16,13.82,13.90,42,f,1.24,-,3.04,26.5
5.83,3.52,Western Areas NL,4.99,10,4.95,4.99,3,,-,0.63,0.60,-
3.84,1.955,White Energy Co,3.44,5,3.37,3.49,-,,-,-,-,-
6.47,3.21,Whitehaven Coal,6.15,6,6.14,6.17,8.8,f,3.22,2.09,1.43,21.7
53.869,39.63,Woodside Pet,43.05,-5,43.05,43.30,110,f,2.35,-,2.56,16.6
12.65,7.80,Zimplats Hldgs,10.50,,10.50,11.75,-,,-,-,-,29.9
