50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4654.2 at 16:36 13/9/2010  Report at 19:05 Monday 13/9/2010. Processed 19:11 Monday 13/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.45,Alumina Ltd,1.87,3.5,1.865,1.87,4.23,f,0.14,1.22,2.26,316.9
7.19,2.00,Andean Res Ltd,6.30,-4,6.28,6.30,-,,-,-,-,-
1.30,1.02,Aneka Tambang cdi,1.20,,1.00,1.25,1.42,,3.91,-,1.18,21.6
10.50,7.65,Anglogold Ashanti,9.74,,9.00,9.74,4.16,,-,8.69,0.43,-
7.95,3.89,Aquarius Platinum,5.35,21,5.30,5.36,6.74,,1.06,-,1.26,74.8
11.38,6.009,Aquila Res,8.94,28,8.83,8.94,-,,-,-,-,-
6.35,5.49,Aston Res Ltd,5.70,2,5.70,5.93,-,,-,-,-,-
3.05,1.585,Atlas Iron Ltd,2.26,10,2.25,2.26,-,,-,-,-,-
3.45,1.48,Avoca Res,3.12,20,3.10,3.14,-,,-,0.93,-,15.0
3.17,1.465,AWE Ltd,1.66,3,1.65,1.67,-,,-,1.60,-,-
1.04,0.595,Beach Energy Ltd,0.665,-1.5,0.665,0.67,1.75,p,1.78,-,2.63,21.3
44.93,35.58,BHP Billiton Ltd,38.56,60,38.56,38.63,98.54,f,2.72,10.21,2.56,14.4
6.14,3.05,Centennial Coal,6.09,1,6.08,6.09,8,p,1.69,1.90,1.31,45.1
2.61,1.52,CGA Min Ltd,2.36,-7,2.38,2.43,-,,-,-,-,126.9
0.444,0.235,Citadel Resource Grp,0.37,-0.5,0.37,0.38,-,,-,-,-,-
105.00,74.06,Coal & Allied Ind  ,101.21,70,101.10,102.75,800,f,1.10,19.26,7.90,11.5
2.60,1.275,Coal of Africa,1.455,10.5,1.43,1.455,-,,-,-,-,-
1.045,0.615,Eastern Star Gas,0.90,2,0.895,0.90,-,,-,-,-,-
27.15,12.51,Energy Res,13.15,-22,13.15,13.17,33,f,2.66,-,2.51,15.0
5.56,3.13,Equinox Min Ltd cdi,5.50,13,5.45,5.55,-,,-,-,-,76.2
11.45,6.03,Extract Res,6.35,2,6.30,6.36,-,,-,-,-,-
5.57,3.28,Fortescue Metals Grp,4.97,16,4.97,4.98,-,,-,0.51,-,22.5
1.45,0.785,Gindalbie Metals,0.965,5,0.96,0.965,-,,-,-,-,-
12.53,5.148,Gloucester Coal,12.44,-1,12.36,12.45,-,,-,1.99,-,31.2
6.32,3.22,Iluka Res,6.10,15,6.00,6.12,-,,-,2.57,-,-
6.58,3.65,Independence Grp,6.48,38,6.32,6.59,5,f,5.06,1.37,0.77,25.6
4.153,2.45,Ivanhoe Aust,2.83,-3,2.83,2.86,-,,-,-,-,-
11.45,4.51,Karoon Gas Aust,7.39,49,7.36,7.43,-,,-,-,-,-
11.50,7.01,Kingsgate Cons,11.12,36,11.10,11.19,35,,2.15,3.16,3.15,14.8
4.51,2.57,Lihir Gold Ltd,4.48,,-,-,2.96,,3.06,1.31,0.66,49.4
1.34,0.375,Lynas Corp,1.34,11.5,1.335,1.34,-,,-,-,-,-
17.17,8.04,Macarthur Coal,11.18,10,11.18,11.28,25,f,1.97,4.34,2.24,22.7
4.89,2.564,Medusa Min Ltd,4.50,-7,4.49,4.56,-,,-,1.19,-,10.1
0.94,0.514,Minara Res,0.815,6,0.81,0.815,-,,-,0.78,-,10.6
2.09,1.055,Mount Gibson Iron,1.77,1,1.77,1.78,-,,-,0.86,-,14.4
3.12,1.33,Murchison Metals,1.84,10,1.835,1.85,-,,-,-,-,-
5.50,3.92,New Hope Corp,5.02,14,4.99,5.02,9.5,f,3.05,2.67,1.89,17.3
39.82,29.73,Newcrest Min,38.49,-35,38.35,38.50,25,,4.61,10.19,0.65,33.4
3.90,0.99,OceanaGold Corp cdi,3.75,6,3.74,3.75,-,,-,2.35,-,88.9
6.93,4.97,Oil Search Ltd,6.13,22,6.12,6.16,4.34,,3.16,-,0.71,44.7
2.13,1.335,OM Hldgs Ltd,1.685,5.5,1.65,1.70,2.75,,2.41,0.56,1.63,25.5
1.435,0.945,OZ Minerals,1.41,2.5,1.41,1.42,3,,5.07,0.95,2.13,9.3
5.18,3.37,Paladin Energy,3.81,2,3.79,3.84,-,,-,1.53,-,-
0.705,0.40,PanAust Ltd,0.70,3.5,0.70,0.705,-,,-,0.23,-,17.8
3.07,1.12,Perseus Min Ltd,2.90,-4,2.89,2.92,-,,-,-,-,-
81.25,56.69,Rio Tinto Ltd,75.30,105,75.20,75.30,100.83,f,4.61,15.37,1.34,16.2
11.24,5.12,Riversdale Min,9.89,24,9.72,9.90,-,,-,1.96,-,-
6.33,2.22,Sandfire Res,6.18,11,6.17,6.18,-,,-,-,-,-
16.05,11.24,Santos Ltd,12.37,18,12.36,12.37,42,f,1.51,-,3.40,19.5
0.395,0.21,St Barbara Ltd,0.39,1.5,0.385,0.39,-,,-,0.18,-,-
5.83,3.52,Western Areas NL,5.53,21,5.47,5.54,6,,1.33,0.95,1.08,69.1
3.84,1.955,White Energy Co,3.78,4,3.71,3.81,-,,-,-,-,-
6.47,3.45,Whitehaven Coal,6.09,17,6.07,6.09,5.6,f,4.32,1.98,0.92,25.2
53.869,39.63,Woodside Pet,42.97,44,42.87,43.00,111.34,f,2.41,16.79,2.59,16.0
12.65,8.70,Zimplats Hldgs,11.00,,10.97,11.10,-,,-,-,-,8.3
