50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4651.5 at 16:42 24/9/2010  Report at 19:06 Friday 24/9/2010. Processed 22:13 Sunday 26/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.45,Alumina Ltd,1.815,-2.5,1.81,1.82,4.23,f,0.14,1.22,2.33,307.6
7.19,2.00,Andean Res Ltd,6.41,-3,6.41,6.43,-,,-,-,-,-
1.30,1.05,Aneka Tambang cdi,1.25,,1.05,1.30,1.42,,3.91,-,1.14,22.5
10.50,7.65,Anglogold Ashanti,9.70,18,9.70,9.90,4.08,,-,8.69,0.42,-
7.95,3.89,Aquarius Platinum,5.48,,5.46,5.52,6.74,,1.06,-,1.23,76.6
11.38,6.009,Aquila Res,8.77,-36,8.76,8.95,-,,-,-,-,-
6.35,5.49,Aston Res Ltd,5.65,,5.45,5.90,-,,-,-,-,-
3.05,1.585,Atlas Iron Ltd,2.21,1,2.21,2.22,-,,-,-,-,-
3.45,1.48,Avoca Res,3.21,5,3.13,3.21,-,,-,0.93,-,15.4
3.17,1.465,AWE Ltd,1.585,-2.5,1.58,1.59,-,,-,1.60,-,-
1.04,0.595,Beach Energy Ltd,0.67,-0.5,0.67,0.675,1.75,p,1.78,-,2.61,21.5
44.93,35.58,BHP Billiton Ltd,39.04,-18,39.00,39.05,95.12,f,2.82,10.21,2.44,14.6
6.18,3.05,Centennial Coal,6.17,,6.17,6.18,8,p,1.69,1.90,1.30,45.7
3.00,1.52,CGA Min Ltd,2.84,-1,2.80,2.91,-,,-,-,-,152.7
0.444,0.235,Citadel Resource Grp,0.385,-0.5,0.38,0.39,-,,-,-,-,-
105.00,74.06,Coal & Allied Ind  ,102.97,137,101.20,104.20,800,f,1.10,19.26,7.77,11.7
2.60,1.275,Coal of Africa,1.48,-5,1.46,1.495,-,,-,-,-,-
1.045,0.615,Eastern Star Gas,0.895,-1,0.89,0.90,-,,-,-,-,-
27.00,12.51,Energy Res,13.60,-23,13.59,13.64,33,f,2.66,-,2.43,15.5
5.69,3.21,Equinox Min Ltd cdi,5.40,-13,5.37,5.49,-,,-,-,-,74.8
10.20,6.03,Extract Res,6.12,-8,6.12,6.20,-,,-,-,-,-
5.57,3.28,Fortescue Metals Grp,5.04,5,5.04,5.06,-,,-,0.51,-,22.8
1.45,0.785,Gindalbie Metals,0.89,-0.5,0.89,0.895,-,,-,-,-,-
12.53,5.148,Gloucester Coal,12.40,,12.40,12.44,-,,-,1.99,-,31.1
6.32,3.22,Iluka Res,6.08,10,5.86,6.15,-,,-,2.57,-,-
4.153,2.45,Ivanhoe Aust,2.85,-1,2.85,2.88,-,,-,-,-,-
11.45,4.51,Karoon Gas Aust,7.55,-2,7.53,7.56,-,,-,-,-,-
12.22,7.01,Kingsgate Cons,12.06,-2,12.05,12.07,35,,2.15,3.16,2.90,16.0
4.51,2.57,Lihir Gold Ltd,4.48,,-,-,2.96,,3.06,1.31,0.66,49.4
1.395,0.375,Lynas Corp,1.275,4,1.275,1.285,-,,-,-,-,-
17.17,8.04,Macarthur Coal,11.86,16,11.82,11.87,25,f,1.97,4.34,2.11,24.1
4.89,2.564,Medusa Min Ltd,4.56,-11,4.55,4.65,-,,-,1.19,-,10.3
0.922,0.514,Minara Res,0.775,,0.77,0.78,-,,-,0.78,-,10.0
3.12,1.645,Mirabela Nickel,1.81,-3,1.80,1.815,-,,-,1.59,-,19.8
2.09,1.055,Mount Gibson Iron,1.69,2.5,1.69,1.70,-,,-,0.86,-,13.7
3.12,1.33,Murchison Metals,1.81,-4,1.81,1.84,-,,-,-,-,-
5.50,3.92,New Hope Corp,5.02,-1,5.02,5.03,9.5,f,2.35,2.82,1.89,22.5
41.62,29.73,Newcrest Min,39.92,-102,39.79,39.98,25,,4.61,10.19,0.63,34.7
4.17,0.99,OceanaGold Corp cdi,3.80,-16,3.79,3.80,-,,-,2.35,-,90.0
6.93,4.97,Oil Search Ltd,6.11,-6,6.10,6.14,4.31,,3.18,-,0.71,44.6
2.13,1.335,OM Hldgs Ltd,1.635,-1,1.635,1.69,2.75,,2.41,0.56,1.68,24.7
1.49,0.945,OZ Minerals,1.41,-6,1.41,1.42,3,,5.07,0.95,2.13,9.3
5.18,3.37,Paladin Energy,3.69,-6,3.69,3.70,-,,-,1.53,-,-
0.725,0.40,PanAust Ltd,0.65,-2.5,0.65,0.655,-,,-,0.23,-,16.5
3.36,1.165,Perseus Min Ltd,3.04,-8,3.03,3.05,-,,-,-,-,-
81.25,56.69,Rio Tinto Ltd,75.60,-44,75.60,75.65,100.83,f,4.61,15.37,1.33,16.2
11.24,5.12,Riversdale Min,10.42,4,10.14,10.45,-,,-,1.96,-,-
7.54,2.81,Sandfire Res,6.85,3,6.80,6.90,-,,-,-,-,-
16.05,11.24,Santos Ltd,12.83,11,12.80,12.87,42,f,1.51,-,3.27,20.2
0.45,0.21,St Barbara Ltd,0.41,-1.5,0.405,0.415,-,,-,0.18,-,-
6.22,3.52,Western Areas NL,6.19,10,6.15,6.20,6,,1.33,0.95,0.97,77.4
3.91,1.955,White Energy Co,3.74,1,3.70,3.75,-,,-,-,-,-
6.47,3.56,Whitehaven Coal,6.08,-2,6.08,6.10,5.6,f,4.32,1.98,0.92,25.1
53.869,39.63,Woodside Pet,44.48,4,44.45,44.50,111.34,f,2.41,16.79,2.50,16.6
12.65,8.70,Zimplats Hldgs,11.30,,11.10,13.54,-,,-,-,-,8.5
