50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4250.6 at 16:35 5/7/2010  Report at 19:05 Monday 5/7/2010. Processed 11:33 Tuesday 6/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.285,Alumina Ltd,1.52,1,1.51,1.53,2,f,-,1.21,1.32,-
3.58,1.74,Andean Res Ltd,3.22,8,3.18,3.23,-,,-,-,-,-
1.30,1.00,Aneka Tambang cdi,1.20,,1.20,-,1.37,,0.51,0.10,1.14,171.4
10.50,7.65,Anglogold Ashanti,10.20,,9.75,10.15,3.87,,-,8.69,0.38,-
7.95,3.74,Aquarius Platinum,5.45,-13,5.40,5.55,2.26,,9.20,-,0.41,26.2
11.38,4.727,Aquila Res,7.72,13,7.65,7.73,-,,-,-,-,-
5.31,3.04,Arrow Energy,4.83,-3,4.82,4.85,-,,-,2.13,-,31.4
3.05,1.51,Atlas Iron Ltd,2.13,4,2.13,2.14,-,,-,-,-,-
2.79,1.48,Avoca Res,2.67,4,2.65,2.69,-,,-,0.79,-,21.4
3.17,1.605,AWE Ltd,1.61,-12.5,1.61,1.615,-,,-,1.74,-,112.6
1.04,0.655,Beach Energy Ltd,0.665,-0.5,0.665,0.67,1.75,p,9.17,1.27,2.63,4.1
44.93,31.33,BHP Billiton Ltd,36.98,-11,36.96,37.05,95.15,f,1.95,8.76,2.57,20.0
5.95,2.07,Centennial Coal,5.83,141,5.82,5.85,8,p,1.98,1.87,1.37,36.9
2.61,1.36,CGA Min Ltd,2.24,-3,2.00,2.43,-,,-,-,-,120.4
0.465,0.185,Citadel Resource Grp,0.275,,0.265,0.28,-,,-,-,-,-
108.50,74.06,Coal & Allied Ind  ,91.01,-99,88.80,92.40,510,f,1.33,16.99,5.60,13.5
2.60,1.40,Coal of Africa,1.75,2,1.70,1.75,-,,-,-,-,-
6.59,2.46,Cudeco Ltd,4.87,-1,4.86,4.88,-,,-,-,-,1159.5
1.165,0.615,Eastern Star Gas,0.805,-0.5,0.795,0.805,-,,-,-,-,-
