50 Leading Mining & Oil Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4081.2 at 2012-05-25T16:39:31. Report at Friday, May 25, 2012. Processed Saturday at 2012-05-26T01:00:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
12.30,4.95,Alacer Gold cdi,6.07,+2,5.90,6.65,,,,,,21.2,,
2.35,.89,Alumina,.895,,.89,.895,5.68,f,.90,1.04,6.35,17.5,,
1.25,1.217,Aneka Tambang cdi,1.25,,,,3.28,,.66,,2.62,57.9,,
9.48,6.13,Anglogold Ashanti cdi,7.44,-1,7.40,7.50,9.51,,5.87,2.60,1.28,13.3,,
5.39,1.08,Aquarius Platinum,1.10,-10,1.08,1.11,3.76,,,,3.42,,,
8.264,2.83,Aquila Res,2.86,-7,2.80,2.89,,,,,,,,
4.34,1.99,Atlas Iron,2.00,-2,2.00,2.02,3.00,,7.20,.02,1.50,9.3,,
4.26,2.11,Aurora Oil & Gas,3.20,-6,3.20,3.22,,,,,,43.4,,
1.995,.872,AWE,1.595,-1.5,1.595,1.615,,f,,1.65,,,,
1.763,.815,Beach Energy,1.07,-3,1.065,1.07,1.75,f,2.43,1.19,1.64,25.2,,
45.00,31.01,BHP Billiton,31.61,-38,31.60,31.65,103.08,f,3.85,11.69,3.26,8.0,,
3.85,.52,Buru Energy,2.87,-3,2.86,2.90,,,,,,,,
2.97,1.555,CGA Min,1.735,+12.5,1.60,2.00,,,,.73,,43.6,,
2.00,1.05,Coalspur Mines,1.08,+.5,1.075,1.085,,,,,,,,
4.33,2.72,CuDECO,3.28,-1,3.28,3.29,,,,,,,,
1.815,1.05,Discovery Metals,1.325,-2.5,1.32,1.36,,,,,,,,
3.324,1.135,Energy Res,1.355,-2.5,1.35,1.39,,,,,,,,
.86,.41,Energy World Corp,.42,-.5,.42,.43,,,,.24,,72.4,,
178.24,134.11,ETFS Physical Gold,154.90,+13,154.17,154.90,,,,,,245.2,,
2.07,1.216,Evolution Min,1.60,+1.5,1.585,1.62,,,,1.58,,,,
6.77,3.95,Fortescue Metals Grp,4.31,-17,4.31,4.34,8.00,f,5.74,.51,1.86,9.4,,
.944,.41,Gindalbie Metals,.43,+1.5,.43,.435,,,,,,143.3,,
9.61,6.17,Gloucester Coal,6.96,+3,6.94,6.99,,,,6.23,,,,
.555,.38,Gold One Int'l,.45,,.435,.465,,,,.23,,7.5,,
.68,.37,Grange Res,.475,+.5,.47,.48,5.00,,3.76,.49,10.53,2.5,,
19.46,11.82,Iluka Res,12.80,+24,12.76,12.86,75.00,f,1.73,3.65,5.86,9.8,,
6.25,3.27,Independence Grp,3.37,,3.36,3.40,5.00,f,,3.38,1.48,,,
.48,.245,Indophil Res,.37,-1,.36,.38,,,,,,284.6,,
6.85,2.60,Karoon Gas Aust,4.39,-7,4.37,4.40,,,,,,,,
9.50,4.92,Kingsgate Cons,4.99,+3,4.98,5.03,15.00,,2.12,4.83,3.01,15.7,,
2.38,.857,Lynas Corp,.895,+1.5,.89,.895,,,,,,,,
8.71,4.31,Medusa Min,4.98,+12,4.96,5.02,10.00,,3.67,1.51,2.01,13.6,,
2.00,.88,Mount Gibson Iron,.885,-1,.885,.90,6.00,f,3.43,.46,6.78,4.3,,
6.420,4.10,New Hope Corp,4.20,,4.15,4.20,11.00,f,2.15,2.67,2.62,17.7,,
41.268,23.56,Newcrest Min,24.75,-15,24.72,24.88,32.00,,4.60,14.26,1.29,16.8,,
2.94,1.705,OceanaGold Corp cdi,1.755,-3.5,1.735,1.805,,,,1.79,,10.5,,
7.58,5.43,Oil Search,6.70,-10,6.65,6.81,3.86,,3.91,,.58,44.3,,
14.45,7.99,OZ Minerals,8.12,-1,8.10,8.15,60.00,,1.43,8.08,7.39,9.5,,
3.28,1.11,Paladin Energy,1.185,-1.5,1.185,1.19,,,,1.44,,,,
4.32,2.24,PanAust,2.81,,2.80,2.82,,,,1.46,,12.7,,
4.05,2.12,Perseus Min,2.39,+1,2.32,2.41,,,,,,139.0,,
4.43,2.20,Regis Res,3.86,,3.80,3.90,,,,,,27.4,,
2.21,.985,Resolute Min,1.46,,1.45,1.49,,,,,,7.3,,
84.53,54.50,Rio Tinto,55.93,-43,55.89,56.14,134.01,f,2.23,19.14,2.40,18.7,,
8.62,5.52,Sandfire Res,6.86,+9,6.80,6.89,,,,,,,,
14.89,10.11,Santos,11.80,-12,11.79,11.90,30.00,f,2.83,,2.54,13.9,,
1.22,.300,Senex Energy,.815,-2,.81,.82,,,,,,,,
3.87,1.57,Silver Lake Res,2.55,+8,2.53,2.58,,,,.60,,17.1,,
3.10,1.06,Sphere Minerals,3.00,,,,,,,,,,,
2.58,1.71,St Barbara,1.935,+3.5,1.89,1.96,,,,1.47,,8.6,,
.54,.30,Sundance Res,.41,-.5,.41,.415,,,,,,,,
6.47,4.05,Western Areas,4.27,-3,4.22,4.33,20.00,,2.54,1.60,4.68,8.4,,
6.19,3.85,Whitehaven Coal,3.87,-9,3.85,3.88,7.40,f,1.77,1.95,1.91,29.5,,
46.75,29.76,Woodside Petroleum,31.00,-11,30.90,31.15,103.39,f,1.81,15.47,3.34,16.6,,
13.00,8.45,Zimplats Hldgs,9.30,-10,8.00,9.28,,,,,,5.9,,
,
