50 Leading Mining & Oil Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4958.6 at 2011-03-04T16:43:10. Report at Friday, March 4, 2011. Processed Saturday at 2011-03-05T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
9.50,7.61,Alacer Gold Corp cdi,9.20,-29,9.11,9.25,,,,,,,,
2.67,1.45,Alumina Ltd,2.45,+4,2.44,2.45,6.17,f,.22,1.13,2.52,177.5,,
1.365,1.14,Aneka Tambang cdi,1.25,,1.25,,1.42,,3.91,,1.14,22.5,,
10.50,7.96,Anglogold Ashanti cdi,9.62,-3,9.60,9.80,4.08,,,8.69,.42,,,
7.66,3.89,Aquarius Platinum,6.51,+1,6.48,6.52,8.29,,3.17,,1.27,24.8,,
10.31,6.464,Aquila Res,8.75,+25,8.70,8.80,,,,,,,,
9.30,5.49,Aston Res Ltd,8.99,+10,8.94,9.33,,,,,,25.0,,
4.09,1.68,Atlas Iron Ltd,3.87,+6,3.85,3.88,,,,,,193.5,,
3.37,.395,Aurora Oil & Gas,3.10,-2,3.10,3.15,,,,,,,,
2.89,1.465,AWE Ltd,1.745,+1.5,1.74,1.745,,,,1.59,,,,
.955,.595,Beach Energy Ltd,.93,+.5,.92,.93,1.75,f,,1.20,1.88,,,
47.63,35.58,BHP Billiton Ltd,47.25,+70,47.22,47.25,94.45,f,3.51,9.91,2.00,14.3,,
6.24,2.55,Brockman Res,6.00,+18,6.00,6.01,,,,,,,,
3.53,2.02,CGA Min Ltd,3.12,-4,3.11,3.20,,,,,,21.1,,
134.99,81.50,Coal & Allied,119.40,+140,115.00,119.97,588.00,f,1.38,.17,4.92,14.7,,
2.38,.455,Coalspur Mines,1.865,-4.5,1.865,1.87,,,,,,,,
20.24,9.95,Energy Res,10.10,-4,10.10,10.14,8.00,,3.07,5.00,.79,41.1,,
6.83,3.40,Equinox Min Ltd cdi,5.82,+4,5.81,5.85,,,,,,80.6,,
10.15,5.96,Extract Res,9.46,+13,9.35,9.60,,,,,,,,
7.34,3.28,Fortescue Metals Grp,6.60,+12,6.59,6.60,3.00,,10.35,.29,.45,21.2,,
1.485,.86,Gindalbie Metals,1.13,+1.5,1.13,1.135,,,,,,,,
6.19,1.66,Giralia Res NL,5.80,+11,5.61,5.80,,,,,,290.0,,
13.71,7.758,Gloucester Coal,12.16,-3,12.12,12.19,,,,4.02,,31.5,,
