50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4687.3 at 16:47 28/10/2009  Report at 19:05 Wednesday 28/10/2009. Processed 19:33 Wednesday 28/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.231,0.683,Alumina Ltd,1.69,-3,1.69,1.70,12,,0.79,1.30,7.10,17.9
2.54,0.43,Andean Res Ltd,2.23,3,2.19,2.28,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.15,-,2.97,,0.12,-,2.68,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,9.10,10,8.85,9.48,3.36,,-,-,0.37,-
6.39,2.183,Aquarius Platinum,4.94,-13,4.92,5.09,12.08,,-,-,2.45,-
8.40,1.90,Aquila Res,7.47,-19,7.45,7.51,-,,-,-,-,-
4.73,1.845,Arrow Energy,4.19,1,4.18,4.19,-,,-,0.82,-,8.1
2.10,0.405,Atlas Iron Ltd,1.70,-11.5,1.695,1.71,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.71,5,2.71,2.72,-,,-,1.80,-,15.6
1.122,0.678,Beach Pet,0.80,,0.80,0.805,1.75,p,14.41,-,2.19,3.2
40.28,20.00,BHP Billiton Ltd,38.40,-45,38.38,38.40,113.63,f,1.15,8.84,2.96,29.5
2.38,0.57,Centamin Egypt,2.31,15,2.30,2.31,-,,-,-,-,-
4.37,1.51,Centennial Coal,3.19,6,3.17,3.21,11,f,1.77,1.77,3.45,16.4
108.50,67.50,Coal & Allied Ind  ,75.50,-249,75.00,75.49,710,f,1.52,15.40,9.40,7.0
2.39,0.73,Coal of Africa,1.92,-4,1.90,1.93,-,,-,-,-,-
6.59,1.05,Cudeco Ltd,5.47,-15,5.47,5.65,-,,-,-,-,-
1.165,0.30,Eastern Star Gas,0.865,-1,0.86,0.87,-,,-,-,-,-
28.28,12.55,Energy Res,24.70,,24.70,24.99,34,f,4.79,-,1.38,15.2
0.72,0.175,Energy World Corp,0.50,1.5,0.49,0.50,-,,-,-,-,-
4.37,1.23,Equinox Min Ltd cdi,3.88,-4,3.82,3.90,-,,-,-,-,15.3
152.50,105.00,ETFS Metals etfs gold,112.02,87,111.46,112.28,-,,-,-,-,177.3
11.45,0.785,Extract Res,8.62,-26,8.61,8.65,-,,-,-,-,-
17.925,4.65,Felix Res Ltd,17.40,,17.39,17.40,53,f,2.57,2.53,3.05,12.8
4.75,1.16,Fortescue Metals Grp,3.81,-9,3.79,3.82,-,,-,0.35,-,17.4
1.05,0.32,Gindalbie Metals,0.83,-5,0.83,0.845,-,,-,-,-,16.3
5.40,2.70,Iluka Res,3.56,-4,3.54,3.58,-,,-,2.70,-,96.2
5.52,1.095,Independence Grp,4.61,9,4.52,4.65,5,f,2.83,1.34,1.08,32.6
1.32,0.222,Kagara Ltd,1.03,-2.5,1.03,1.045,-,,-,0.74,-,-
12.10,2.01,Karoon Gas Aust,7.73,9,7.65,7.81,-,,-,-,-,256.0
8.72,2.20,Kingsgate Cons,7.84,9,7.80,7.96,15,f,2.33,2.55,1.91,22.5
3.64,1.565,Lihir Gold Ltd,3.06,-3,3.04,3.06,-,,-,1.29,-,-
0.72,0.075,Lynas Corp,0.48,-2.5,0.48,0.485,-,,-,-,-,-
9.94,2.32,Macarthur Coal,8.95,-4,8.93,8.95,13,f,6.10,4.03,1.45,11.3
3.75,0.41,Medusa Min Ltd,3.39,-1,3.39,3.40,-,,-,-,-,13.6
1.39,0.245,Minara Res,0.92,-1.5,0.915,0.925,-,,-,0.70,-,-
