50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4907.2 at 16:34 29/3/2010  Report at 19:06 Monday 29/3/2010. Processed 19:25 Monday 29/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.046,Alumina Ltd,1.695,,1.685,1.70,2,f,-,1.21,1.18,-
2.90,1.31,Andean Res Ltd,2.71,1,2.71,2.73,-,,-,-,-,-
1.14,0.97,Aneka Tambang cdi  1:5,1.14,,-,1.30,2.94,,0.24,0.10,2.58,162.9
11.00,7.65,Anglogold Ashanti  5:1,8.12,2,8.10,8.25,3.87,,-,-,0.48,-
7.95,3.74,Aquarius Platinum,6.83,3,6.70,6.84,2.26,,9.20,-,0.33,32.9
11.38,2.345,Aquila Res,10.65,11,10.60,10.65,-,,-,-,-,-
5.31,2.67,Arrow Energy,5.06,2,5.05,5.06,-,,-,2.13,-,32.9
2.55,1.15,Atlas Iron Ltd,2.43,4,2.43,2.44,-,,-,-,-,-
3.17,2.17,AWE Ltd,2.72,1,2.72,2.73,-,,-,1.74,-,190.2
1.04,0.655,Beach Energy Ltd,0.735,1.5,0.73,0.735,1.75,p,9.17,1.27,2.38,4.6
44.49,31.25,BHP Billiton Ltd,43.38,10,43.35,43.40,95.15,f,1.95,8.76,2.19,23.4
4.24,1.67,Centennial Coal,4.14,4,4.03,4.15,8,p,1.98,1.87,1.93,26.2
2.59,1.36,CGA Min Ltd,2.02,,2.01,2.06,-,,-,-,-,108.6
108.50,71.38,Coal & Allied Ind  ,90.11,11,89.70,90.40,510,f,1.33,16.99,5.66,13.3
2.59,0.86,Coal of Africa,2.39,5,2.36,2.40,-,,-,-,-,-
6.59,1.85,Cudeco Ltd,4.71,-14,4.70,4.72,-,,-,-,-,1121.4
1.165,0.645,Eastern Star Gas,0.945,,0.94,0.95,-,,-,-,-,-
28.28,17.66,Energy Res,18.90,,18.90,18.98,39,f,3.66,5.10,2.06,13.2
0.72,0.25,Energy World Corp,0.465,-3,0.465,0.475,-,,-,0.30,-,15.4
4.78,2.04,Equinox Min Ltd cdi,3.93,3,3.91,3.98,-,,-,-,-,-
133.49,110.60,ETFS Metals etfs gold,118.98,163,118.57,119.00,-,,-,-,-,188.3
11.45,3.189,Extract Res,7.93,11,7.85,7.98,-,,-,-,-,-
5.57,2.26,Fortescue Metals Grp,4.82,2,4.82,4.83,-,,-,-,-,-
1.30,0.545,Gindalbie Metals,1.10,-0.5,1.095,1.11,-,,-,-,-,-
10.35,4.52,Gloucester Coal,10.05,30,9.95,10.08,13.5,,5.06,2.21,1.34,14.7
0.646,0.193,Grange Res,0.545,-0.5,0.545,0.55,-,,-,-,-,1.8
0.75,0.31,Gujarat Nre Coal,0.70,,0.68,0.70,-,,-,0.52,-,-
4.52,2.70,Iluka Res,4.37,3,4.35,4.45,-,,-,2.58,-,-
12.10,2.96,Karoon Gas Aust,8.30,5,8.25,8.30,-,,-,-,-,-
10.30,4.93,Kingsgate Cons,8.59,5,8.54,8.66,30,,2.73,2.69,3.49,10.5
3.77,2.41,Lihir Gold Ltd,3.11,2,3.10,3.11,2.96,,-,1.22,0.95,-
0.72,0.142,Lynas Corp,0.495,0.5,0.49,0.495,-,,-,-,-,-
12.52,3.36,Macarthur Coal,12.04,34,11.90,12.09,21,f,2.16,4.15,1.74,26.6
6.42,1.58,Mantra Res,5.97,-3,5.90,5.97,-,,-,-,-,-
4.05,1.30,Medusa Min Ltd,3.87,-4,3.80,3.88,-,,-,0.91,-,10.9
1.39,0.38,Minara Res,0.89,5.5,0.88,0.89,-,,-,0.74,-,21.4
3.43,1.535,Mirabela Nickel,2.33,2,2.32,2.36,-,,-,-,-,-
1.87,0.45,Mount Gibson Iron,1.85,3.5,1.84,1.85,-,,-,0.78,-,28.2
2.94,0.65,Murchison Metals,2.61,-1,2.60,2.65,-,,-,-,-,-
5.22,3.192,New Hope Corp,4.97,,4.95,4.99,9.5,f,3.05,2.67,1.91,17.1
39.75,27.64,Newcrest Min,33.30,36,33.22,33.31,20,,2.77,9.20,0.60,60.1
6.93,4.78,Oil Search Ltd,5.91,-2,5.90,5.92,4.47,,2.88,-,0.76,46.0
2.05,1.09,OM Hldgs Ltd,1.76,1.5,1.755,1.765,2,,2.79,0.54,1.14,31.5
1.325,0.45,OZ Minerals,1.17,1,1.165,1.17,-,,-,0.82,-,-
5.52,3.30,Paladin Energy,3.96,8,3.95,3.99,-,,-,1.58,-,33.9
0.65,0.251,PanAust Ltd,0.52,1.5,0.515,0.52,-,,-,0.20,-,54.2
2.14,0.628,Perseus Min Ltd,1.995,3,1.98,2.00,-,,-,-,-,-
80.14,41.178,Rio Tinto Ltd,78.39,7,78.35,78.40,51.56,f,5.97,13.56,0.66,25.5
9.11,3.40,Riversdale Min,8.83,-7,8.78,8.88,-,,-,2.04,-,-
16.222,12.77,Santos Ltd,14.64,-13,14.55,14.66,42,f,1.24,-,2.87,28.1
6.60,3.30,Western Areas NL,5.04,-2,5.00,5.10,3,,-,0.63,0.60,-
3.00,1.34,White Energy Co,2.60,,2.57,2.63,-,,-,-,-,-
5.54,1.585,Whitehaven Coal,4.90,10,4.87,4.93,8.8,f,3.22,2.09,1.80,17.3
