50 Leading Mining & Oil Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5184.1 at 2015-10-05T16:38:05. Report at Monday, October 5, 2015. Processed Tuesday at 2015-10-06T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
5.69,.016,1-Page,4.81,+20,4.79,4.81,,,,.03,,,,
3.26,1.815,Alacer Gold cdi,3.15,+8,3.12,3.16,,,,,,9.2,,
2.10,1.077,Alumina,1.15,+4.5,1.15,1.155,8.46,f,.37,.95,7.36,36.7,,
3.39,1.50,Anglogold Ashanti cdi,2.41,+6,2.25,2.50,,,,7.44,,,,
.385,.125,Aquarius Platinum,.15,+.5,.145,.16,,,,,,,,
1.82,.555,AWE,.69,+4,.685,.695,,f,,1.20,,,,
1.442,.455,Beach Energy,.48,+2,.475,.48,.50,f,,1.04,1.04,,,
31.692,21.61,BHP Billiton,23.50,+90,23.50,23.54,168.60,f,.28,16.20,7.17,50.3,,
.053,.02,Brockman Min,.022,,.025,.029,,,,,,,,
.135,.027,Coal of Africa,.09,,.051,.09,,,,,,,,
1.30,.462,Drillsearch Energy,.535,+3,.53,.54,,,,.63,,,,
.45,.175,Energy World Corp,.205,+.5,.205,.21,,,,.38,,10.9,,
159.42,126.89,ETFS Physical Gold,153.54,+278,153.40,153.74,,,,,,243.1,,
1.39,.435,Evolution Mining,1.36,+9.5,1.355,1.365,2.00,,6.85,1.32,1.47,9.9,,
.157,.056,FAR,.082,+.3,.081,.082,,,,,,,,
3.86,1.582,Fortescue Metals Grp,1.865,+2.5,1.865,1.87,5.00,f,2.65,3.14,2.68,14.1,,
.48,.20,Gold Road Res,.43,,.43,.435,,,,,,,,
2.08,.505,Highfield Res,1.26,-4.5,1.26,1.28,,,,,,,,
9.18,5.57,Iluka Res,6.56,+18,6.55,6.57,19.00,f,,3.27,2.90,,,
6.21,2.49,Independence Grp,2.81,+12,2.79,2.81,8.50,f,3.86,2.84,3.02,8.6,,
3.55,1.62,Karoon Gas Aust,1.845,+15.5,1.835,1.845,,,,,,2.0,,
5.00,1.23,Liquefied Natural,1.63,+22,1.62,1.63,,,,.36,,,,
1.485,.625,MACA,.86,-5.5,.86,.89,14.50,f,1.66,1.07,16.86,3.6,,
1.59,.62,Metals X,1.28,+.5,1.275,1.28,2.95,p,3.35,.83,2.30,13.0,,
.545,.165,Mount Gibson Iron,.18,,.18,.185,4.00,f,,.28,22.22,,,
2.67,1.60,New Hope Corp,1.885,+3.5,1.83,1.89,6.50,f,,2.21,3.45,,,
15.34,8.51,Newcrest Min,13.80,+115,13.76,13.84,,,,11.72,,19.4,,
2.90,.915,Northern Star Res,2.85,+16,2.84,2.86,5.00,f,3.10,.55,1.75,18.4,,
3.37,1.81,OceanaGold Corp cdi,2.16,+15,2.16,2.19,3.84,,9.23,,1.78,6.1,,
8.89,5.62,Oil Search,7.37,+11,7.35,7.39,19.12,,1.95,3.39,2.59,19.8,,
2.97,1.45,Orocobre,1.695,+2,1.695,1.73,,,,,,,,
5.01,2.93,OZ Minerals,3.92,+5,3.92,3.94,16.00,,2.22,6.68,4.08,11.0,,
.435,.155,Paladin Energy,.185,+.5,.18,.185,,,,.14,,,,
1.12,.85,Peninsula Energy def,1.05,+1,1.05,1.06,,,,,,,,
.505,.195,Perseus Min,.34,+3,.335,.34,,,,.90,,,,
.315,.034,Pilbara Minerals,.245,-.5,.245,.25,,,,,,,,
2.20,1.07,Regis Res,1.85,+8,1.84,1.85,6.00,f,2.90,,3.24,10.6,,
.44,.215,Resolute Min,.35,+3,.345,.35,,,,.26,,,,
65.73,45.93,Rio Tinto,49.81,+108,49.81,49.85,297.89,f,.79,25.61,5.98,21.2,,
6.80,3.74,Sandfire Res,6.00,+17,5.98,6.02,13.00,f,3.40,2.22,2.17,13.6,,
13.42,3.95,Santos,4.43,+24,4.42,4.43,30.00,f,,,6.77,,,
.55,.20,Saracen Min,.55,+5,.545,.55,,,,.29,,39.0,,
.215,.074,Sino Gas Energy,.081,+.1,.08,.081,,,,,,,,
2.45,1.33,South32,1.375,+4,1.37,1.38,,,,,,,,
.778,.778,Sphere Minerals,,,,2.90,,,,,,,,
1.175,.07,St Barbara,1.055,+1,1.05,1.055,,,,.28,,13.1,,
1.25,.24,Sundance Energy,.305,+1,.29,.31,,,,,,,,
4.703,2.39,Syrah Res,2.83,+18,2.81,2.84,,,,,,,,
.225,.06,Terramin Aust,.17,,.15,.17,,,,.02,,,,
4.10,2.50,Tribune Res,4.10,+11,4.10,4.35,,,,,,44.0,,
4.77,2.06,Western Areas,2.36,+5,2.36,2.37,7.00,f,2.16,1.80,2.97,15.6,,
1.735,.882,Whitehaven Coal,1.005,+7.5,1.00,1.01,,,,2.77,,,,
.45,.23,Wolf Minerals,.32,-.5,.31,.32,,,,,,,,
41.10,27.43,Woodside Petroleum,30.45,+91,30.39,30.45,276.43,f,1.17,27.02,9.08,9.4,,
9.00,5.10,Zimplats Hldgs,5.10,-5,4.75,5.04,16.95,,,,3.32,,,
,
