50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4546.3 at 16:47 2/11/2009  Report at 19:05 Monday 2/11/2009. Processed 19:20 Monday 2/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.231,0.683,Alumina Ltd,1.64,-3.5,1.63,1.64,12,,0.79,1.30,7.32,17.4
2.54,0.43,Andean Res Ltd,2.20,-2,2.18,2.24,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.11,-,2.97,,0.12,-,2.68,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,8.50,-24,8.20,8.85,3.36,,-,-,0.40,-
6.39,2.183,Aquarius Platinum,4.70,-30,4.70,4.73,12.08,,-,-,2.57,-
8.40,1.90,Aquila Res,7.50,32,7.50,7.55,-,,-,-,-,-
4.73,1.845,Arrow Energy,4.01,-10,4.01,4.03,-,,-,0.82,-,7.7
2.10,0.405,Atlas Iron Ltd,1.72,-8.5,1.715,1.735,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.58,-3,2.58,2.59,-,,-,1.80,-,14.9
1.122,0.678,Beach Pet,0.775,-2,0.77,0.78,1.75,p,14.41,-,2.26,3.1
40.28,20.00,BHP Billiton Ltd,36.71,-74,36.70,36.71,113.63,f,1.15,8.84,3.10,28.2
2.38,0.57,Centamin Egypt,2.25,-5,2.19,2.25,-,,-,-,-,-
4.37,1.51,Centennial Coal,3.13,-6,3.13,3.15,11,f,1.77,1.77,3.51,16.1
108.50,67.50,Coal & Allied Ind  ,75.48,-87,75.04,75.50,710,f,1.52,15.40,9.41,7.0
2.39,0.73,Coal of Africa,1.80,-6.5,1.74,1.805,-,,-,-,-,-
6.59,1.05,Cudeco Ltd,5.50,-22,5.48,5.60,-,,-,-,-,-
1.165,0.30,Eastern Star Gas,0.85,-0.5,0.845,0.855,-,,-,-,-,-
28.28,13.75,Energy Res,22.94,-41,22.90,23.11,34,f,4.79,-,1.48,14.1
0.72,0.175,Energy World Corp,0.45,-4,0.45,0.46,-,,-,-,-,-
4.37,1.24,Equinox Min Ltd cdi,3.82,-4,3.78,3.83,-,,-,-,-,15.1
152.50,105.00,ETFS Metals etfs gold,113.10,74,112.94,113.25,-,,-,-,-,179.0
11.45,0.785,Extract Res,8.00,-32,7.95,8.00,-,,-,-,-,-
17.925,4.65,Felix Res Ltd,17.34,-4,17.32,17.35,53,f,2.57,2.53,3.06,12.7
4.75,1.16,Fortescue Metals Grp,3.72,-13,3.72,3.74,-,,-,0.35,-,17.0
1.05,0.32,Gindalbie Metals,0.85,-3.5,0.845,0.855,-,,-,-,-,16.7
0.77,0.23,Gujarat NRE Min,0.67,,0.59,0.67,-,,-,0.53,-,-
5.40,2.70,Iluka Res,3.42,-8,3.35,3.48,-,,-,2.70,-,92.4
1.32,0.222,Kagara Ltd,0.99,-3.5,0.98,1.005,-,,-,0.74,-,-
12.10,2.03,Karoon Gas Aust,7.60,-7,7.60,7.65,-,,-,-,-,251.7
8.72,2.20,Kingsgate Cons,7.30,-30,7.30,7.34,15,f,2.33,2.55,2.05,20.9
3.64,1.565,Lihir Gold Ltd,3.04,-1,3.04,3.05,1.52,,-,1.29,0.50,-
0.72,0.075,Lynas Corp,0.495,1,0.495,0.50,-,,-,-,-,-
9.94,2.32,Macarthur Coal,8.32,-27,8.30,8.39,13,f,6.10,4.03,1.56,10.5
3.75,0.41,Medusa Min Ltd,3.27,-3,3.25,3.29,-,,-,-,-,13.1
1.39,0.245,Minara Res,0.845,-4.5,0.845,0.86,-,,-,0.70,-,-
1.055,0.28,Mineral Deposits,0.96,-1.5,0.95,0.98,-,,-,0.82,-,-
3.43,0.66,Mirabela Nickel,2.73,-2,2.66,2.75,-,,-,-,-,-
1.35,0.19,Mount Gibson Iron,1.175,-4.5,1.17,1.19,-,,-,0.73,-,25.8
2.18,0.48,Murchison Metals,1.39,-5,1.39,1.415,-,,-,-,-,772.2
5.22,2.649,New Hope Corp,4.15,-3,4.10,4.18,9.25,f,25.98,3.36,2.23,1.7
1.47,0.905,NZ Oil & Gas  fpo nz,1.36,,1.34,1.36,4.11,,2.68,1.03,3.02,12.3
37.24,18.33,Newcrest Min,32.12,-18,32.12,32.20,15,,3.53,8.95,0.47,60.6
6.93,3.91,Oil Search Ltd,5.82,-5,5.81,5.82,7.85,,2.52,-,1.35,29.4
