50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4519.2 at 16:47 5/11/2009  Report at 19:05 Thursday 5/11/2009. Processed 19:30 Thursday 5/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.075,0.683,Alumina Ltd,1.53,-6.5,1.53,1.535,12,,0.79,1.30,7.84,16.2
2.54,0.43,Andean Res Ltd,2.18,-9,2.18,2.19,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.11,-,2.94,,0.12,-,2.65,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,8.94,-17,8.50,9.00,3.33,,-,-,0.37,-
6.39,2.183,Aquarius Platinum,4.89,-6,4.87,4.90,12.08,,-,-,2.47,-
8.40,1.90,Aquila Res,7.50,5,7.40,7.50,-,,-,-,-,-
4.73,1.845,Arrow Energy,3.85,-12,3.85,3.91,-,,-,0.82,-,7.4
2.10,0.405,Atlas Iron Ltd,1.675,-4,1.67,1.675,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.65,4,2.64,2.65,-,,-,1.80,-,15.3
1.059,0.678,Beach Pet,0.77,0.5,0.76,0.77,1.75,p,14.41,-,2.27,3.1
40.28,20.00,BHP Billiton Ltd,36.44,-50,36.43,36.55,113.63,f,1.15,8.84,3.12,28.0
2.40,0.57,Centamin Egypt,2.35,5,2.34,2.37,-,,-,-,-,-
3.66,1.51,Centennial Coal,3.18,2,3.16,3.18,11,f,1.77,1.77,3.46,16.3
108.50,67.50,Coal & Allied Ind  ,76.48,98,76.43,77.50,710,f,1.52,15.40,9.28,7.1
2.39,0.73,Coal of Africa,1.90,6.5,1.87,1.91,-,,-,-,-,-
6.59,1.05,Cudeco Ltd,5.46,1,5.45,5.46,-,,-,-,-,-
1.165,0.30,Eastern Star Gas,0.845,-1.5,0.845,0.855,-,,-,-,-,-
28.28,13.75,Energy Res,23.28,-5,23.03,23.56,34,f,4.79,-,1.46,14.3
0.72,0.175,Energy World Corp,0.435,-1.5,0.435,0.46,-,,-,-,-,-
