50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4439.4 at 16:38 25/6/2010  Report at 19:05 Friday 25/6/2010. Processed 21:30 Friday 25/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.285,Alumina Ltd,1.585,-2,1.585,1.59,2,f,-,1.21,1.26,-
3.58,1.74,Andean Res Ltd,3.32,2,3.25,3.33,-,,-,-,-,-
1.30,1.00,Aneka Tambang cdi,1.20,,-,-,1.37,,0.51,0.10,1.14,171.4
10.50,7.65,Anglogold Ashanti,10.15,23,10.15,10.21,3.87,,-,8.69,0.38,-
7.95,3.74,Aquarius Platinum,6.31,-27,6.22,6.51,2.26,,9.20,-,0.36,30.4
11.38,4.727,Aquila Res,8.55,-7,8.51,8.55,-,,-,-,-,-
5.31,3.04,Arrow Energy,4.85,,4.82,4.87,-,,-,2.13,-,31.5
3.05,1.475,Atlas Iron Ltd,2.18,-6,2.17,2.18,-,,-,-,-,-
2.64,1.48,Avoca Res,2.62,3,2.56,2.62,-,,-,0.79,-,21.0
3.17,1.795,AWE Ltd,1.805,-7,1.805,1.835,-,,-,1.74,-,126.2
1.04,0.655,Beach Energy Ltd,0.735,-1.5,0.735,0.74,1.75,p,9.17,1.27,2.38,4.6
44.93,31.33,BHP Billiton Ltd,38.80,-85,38.79,38.84,95.15,f,1.95,8.76,2.45,20.9
5.00,2.07,Centennial Coal,4.55,-15,4.54,4.57,8,p,1.98,1.87,1.76,28.8
2.61,1.36,CGA Min Ltd,2.28,,2.29,2.48,-,,-,-,-,122.6
108.50,74.06,Coal & Allied Ind  ,93.83,-76,93.63,95.70,510,f,1.33,16.99,5.44,13.9
2.60,1.40,Coal of Africa,1.85,-4,1.82,1.89,-,,-,-,-,-
6.59,2.40,Cudeco Ltd,4.69,,4.67,4.69,-,,-,-,-,1116.7
1.165,0.615,Eastern Star Gas,0.84,-1,0.835,0.84,-,,-,-,-,-
27.37,12.51,Energy Res,13.97,-37,13.90,14.15,39,f,3.66,5.10,2.79,9.8
4.78,2.18,Equinox Min Ltd cdi,4.30,-19,4.28,4.32,-,,-,-,-,-
150.00,110.60,ETFS Metals etfs gold,140.57,231,140.00,141.00,-,,-,-,-,222.5
11.45,5.495,Extract Res,6.68,-15,6.62,6.80,-,,-,-,-,-
5.57,3.25,Fortescue Metals Grp,4.36,-18,4.36,4.37,-,,-,-,-,-
1.45,0.695,Gindalbie Metals,1.205,-4.5,1.20,1.205,-,,-,-,-,-
12.48,4.52,Gloucester Coal,12.44,-1,12.40,12.44,13.5,,5.06,2.21,1.09,18.2
0.785,0.235,Grange Res,0.535,-1,0.525,0.54,-,,-,-,-,1.8
5.14,2.70,Iluka Res,4.83,3,4.70,4.88,-,,-,2.58,-,-
12.10,4.51,Karoon Gas Aust,6.50,-13,6.49,6.53,-,,-,-,-,-
10.90,6.26,Kingsgate Cons,10.43,-2,10.43,10.52,30,,2.73,2.69,2.88,12.7
4.47,2.41,Lihir Gold Ltd,4.44,7,4.44,4.45,2.96,,-,1.22,0.67,-
0.72,0.30,Lynas Corp,0.595,4.5,0.59,0.595,-,,-,-,-,-
17.17,6.03,Macarthur Coal,12.09,-25,12.00,12.10,21,f,2.16,4.15,1.74,26.7
4.89,1.991,Medusa Min Ltd,4.40,-9,4.40,4.50,-,,-,0.91,-,12.4
1.39,0.58,Minara Res,0.685,-0.5,0.675,0.685,-,,-,0.74,-,16.5
3.43,1.87,Mirabela Nickel,2.13,-7,2.13,2.18,-,,-,-,-,-
2.09,0.80,Mount Gibson Iron,1.64,-6.5,1.64,1.645,-,,-,0.78,-,25.0
3.12,1.18,Murchison Metals,2.15,-9,2.14,2.17,-,,-,-,-,-
5.50,3.804,New Hope Corp,4.60,-2,4.58,4.60,9.5,f,3.05,2.67,2.07,15.9
39.75,28.47,Newcrest Min,36.00,35,35.93,36.01,20,,2.77,9.20,0.56,65.0
3.90,0.845,OceanaGold Corp cdi,3.64,-3,3.62,3.66,-,,-,2.35,-,10.2
6.93,4.97,Oil Search Ltd,5.70,-1,5.65,5.72,4.47,,2.88,-,0.78,44.3
2.13,1.245,OM Hldgs Ltd,1.56,,1.555,1.63,2,,2.79,0.54,1.28,27.9
1.325,0.83,OZ Minerals,1.00,-3,1.00,1.005,-,,-,0.82,-,-
5.18,3.41,Paladin Energy,3.76,-3,3.76,3.78,-,,-,1.58,-,32.2
0.65,0.30,PanAust Ltd,0.51,-0.5,0.51,0.515,-,,-,0.20,-,53.1
2.48,0.685,Perseus Min Ltd,2.41,3,2.39,2.42,-,,-,-,-,-
