50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4483.1 at 16:36 30/8/2010  Report at 19:05 Monday 30/8/2010. Processed 19:15 Monday 30/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.45,Alumina Ltd,1.75,6,1.745,1.75,4.23,f,0.14,1.22,2.42,296.6
4.92,2.00,Andean Res Ltd,4.88,37,4.83,4.90,-,,-,-,-,-
1.30,1.02,Aneka Tambang cdi,1.20,,-,1.30,1.37,,0.51,0.10,1.14,171.4
10.50,7.65,Anglogold Ashanti,9.63,14,8.50,9.70,4.16,,-,8.69,0.43,-
7.95,3.89,Aquarius Platinum,4.81,19,4.65,4.85,2.26,,3.16,-,0.47,67.3
11.38,5.955,Aquila Res,8.76,51,8.67,8.87,-,,-,-,-,-
6.35,5.50,Aston Res Ltd,6.07,-1,5.96,6.07,-,,-,-,-,-
3.05,1.57,Atlas Iron Ltd,2.15,11,2.14,2.15,-,,-,-,-,-
3.10,1.48,Avoca Res,3.00,7,2.97,3.01,-,,-,0.79,-,24.0
3.17,1.465,AWE Ltd,1.60,5,1.595,1.62,-,,-,1.60,-,-
1.04,0.595,Beach Energy Ltd,0.65,4.5,0.65,0.655,1.75,p,9.17,1.27,2.69,4.0
44.93,35.58,BHP Billiton Ltd,37.87,57,37.85,37.89,98.54,f,2.72,10.21,2.60,14.1
6.07,3.05,Centennial Coal,6.05,3,6.03,6.06,8,p,1.69,1.90,1.32,44.8
2.61,1.52,CGA Min Ltd,2.14,-9,2.13,2.30,-,,-,-,-,115.1
0.444,0.235,Citadel Resource Grp,0.335,,0.335,0.34,-,,-,-,-,-
100.98,74.06,Coal & Allied Ind  ,97.40,142,96.51,97.90,800,f,1.10,19.26,8.21,11.1
2.60,1.275,Coal of Africa,1.32,,1.28,1.34,-,,-,-,-,-
1.055,0.615,Eastern Star Gas,0.83,3,0.825,0.83,-,,-,-,-,-
27.15,12.51,Energy Res,13.32,30,13.29,13.33,33,f,2.66,-,2.48,15.2
5.31,2.80,Equinox Min Ltd cdi,5.08,28,5.07,5.10,-,,-,-,-,70.4
150.00,110.77,ETFS Metals etfs gold,134.12,-178,134.10,134.95,-,,-,-,-,212.3
11.45,6.03,Extract Res,6.34,-5,6.32,6.36,-,,-,-,-,-
5.57,3.28,Fortescue Metals Grp,4.71,13,4.70,4.71,-,,-,0.51,-,21.3
1.45,0.785,Gindalbie Metals,0.92,3,0.915,0.925,-,,-,-,-,-
12.53,5.148,Gloucester Coal,12.40,,12.40,12.46,-,,-,1.99,-,31.1
5.59,3.22,Iluka Res,5.49,10,5.35,5.51,-,,-,2.57,-,-
4.153,2.45,Ivanhoe Aust,2.60,9,2.60,2.61,-,,-,-,-,-
11.45,4.51,Karoon Gas Aust,6.81,40,6.80,6.83,-,,-,-,-,-
10.90,7.01,Kingsgate Cons,9.92,27,9.81,10.00,30,,2.73,2.69,3.02,12.1
4.51,2.57,Lihir Gold Ltd,4.48,10,4.48,4.79,2.96,,-,1.22,0.66,-
1.05,0.375,Lynas Corp,1.04,7,1.03,1.04,-,,-,-,-,-
17.17,7.84,Macarthur Coal,11.28,8,11.26,11.29,25,f,1.97,4.34,2.22,22.9
4.89,2.227,Medusa Min Ltd,3.94,2,3.93,3.99,-,,-,0.91,-,11.1
0.94,0.514,Minara Res,0.745,1.5,0.735,0.745,-,,-,0.74,-,17.9
3.43,1.645,Mirabela Nickel,1.765,9.5,1.755,1.765,-,,-,1.59,-,19.3
2.09,0.955,Mount Gibson Iron,1.78,3.5,1.78,1.795,-,,-,0.86,-,14.5
5.50,3.92,New Hope Corp,4.62,6,4.58,4.67,9.5,f,3.05,2.67,2.06,15.9
39.75,29.27,Newcrest Min,36.01,73,35.82,36.03,25,,4.61,10.19,0.69,31.3
3.90,0.845,OceanaGold Corp cdi,3.41,7,3.41,3.42,-,,-,2.35,-,80.8
6.93,4.97,Oil Search Ltd,5.92,19,5.90,5.93,4.47,,3.07,-,0.76,43.2
