50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4462.1 at 16:37 20/8/2010  Report at 19:05 Friday 20/8/2010. Processed 08:31 Saturday 21/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.45,Alumina Ltd,1.755,-2.5,1.755,1.76,4.22,f,0.14,1.22,2.40,297.5
4.52,2.00,Andean Res Ltd,4.33,8,4.25,4.37,-,,-,-,-,-
1.30,1.02,Aneka Tambang cdi,1.20,,-,1.30,1.37,,0.51,0.10,1.14,171.4
10.50,7.65,Anglogold Ashanti,9.85,27,9.54,9.90,3.87,,-,8.69,0.39,-
7.95,3.89,Aquarius Platinum,4.63,-6,4.61,4.69,2.26,,3.16,-,0.49,64.8
11.38,5.846,Aquila Res,8.34,-30,8.32,8.36,-,,-,-,-,-
5.31,3.26,Arrow Energy,4.68,,-,-,-,,-,2.13,-,30.4
6.09,5.50,Aston Res Ltd def,6.05,18,6.00,6.09,-,,-,-,-,-
3.05,1.57,Atlas Iron Ltd,2.08,-8,2.08,2.10,-,,-,-,-,-
3.10,1.48,Avoca Res,3.02,2,3.01,3.05,-,,-,0.79,-,24.2
3.17,1.465,AWE Ltd,1.615,-6.5,1.615,1.625,-,,-,1.74,-,112.9
1.04,0.64,Beach Energy Ltd,0.64,-2,0.64,0.65,1.75,p,9.17,1.27,2.73,4.0
44.93,35.58,BHP Billiton Ltd,37.90,-40,37.88,37.90,95.15,f,1.95,8.76,2.51,20.5
6.07,3.05,Centennial Coal,6.03,,6.03,6.04,8,p,1.69,1.90,1.33,44.7
2.61,1.52,CGA Min Ltd,2.15,,2.12,2.20,-,,-,-,-,115.6
0.444,0.235,Citadel Resource Grp,0.31,-1,0.305,0.315,-,,-,-,-,-
100.98,74.06,Coal & Allied Ind  ,98.80,256,95.51,99.12,800,f,1.10,19.26,8.10,11.3
2.60,1.285,Coal of Africa,1.415,-5.5,1.40,1.425,-,,-,-,-,-
1.105,0.615,Eastern Star Gas,0.85,-2.5,0.85,0.86,-,,-,-,-,-
27.15,12.51,Energy Res,13.72,-3,13.57,13.77,33,f,2.66,-,2.41,15.6
5.31,2.80,Equinox Min Ltd cdi,4.97,-19,4.95,4.99,-,,-,-,-,68.8
150.00,110.60,ETFS Metals etfs gold,135.00,156,135.00,135.01,-,,-,-,-,213.7
11.45,6.29,Extract Res,6.52,-26,6.52,6.68,-,,-,-,-,-
5.57,3.28,Fortescue Metals Grp,4.64,,4.60,4.65,-,,-,-,-,-
1.45,0.785,Gindalbie Metals,0.94,0.5,0.94,0.945,-,,-,-,-,-
12.53,5.148,Gloucester Coal,12.45,-3,12.40,12.48,-,,-,1.99,-,31.2
5.59,3.22,Iluka Res,5.36,-15,5.27,5.45,-,,-,2.58,-,-
4.153,2.037,Ivanhoe Aust,2.90,-10,2.89,2.94,-,,-,-,-,-
11.45,4.51,Karoon Gas Aust,6.73,-29,6.70,6.82,-,,-,-,-,-
10.90,6.46,Kingsgate Cons,9.81,-16,9.75,9.92,30,,2.73,2.69,3.06,12.0
4.48,2.47,Lihir Gold Ltd,4.43,5,4.42,4.44,2.96,,-,1.22,0.67,-
1.05,0.375,Lynas Corp,0.99,-1.5,0.985,0.99,-,,-,-,-,-
17.17,7.84,Macarthur Coal,12.44,-45,12.42,12.47,21,f,2.16,4.15,1.69,27.5
4.89,2.227,Medusa Min Ltd,3.73,-19,3.73,3.84,-,,-,0.91,-,10.5
0.94,0.514,Minara Res,0.77,-1,0.77,0.78,-,,-,0.74,-,18.5
2.09,0.955,Mount Gibson Iron,1.75,-3,1.735,1.755,-,,-,0.86,-,14.2
3.12,1.33,Murchison Metals,1.57,-3.5,1.565,1.59,-,,-,-,-,-
5.50,3.92,New Hope Corp,4.68,-8,4.65,4.72,9.5,f,3.05,2.67,2.03,16.1
39.75,28.67,Newcrest Min,35.78,42,35.75,35.80,25,,4.61,10.19,0.70,31.1
3.90,0.845,OceanaGold Corp cdi,3.34,4,3.33,3.35,-,,-,2.35,-,79.1
6.93,4.97,Oil Search Ltd,5.88,-9,5.85,5.88,4.47,,2.88,-,0.76,45.7
2.13,1.335,OM Hldgs Ltd,1.475,0.5,1.47,1.49,2,,2.79,0.54,1.36,26.4
1.325,0.945,OZ Minerals,1.215,-3.5,1.21,1.215,-,,-,0.82,-,-
5.18,3.37,Paladin Energy,3.87,-13,3.87,3.92,-,,-,1.58,-,33.2
0.65,0.385,PanAust Ltd,0.58,-1.5,0.575,0.58,-,,-,0.20,-,60.4
2.71,0.82,Perseus Min Ltd,2.68,10,2.67,2.68,-,,-,-,-,-
81.25,55.20,Rio Tinto Ltd,71.58,-160,71.50,71.60,100.83,f,4.61,15.37,1.41,15.4
11.24,5.12,Riversdale Min,9.18,-20,9.14,9.20,-,,-,2.04,-,-
5.94,1.45,Sandfire Res,5.13,-13,5.09,5.13,-,,-,-,-,-
16.10,11.24,Santos Ltd,14.08,-21,14.04,14.10,42,f,1.24,-,2.98,27.0
5.83,3.52,Western Areas NL,4.93,-10,4.85,4.95,3,,-,0.63,0.61,-
3.84,1.955,White Energy Co,3.39,-10,3.27,3.40,-,,-,-,-,-
6.47,3.21,Whitehaven Coal,6.24,-4,6.15,6.25,8.8,f,3.22,2.09,1.41,22.0
53.869,39.63,Woodside Pet,43.22,-21,43.16,43.24,109.68,f,2.45,16.79,2.54,16.1
12.65,8.05,Zimplats Hldgs,10.62,7,10.62,11.75,-,,-,-,-,30.2
