50 Leading Mining & Oil Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4290.1 at 2012-08-02T16:59:36. Report at Thursday, August 2, 2012. Processed Friday at 2012-08-03T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
12.30,4.66,Alacer Gold cdi,5.98,+9,5.97,5.98,,,,,,20.9,,
1.975,.625,Alumina,.705,+3.5,.705,.71,5.68,f,.90,1.04,8.06,13.8,,
9.48,6.02,Anglogold Ashanti cdi,6.40,,6.00,6.45,11.59,,170.76,14.62,1.81,.3,,
6.83,1.86,Aquila Res,2.23,+2,2.23,2.24,,,,,,,,
3.97,1.615,Atlas Iron,1.75,+6.5,1.75,1.755,3.00,,7.20,.02,1.71,8.1,,
4.26,2.11,Aurora Oil & Gas,3.45,+8,3.43,3.45,,,,,,46.7,,
1.995,.872,AWE,1.54,+6.5,1.54,1.545,,f,,1.65,,,,
1.763,.815,Beach Energy,1.135,+5,1.135,1.14,1.75,f,2.43,1.19,1.54,26.7,,
.885,.52,Beadell Resources,.645,+.5,.64,.645,,,,,,,,
40.27,30.09,BHP Billiton,32.02,+32,32.02,32.03,103.08,f,3.85,11.69,3.22,8.1,,
3.85,.52,Buru Energy,3.26,-9,3.26,3.27,,,,,,,,
,,Calibre Grp def,1.50,,1.45,1.57,,,,,,,,
2.90,1.555,CGA Min,2.05,+1,2.00,2.10,,,,.73,,51.5,,
1.935,.51,Coalspur Mines,.725,+6,.72,.725,,,,,,,,
4.33,2.72,CuDECO,3.38,+7,3.36,3.38,,,,,,,,
1.815,1.05,Discovery Metals,1.31,+.5,1.305,1.31,,,,,,,,
1.58,.425,Drillsearch Energy,1.14,-.5,1.12,1.145,,,,,,,,
2.748,1.135,Energy Res,1.36,+1.5,1.355,1.365,,,,,,6.0,,
.86,.315,Energy World Corp,.46,+1,.455,.46,,,,.24,,79.3,,
178.24,146.61,ETFS Physical Gold,147.72,-86,147.60,148.92,,,,,,233.8,,
2.07,1.24,Evolution Mining,1.56,+5,1.555,1.56,,,,1.58,,,,
6.28,3.84,Fortescue Metals Grp,4.37,+22,4.36,4.38,8.00,f,5.74,.51,1.83,9.5,,
.78,.375,Gindalbie Metals,.40,+.5,.395,.40,,,,,,133.3,,
.555,.38,Gold One Int'l,.485,-.5,.45,.485,,,,.23,,8.1,,
19.055,7.72,Iluka Res,9.25,-15,9.24,9.25,75.00,f,1.73,3.65,8.11,7.1,,
5.93,2.91,Independence Grp,3.12,+7,3.11,3.12,5.00,f,,3.38,1.60,,,
6.85,2.60,Karoon Gas Aust,3.82,+6,3.81,3.82,,,,,,,,
9.50,3.90,Kingsgate Cons,4.09,+14,4.08,4.09,15.00,,2.12,4.83,3.67,12.9,,
2.07,.735,Lynas Corp,.825,-.5,.825,.83,,,,,,,,
8.41,4.31,Medusa Min,5.04,+4,5.03,5.04,10.00,,3.67,1.51,1.98,13.7,,
1.695,.82,Mount Gibson Iron,.95,,.95,.955,6.00,f,3.43,.46,6.32,4.6,,
6.420,3.71,New Hope Corp,4.00,-5,4.00,4.06,11.00,f,2.15,2.67,2.75,16.9,,
41.039,20.89,Newcrest Min,23.52,+6,23.50,23.52,32.00,,4.60,14.26,1.36,16.0,,
1.65,.60,Northern Iron,1.14,-1,1.135,1.15,,,,,,135.7,,
2.84,1.705,OceanaGold Corp cdi,2.03,+3,2.03,2.04,,,,1.83,,22.4,,
7.58,5.43,Oil Search,7.07,+10,7.06,7.09,3.86,,3.91,,.55,46.8,,
12.44,7.32,OZ Minerals,7.73,+18,7.73,7.75,60.00,,1.43,8.08,7.76,9.0,,
2.35,1.05,Paladin Energy,1.19,+3.5,1.19,1.20,,,,1.44,,,,
3.84,2.19,PanAust,2.44,+8,2.43,2.44,,,,1.46,,11.0,,
4.05,2.12,Perseus Min,2.35,+5,2.34,2.35,,,,,,136.6,,
4.68,2.34,Regis Res,4.45,+10,4.44,4.45,,,,,,31.5,,
2.21,1.18,Resolute Min,1.34,+3,1.34,1.345,,,,,,6.7,,
74.79,50.22,Rio Tinto,54.41,+88,54.35,54.41,134.01,f,2.23,19.14,2.46,18.2,,
8.43,5.52,Sandfire Res,7.05,+10,7.02,7.05,,,,,,,,
14.63,10.04,Santos,10.80,+7,10.77,10.81,30.00,f,2.83,,2.78,12.7,,
1.193,.312,Senex Energy,.63,+3,.63,.635,,,,,,,,
3.87,2.02,Silver Lake Res,2.85,+15,2.84,2.85,,,,.60,,19.2,,
3.00,1.80,Sphere Minerals,3.00,,3.00,3.00,,,,,,,,
2.58,1.29,St Barbara,1.40,+3,1.40,1.415,,,,1.47,,6.2,,
.495,.27,Sundance Res,.335,,,,,,,,,,,
6.07,3.41,Western Areas,3.63,+7,3.62,3.63,20.00,,2.54,1.60,5.51,7.1,,
6.053,3.25,Whitehaven Coal,3.55,-3,3.55,3.57,4.10,f,3.20,1.95,1.15,27.1,,
38.70,29.76,Woodside Petroleum,34.25,+67,34.24,34.25,103.39,f,1.81,15.47,3.02,18.3,,
1.70,.80,Yancoal Aust,.89,+4,.89,.895,,,,,,,,
12.95,7.70,Zimplats Hldgs,7.98,,7.50,8.00,,,,,,5.1,,
,
