50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4504.1 at 16:37 24/6/2010  Report at 19:05 Thursday 24/6/2010. Processed 21:16 Thursday 24/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.285,Alumina Ltd,1.605,-1.5,1.60,1.61,2,f,-,1.21,1.25,-
3.58,1.74,Andean Res Ltd,3.30,-4,3.30,3.34,-,,-,-,-,-
1.30,1.00,Aneka Tambang cdi,1.20,,1.05,-,2.94,,0.24,0.10,2.45,171.4
10.50,7.65,Anglogold Ashanti,9.92,-22,9.65,10.21,3.87,,-,8.69,0.39,-
7.95,3.74,Aquarius Platinum,6.58,3,6.50,6.65,2.26,,9.20,-,0.34,31.6
11.38,4.727,Aquila Res,8.62,11,8.56,8.88,-,,-,-,-,-
5.31,3.04,Arrow Energy,4.85,3,4.83,4.89,-,,-,2.13,-,31.5
3.05,1.475,Atlas Iron Ltd,2.24,10,2.24,2.25,-,,-,-,-,-
2.64,1.48,Avoca Res,2.59,1,2.58,2.60,-,,-,0.79,-,20.7
3.17,1.815,AWE Ltd,1.875,-9.5,2.00,1.50,-,,-,1.74,-,131.1
1.04,0.655,Beach Energy Ltd,0.75,-1,0.745,0.75,1.75,p,9.17,1.27,2.33,4.7
44.93,31.33,BHP Billiton Ltd,39.65,51,39.65,39.70,95.15,f,1.95,8.76,2.40,21.4
5.00,2.07,Centennial Coal,4.70,15,4.63,4.72,8,p,1.98,1.87,1.70,29.7
2.61,1.36,CGA Min Ltd,2.28,-7,2.23,2.48,-,,-,-,-,122.6
108.50,74.06,Coal & Allied Ind  ,94.59,109,93.00,95.70,510,f,1.33,16.99,5.39,14.0
2.60,1.40,Coal of Africa,1.89,-2,1.88,1.89,-,,-,-,-,-
6.59,2.40,Cudeco Ltd,4.69,1,4.68,4.74,-,,-,-,-,1116.7
1.165,0.615,Eastern Star Gas,0.85,2,0.845,0.85,-,,-,-,-,-
27.37,12.51,Energy Res,14.34,12,14.23,14.41,39,f,3.66,5.10,2.72,10.0
4.78,2.18,Equinox Min Ltd cdi,4.49,6,4.46,4.50,-,,-,-,-,-
150.00,110.60,ETFS Metals etfs gold,138.26,-85,137.84,139.49,-,,-,-,-,218.9
11.45,5.495,Extract Res,6.83,3,6.80,7.00,-,,-,-,-,-
5.57,3.25,Fortescue Metals Grp,4.54,11,4.52,4.55,-,,-,-,-,-
1.45,0.695,Gindalbie Metals,1.25,7,1.245,1.25,-,,-,-,-,-
12.48,4.52,Gloucester Coal,12.45,,12.45,12.46,13.5,,5.06,2.21,1.08,18.2
0.785,0.235,Grange Res,0.545,1,0.545,0.55,-,,-,-,-,1.8
5.14,2.70,Iluka Res,4.80,11,4.70,4.88,-,,-,2.58,-,-
12.10,4.51,Karoon Gas Aust,6.63,-6,6.59,6.64,-,,-,-,-,-
10.90,6.26,Kingsgate Cons,10.45,1,10.39,10.56,30,,2.73,2.69,2.87,12.7
4.44,2.41,Lihir Gold Ltd,4.37,4,4.36,4.38,2.96,,-,1.22,0.68,-
0.72,0.30,Lynas Corp,0.55,1,0.545,0.55,-,,-,-,-,-
17.17,6.03,Macarthur Coal,12.34,74,12.20,12.35,21,f,2.16,4.15,1.70,27.2
4.89,1.909,Medusa Min Ltd,4.49,5,4.41,4.49,-,,-,0.91,-,12.7
1.39,0.58,Minara Res,0.69,1.5,0.69,0.695,-,,-,0.74,-,16.6
3.43,1.87,Mirabela Nickel,2.20,8,2.12,2.24,-,,-,-,-,-
2.09,0.80,Mount Gibson Iron,1.705,6.5,1.70,1.705,-,,-,0.78,-,26.0
3.12,1.18,Murchison Metals,2.24,3,2.24,2.25,-,,-,-,-,-
5.50,3.804,New Hope Corp,4.62,-7,4.50,4.65,9.5,f,3.05,2.67,2.06,15.9
39.75,28.47,Newcrest Min,35.65,27,35.64,35.69,20,,2.77,9.20,0.56,64.4
3.90,0.845,OceanaGold Corp cdi,3.67,-6,3.65,3.79,-,,-,2.35,-,10.3
6.93,4.97,Oil Search Ltd,5.71,-1,5.65,5.72,4.47,,2.88,-,0.78,44.4
2.13,1.245,OM Hldgs Ltd,1.56,-2,1.55,1.59,2,,2.79,0.54,1.28,27.9
1.325,0.83,OZ Minerals,1.03,1,1.03,1.035,-,,-,0.82,-,-
5.18,3.41,Paladin Energy,3.79,,3.78,3.80,-,,-,1.58,-,32.5
0.65,0.30,PanAust Ltd,0.515,,0.515,0.52,-,,-,0.20,-,53.6
2.48,0.685,Perseus Min Ltd,2.38,-6,2.37,2.40,-,,-,-,-,-
81.25,46.40,Rio Tinto Ltd,71.73,119,71.73,71.87,51.56,f,5.97,13.56,0.72,23.3
11.35,4.95,Riversdale Min,11.35,81,11.10,11.36,-,,-,2.04,-,-
16.10,11.24,Santos Ltd,12.81,3,12.79,12.87,42,f,1.24,-,3.28,24.6
0.395,0.169,St Barbara Ltd,0.37,,0.365,0.37,-,,-,0.21,-,-
6.60,3.61,Western Areas NL,4.08,1,4.07,4.09,3,,-,0.63,0.74,-
3.84,1.57,White Energy Co,3.40,,3.31,3.43,-,,-,-,-,-
6.05,2.88,Whitehaven Coal,5.19,11,5.05,5.21,8.8,f,3.22,2.09,1.70,18.3
53.869,38.795,Woodside Pet,44.56,-9,44.41,44.78,110,f,2.35,-,2.47,17.2
12.65,7.50,Zimplats Hldgs,10.60,-10,10.01,10.65,-,,-,-,-,30.2
