50 Leading Mining & Oil Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4359.4 at 2012-02-13T16:35:37. Report at Monday, February 13, 2012. Processed Tuesday at 2012-02-14T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
12.30,7.60,Alacer Gold cdi,8.78,+26,8.72,8.79,,,,,,,,
2.72,1.085,Alumina,1.215,+1,1.215,1.22,6.83,f,.28,1.14,5.62,64.6,,
1.25,1.217,Aneka Tambang cdi,1.25,,,,3.28,,.79,,2.62,48.1,,
9.80,6.50,Anglogold Ashanti cdi,8.30,-10,7.60,8.65,6.82,,8.19,2.60,.82,14.9,,
6.79,2.17,Aquarius Platinum,2.23,-10,2.22,2.29,3.76,,,,1.69,,,
9.236,3.927,Aquila Res,5.89,+9,5.86,5.90,,,,,,,,
12.22,8.17,Aston Res,9.65,+9,9.16,9.70,,,,,,7.6,,
4.34,2.58,Atlas Iron,3.35,+8,3.34,3.36,3.00,,8.90,1.98,.90,12.5,,
3.71,2.11,Aurora Oil & Gas,3.17,+5,3.16,3.17,,,,,,183.2,,
1.807,.872,AWE,1.61,-2,1.60,1.645,,f,,1.66,,,,
1.64,.79,Beach Energy,1.60,+2.5,1.595,1.60,1.75,f,,1.15,1.09,,,
49.81,33.68,BHP Billiton,36.66,+36,36.65,36.70,103.03,f,3.86,11.69,2.81,9.2,,
3.35,1.785,CGA Min,2.19,,2.10,2.19,,,,.68,,12.0,,
2.15,1.20,Coalspur Mines,1.66,+1.5,1.65,1.66,,,,,,,,
1.685,.95,Discovery Metals,1.645,-.5,1.645,1.66,,,,,,,,
7.68,1.135,Energy Res,1.295,-.5,1.295,1.30,,,,,,,,
.76,.37,Energy World Corp,.68,,.675,.685,,,,,,42.0,,
2.07,1.216,Evolution Min,1.90,-3,1.85,1.91,,,,,,,,
10.80,5.90,Extract Res,8.58,,8.58,8.60,,,,,,,,
6.99,3.95,Fortescue Metals Grp,5.50,+26,5.50,5.51,7.00,f,4.37,.73,1.27,18.0,,
1.217,.455,Gindalbie Metals,.695,+1.5,.69,.695,,,,,,45.1,,
12.641,6.17,Gloucester Coal,8.32,+3,8.29,8.36,,,,6.62,,21.7,,
.555,.305,Gold One Int'l,.485,+.5,.465,.495,,,,,,13.4,,
.85,.37,Grange Res,.595,,.595,.60,2.00,,1.73,.49,3.36,17.2,,
19.46,9.40,Iluka Res,17.80,+6,17.70,17.82,28.00,,1.61,2.91,1.57,39.4,,
7.09,3.58,Independence Grp,4.24,+5,4.24,4.25,7.00,f,.56,4.47,1.65,109.0,,
2.40,.82,Intrepid Mines,1.385,+5,1.385,1.39,,,,,,,,
3.49,.805,Ivanhoe Aust,1.90,+.5,1.89,1.90,,,,,,,,
7.74,2.60,Karoon Gas Aust,5.36,+6,5.18,5.36,,,,,,,,
9.95,5.62,Kingsgate Cons,7.90,,7.70,7.94,15.00,,1.25,4.43,1.90,42.2,,
2.70,.857,Lynas Corp,1.355,-3.5,1.355,1.36,,,,,,,,
8.71,4.31,Medusa Min,6.17,+13,6.16,6.22,10.00,,5.47,1.37,1.62,11.3,,
2.28,1.115,Mount Gibson Iron,1.34,-1,1.34,1.345,6.00,f,3.43,.46,4.48,6.5,,
6.420,4.397,New Hope Corp,5.80,-5,5.76,5.80,10.25,f,5.91,2.79,1.77,9.6,,
42.680,29.51,Newcrest Min,35.10,+109,35.00,35.11,32.00,,4.60,14.26,.91,23.8,,
3.06,1.86,OceanaGold Corp cdi,2.43,+1,2.37,2.43,,,,1.69,,11.7,,
7.64,5.43,Oil Search,6.60,+8,6.51,6.61,3.96,,4.37,,.60,38.1,,
14.45,1.253,OZ Minerals,11.50,+9,11.45,11.55,70.00,,1.32,8.02,6.09,12.5,,
5.47,1.11,Paladin Energy,1.80,+2,1.795,1.805,,,,1.59,,,,
4.32,.66,PanAust,3.74,-3,3.74,3.75,,,,1.25,,27.1,,
4.05,2.28,Perseus Min,2.85,+5,2.84,2.85,,,,,,,,
4.31,1.82,Regis Res,4.17,+3,4.14,4.18,,,,,,48.8,,
2.21,.96,Resolute Min,2.14,+1,2.11,2.14,,,,.76,,15.5,,
89.04,58.52,Rio Tinto,70.43,+45,70.40,70.60,134.01,f,2.23,19.14,1.90,23.6,,
8.62,5.52,Sandfire Res,8.27,+22,8.10,8.30,,,,,,,,
16.90,10.11,Santos,13.97,+8,13.90,13.97,30.00,f,3.11,,2.15,15.0,,
.90,.300,Senex Energy,.845,+1.5,.84,.845,,,,,,,,
3.87,1.57,Silver Lake Res,3.62,+1,3.57,3.63,,,,.27,,41.0,,
3.12,1.06,Sphere Minerals,3.00,,,,,,,,,,,
2.58,1.71,St Barbara,2.37,+2,2.34,2.37,,,,1.34,,11.3,,
.54,.30,Sundance Res,.42,,.415,.42,,,,,,,,
7.48,4.05,Western Areas,5.75,+1,5.68,5.75,25.00,,3.00,1.59,4.35,7.7,,
7.32,4.85,Whitehaven Coal,5.61,+3,5.51,5.66,7.40,f,.27,2.01,1.32,280.5,,
50.85,29.76,Woodside Petroleum,35.58,+18,35.55,35.59,106.93,f,1.51,14.06,3.01,22.1,,
16.45,8.35,Zimplats Hldgs,9.50,-100,9.50,11.00,,,,,,5.5,,
,
