50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4646.9 at 16:47 30/10/2009  Report at 19:05 Friday 30/10/2009. Processed 22:34 Friday 30/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.231,0.683,Alumina Ltd,1.675,4.5,1.67,1.68,12,,0.79,1.30,7.16,17.8
2.54,0.43,Andean Res Ltd,2.22,12,2.18,2.22,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.15,-,2.97,,0.12,-,2.68,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,8.74,,8.52,9.48,3.36,,-,-,0.38,-
6.39,2.183,Aquarius Platinum,5.00,24,4.97,5.14,12.08,,-,-,2.42,-
8.40,1.90,Aquila Res,7.18,,8.05,6.82,-,,-,-,-,-
4.73,1.845,Arrow Energy,4.11,13,4.08,4.11,-,,-,0.82,-,7.9
2.10,0.405,Atlas Iron Ltd,1.805,10,1.785,1.81,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.61,2,2.61,2.63,-,,-,1.80,-,15.0
1.122,0.678,Beach Pet,0.795,2,0.79,0.795,1.75,p,14.41,-,2.20,3.2
40.28,20.00,BHP Billiton Ltd,37.45,32,37.42,37.47,113.63,f,1.15,8.84,3.03,28.8
2.38,0.57,Centamin Egypt,2.30,15,2.30,2.31,-,,-,-,-,-
4.37,1.51,Centennial Coal,3.19,7,3.17,3.20,11,f,1.77,1.77,3.45,16.4
108.50,67.50,Coal & Allied Ind  ,76.35,195,75.42,76.35,710,f,1.52,15.40,9.30,7.1
2.39,0.73,Coal of Africa,1.865,-3,1.84,1.91,-,,-,-,-,-
6.59,1.05,Cudeco Ltd,5.72,35,5.70,5.73,-,,-,-,-,-
1.165,0.30,Eastern Star Gas,0.855,1,0.85,0.865,-,,-,-,-,-
28.28,13.75,Energy Res,23.35,26,23.31,23.40,34,f,4.79,-,1.46,14.3
0.72,0.175,Energy World Corp,0.49,,0.485,0.495,-,,-,-,-,-
4.37,1.24,Equinox Min Ltd cdi,3.86,12,3.86,3.92,-,,-,-,-,15.2
152.50,105.00,ETFS Metals etfs gold,112.36,-36,112.10,112.49,-,,-,-,-,177.9
11.45,0.785,Extract Res,8.32,-9,8.32,8.35,-,,-,-,-,-
