50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4418.7 at 16:46 20/7/2010  Report at 19:05 Tuesday 20/7/2010. Processed 19:09 Tuesday 20/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.45,Alumina Ltd,1.51,4.5,1.50,1.515,2,f,-,1.21,1.32,-
3.58,1.80,Andean Res Ltd,3.50,16,3.47,3.50,-,,-,-,-,-
1.30,1.00,Aneka Tambang cdi,1.20,,1.20,-,1.37,,0.51,0.10,1.14,171.4
10.50,7.65,Anglogold Ashanti,9.10,-39,8.50,9.52,3.87,,-,8.69,0.43,-
7.95,3.89,Aquarius Platinum,4.51,54,4.51,4.54,2.26,,9.20,-,0.50,21.7
11.38,4.918,Aquila Res,7.27,1,7.27,7.28,-,,-,-,-,-
5.31,3.26,Arrow Energy,4.67,-33,4.66,4.67,-,,-,2.13,-,30.4
3.05,1.57,Atlas Iron Ltd,1.98,6,1.98,1.985,-,,-,-,-,-
2.99,1.48,Avoca Res,2.81,6,2.80,2.82,-,,-,0.79,-,22.5
3.17,1.555,AWE Ltd,1.57,-5,1.57,1.575,-,,-,1.74,-,109.8
1.04,0.655,Beach Energy Ltd,0.68,-0.5,0.68,0.685,1.75,p,9.17,1.27,2.57,4.2
44.93,35.58,BHP Billiton Ltd,38.30,55,38.26,38.35,95.15,f,1.95,8.76,2.48,20.7
5.97,2.47,Centennial Coal,5.93,2,5.92,5.94,8,p,1.98,1.87,1.35,37.5
2.61,1.52,CGA Min Ltd,2.29,9,2.29,2.40,-,,-,-,-,123.1
0.444,0.21,Citadel Resource Grp,0.295,0.5,0.295,0.30,-,,-,-,-,-
108.50,74.06,Coal & Allied Ind  ,98.00,270,96.50,98.00,510,f,1.33,16.99,5.20,14.5
2.60,1.54,Coal of Africa,1.90,1,1.85,1.90,-,,-,-,-,-
1.165,0.615,Eastern Star Gas,0.85,0.5,0.845,0.855,-,,-,-,-,-
27.37,12.51,Energy Res,13.56,7,13.50,13.81,39,f,3.66,5.10,2.88,9.5
0.655,0.25,Energy World Corp,0.425,-1.5,0.42,0.43,-,,-,0.30,-,14.1
4.87,2.69,Equinox Min Ltd cdi,4.69,8,4.68,4.70,-,,-,-,-,-
11.45,6.29,Extract Res,6.57,4,6.41,6.70,-,,-,-,-,-
5.57,3.28,Fortescue Metals Grp,4.13,9,4.13,4.14,-,,-,-,-,-
1.45,0.765,Gindalbie Metals,0.95,2.5,0.95,0.955,-,,-,-,-,-
12.48,5.31,Gloucester Coal,12.45,2,9.00,12.50,-,,-,2.21,-,18.2
5.52,2.97,Iluka Res,5.41,6,5.26,5.45,-,,-,2.58,-,-
5.52,3.65,Independence Grp,5.47,25,5.47,5.49,5,f,5.04,1.30,0.91,21.7
12.10,4.51,Karoon Gas Aust,6.61,20,6.55,6.63,-,,-,-,-,-
10.90,6.32,Kingsgate Cons,9.40,7,9.40,9.43,30,,2.73,2.69,3.19,11.5
4.48,2.41,Lihir Gold Ltd,4.12,-2,4.11,4.12,2.96,,-,1.22,0.72,-
0.72,0.319,Lynas Corp,0.665,1,0.665,0.67,-,,-,-,-,-
17.17,7.23,Macarthur Coal,12.20,15,12.11,12.24,21,f,2.16,4.15,1.72,26.9
4.89,2.182,Medusa Min Ltd,3.90,-3,3.83,3.90,-,,-,0.91,-,11.0
1.39,0.58,Minara Res,0.695,1,0.685,0.695,-,,-,0.74,-,16.7
3.43,1.87,Mirabela Nickel,2.15,1,2.10,2.19,-,,-,-,-,-
2.09,0.93,Mount Gibson Iron,1.44,6,1.44,1.445,-,,-,0.78,-,22.0
3.12,1.33,Murchison Metals,1.815,1.5,1.815,1.825,-,,-,-,-,-
5.50,3.92,New Hope Corp,4.74,4,4.66,4.75,9.5,f,3.05,2.67,2.00,16.3
39.75,28.47,Newcrest Min,33.50,-17,33.48,33.57,20,,2.77,9.20,0.60,60.5
3.90,0.845,OceanaGold Corp cdi,3.10,-12,3.09,3.11,-,,-,2.35,-,8.7
6.93,4.97,Oil Search Ltd,5.79,2,5.77,5.81,4.47,,2.88,-,0.77,45.0
2.13,1.42,OM Hldgs Ltd,1.525,1.5,1.505,1.58,2,,2.79,0.54,1.31,27.3
1.325,0.945,OZ Minerals,1.16,2.5,1.155,1.16,-,,-,0.82,-,-
5.18,3.37,Paladin Energy,3.58,-3,3.56,3.59,-,,-,1.58,-,30.7
0.65,0.365,PanAust Ltd,0.515,2,0.51,0.515,-,,-,0.20,-,53.6
2.48,0.73,Perseus Min Ltd,2.29,12,2.20,2.30,-,,-,-,-,-
81.25,54.61,Rio Tinto Ltd,66.50,147,66.45,66.50,51.56,f,5.97,13.56,0.78,21.6
11.24,5.12,Riversdale Min,9.79,16,9.72,9.96,-,,-,2.04,-,-
16.10,11.24,Santos Ltd,13.87,16,13.85,13.87,42,f,1.24,-,3.03,26.6
0.395,0.179,St Barbara Ltd,0.335,1,0.33,0.34,-,,-,0.21,-,-
6.60,3.52,Western Areas NL,4.32,9,4.26,4.35,3,,-,0.63,0.69,-
3.84,1.955,White Energy Co,2.97,-3,2.96,3.04,-,,-,-,-,-
6.05,2.88,Whitehaven Coal,5.20,10,5.20,5.23,8.8,f,3.22,2.09,1.69,18.4
53.869,39.63,Woodside Pet,41.77,2,41.60,41.79,110,f,2.35,-,2.63,16.1
12.65,7.50,Zimplats Hldgs,10.00,-2,9.50,10.25,-,,-,-,-,28.4
