50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4540.0 at 16:47 3/11/2009  Report at 19:05 Tuesday 3/11/2009. Processed 20:14 Tuesday 3/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.231,0.683,Alumina Ltd,1.625,-1.5,1.62,1.63,12,,0.79,1.30,7.38,17.3
2.54,0.43,Andean Res Ltd,2.24,4,2.17,2.27,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.11,-,2.94,,0.12,-,2.65,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,8.41,-9,8.40,8.85,3.36,,-,-,0.40,-
6.39,2.183,Aquarius Platinum,4.75,5,4.74,4.83,12.08,,-,-,2.54,-
8.40,1.90,Aquila Res,7.33,-17,7.26,7.59,-,,-,-,-,-
4.73,1.845,Arrow Energy,3.99,-2,3.98,4.02,-,,-,0.82,-,7.7
2.10,0.405,Atlas Iron Ltd,1.73,1,1.73,1.735,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.61,3,2.61,2.62,-,,-,1.80,-,15.0
1.122,0.678,Beach Pet,0.77,-0.5,0.77,0.775,1.75,p,14.41,-,2.27,3.1
40.28,20.00,BHP Billiton Ltd,36.74,3,36.71,36.75,113.63,f,1.15,8.84,3.09,28.2
2.38,0.57,Centamin Egypt,2.30,5,2.25,2.30,-,,-,-,-,-
4.37,1.51,Centennial Coal,3.22,9,3.18,3.23,11,f,1.77,1.77,3.42,16.5
108.50,67.50,Coal & Allied Ind  ,75.92,44,75.50,76.30,710,f,1.52,15.40,9.35,7.1
2.39,0.73,Coal of Africa,1.845,4.5,1.81,1.85,-,,-,-,-,-
6.59,1.05,Cudeco Ltd,5.57,7,5.55,5.62,-,,-,-,-,-
1.165,0.30,Eastern Star Gas,0.86,1,0.86,0.87,-,,-,-,-,-
28.28,13.75,Energy Res,23.26,32,23.00,23.68,34,f,4.79,-,1.46,14.3
0.72,0.175,Energy World Corp,0.455,0.5,0.45,0.46,-,,-,-,-,-
4.37,1.24,Equinox Min Ltd cdi,3.74,-8,3.74,3.78,-,,-,-,-,14.8
152.50,105.15,ETFS Metals etfs gold,115.55,245,115.51,115.70,-,,-,-,-,182.9
11.45,0.785,Extract Res,7.82,-18,7.82,7.94,-,,-,-,-,-
17.925,4.65,Felix Res Ltd,17.34,,17.32,17.38,53,f,2.57,2.53,3.06,12.7
4.75,1.16,Fortescue Metals Grp,3.72,,3.72,3.74,-,,-,0.35,-,17.0
1.05,0.32,Gindalbie Metals,0.845,-0.5,0.845,0.85,-,,-,-,-,16.6
0.75,0.23,Gujarat NRE Min,0.65,-2,0.59,0.65,-,,-,0.53,-,-
5.40,2.70,Iluka Res,3.28,-14,3.27,3.32,-,,-,2.70,-,88.6
1.32,0.222,Kagara Ltd,0.99,,0.975,0.99,-,,-,0.74,-,-
12.10,2.03,Karoon Gas Aust,7.50,-10,7.46,7.52,-,,-,-,-,248.3
8.72,2.20,Kingsgate Cons,7.60,30,7.50,7.63,15,f,2.33,2.55,1.97,21.8
3.64,1.565,Lihir Gold Ltd,3.17,13,3.16,3.17,1.52,,-,1.29,0.48,-
0.72,0.075,Lynas Corp,0.47,-2.5,0.465,0.47,-,,-,-,-,-
9.94,2.32,Macarthur Coal,8.57,25,8.50,8.59,13,f,6.10,4.03,1.52,10.8
5.19,0.56,Mantra Res,4.75,53,4.20,4.80,-,,-,-,-,-
3.75,0.41,Medusa Min Ltd,3.44,17,3.43,3.48,-,,-,-,-,13.8
1.39,0.245,Minara Res,0.835,-1,0.83,0.85,-,,-,0.70,-,-
1.055,0.28,Mineral Deposits,0.965,0.5,0.965,0.98,-,,-,0.82,-,-
3.43,0.66,Mirabela Nickel,2.75,2,2.73,2.78,-,,-,-,-,-
1.35,0.19,Mount Gibson Iron,1.21,3.5,1.205,1.215,-,,-,0.73,-,26.5
