50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4887.9 at 16:40 23/3/2010  Report at 19:06 Tuesday 23/3/2010. Processed 19:19 Tuesday 23/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.046,Alumina Ltd,1.71,1.5,1.705,1.715,2,f,-,1.21,1.17,-
2.90,1.31,Andean Res Ltd,2.70,,2.69,2.70,-,,-,-,-,-
1.14,0.97,Aneka Tambang cdi  1:5,1.14,,-,1.30,2.94,,0.24,0.10,2.58,162.9
11.00,7.65,Anglogold Ashanti  5:1,8.40,17,8.15,8.40,3.87,,-,-,0.46,-
7.95,3.469,Aquarius Platinum,6.85,,6.80,6.90,2.26,,9.20,-,0.33,32.9
11.38,2.345,Aquila Res,10.65,-16,10.63,10.72,-,,-,-,-,-
5.31,2.62,Arrow Energy,4.99,-11,4.99,5.00,-,,-,2.13,-,32.4
2.55,1.15,Atlas Iron Ltd,2.45,12,2.43,2.45,-,,-,-,-,-
3.17,2.17,AWE Ltd,2.68,3,2.67,2.69,-,,-,1.74,-,187.4
1.04,0.655,Beach Energy Ltd,0.755,1,0.745,0.755,1.75,p,9.17,1.27,2.32,4.7
44.49,31.25,BHP Billiton Ltd,43.06,47,43.06,43.10,95.15,f,1.95,8.76,2.21,23.2
4.24,1.67,Centennial Coal,4.13,7,4.13,4.14,8,p,1.98,1.87,1.94,26.1
2.59,1.36,CGA Min Ltd,2.09,,2.00,2.12,-,,-,-,-,112.4
108.50,71.38,Coal & Allied Ind  ,90.16,64,90.00,90.95,510,f,1.33,16.99,5.66,13.3
2.59,0.86,Coal of Africa,2.22,4,2.20,2.24,-,,-,-,-,-
6.59,1.85,Cudeco Ltd,4.98,-2,4.98,5.00,-,,-,-,-,1185.7
1.165,0.645,Eastern Star Gas,0.885,-0.5,0.885,0.89,-,,-,-,-,-
16.32,13.01,Eldorado Gold cdi  1:1,13.63,5,13.53,13.70,-,,-,-,-,-
28.28,17.66,Energy Res,19.83,10,19.83,20.00,39,f,3.66,5.10,1.97,13.9
0.72,0.25,Energy World Corp,0.375,0.5,0.37,0.375,-,,-,0.30,-,12.4
4.78,2.04,Equinox Min Ltd cdi,3.87,-3,3.83,3.87,-,,-,-,-,-
