50 Leading Mining & Oil Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5005.5 at 2011-04-07T16:37:42. Report at Thursday, April 7, 2011. Processed Friday at 2011-04-08T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.67,1.45,Alumina Ltd,2.60,-4,2.59,2.60,6.17,f,.22,1.13,2.37,188.4,,
1.365,1.14,Aneka Tambang cdi,1.25,,.125,,1.42,,1.35,.11,1.14,65.4,,
10.50,8.10,Anglogold Ashanti cdi,9.50,-9,9.00,9.70,4.27,,,8.69,.45,,,
7.58,3.89,Aquarius Platinum,5.62,-6,5.60,5.75,8.27,,3.18,,1.47,21.4,,
10.31,6.26,Aquila Res,9.33,-26,9.31,9.36,,,,,,,,
10.21,5.49,Aston Res Ltd,9.90,-7,9.83,9.95,,,,,,27.5,,
4.09,1.68,Atlas Iron Ltd,3.78,-5,3.77,3.80,,,,,,189.0,,
3.37,.46,Aurora Oil & Gas,2.70,-12,2.69,2.70,,,,,,,,
2.87,1.455,AWE Ltd,1.685,-5,1.68,1.69,,,,1.59,,,,
1.97,.49,Bandanna Energy,1.84,-7,1.835,1.845,,,,,,,,
1.105,.595,Beach Energy Ltd,1.075,-2,1.07,1.08,1.75,f,,1.20,1.63,,,
48.03,35.58,BHP Billiton Ltd,47.68,-27,47.62,47.68,94.58,f,3.50,9.91,1.98,14.4,,
6.25,2.55,Brockman Res,5.83,+12,5.70,5.83,,,,,,,,
3.53,2.07,CGA Min Ltd,3.02,,2.89,3.00,,,,,,20.5,,
134.99,83.25,Coal & Allied,124.00,-299,122.67,125.00,588.00,f,1.38,.17,4.74,15.3,,
2.38,.53,Coalspur Mines,2.00,-4,2.00,2.02,,,,,,,,
19.76,6.76,Energy Res,8.03,-3,8.00,8.10,8.00,,3.07,5.00,1.00,32.6,,
7.57,3.40,Equinox Min Ltd cdi,7.48,+2,7.47,7.49,,,,,,20.0,,
10.80,5.96,Extract Res,8.38,+3,8.34,8.39,,,,,,,,
7.34,3.28,Fortescue Metals Grp,6.68,+1,6.68,6.69,3.00,,10.35,.29,.45,21.5,,
1.485,.86,Gindalbie Metals,1.12,-1.5,1.12,1.125,,,,,,,,
13.71,9.42,Gloucester Coal,10.71,-19,10.63,10.94,,,,4.02,,27.7,,
.915,.41,Grange Res,.75,+1,.745,.75,,,,.59,,19.1,,
13.64,4.10,Iluka Res,13.09,,13.01,13.15,8.00,,1.08,2.54,.61,152.2,,
8.35,3.862,Independence Grp,6.85,,6.81,6.85,7.00,f,4.74,2.36,1.02,20.7,,
2.28,.345,Intrepid Mines,2.13,+2,2.07,2.13,,,,.38,,,,
3.741,2.45,Ivanhoe Aust,3.41,-2,3.38,3.44,,,,,,,,
.89,.20,Jupiter Mines,.585,-1.5,.57,.59,,,,,,,,
