50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4767.8 at 16:47 19/11/2009  Report at 19:05 Thursday 19/11/2009. Processed 19:30 Thursday 19/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.00,0.683,Alumina Ltd,1.69,0.5,1.685,1.695,12,,0.79,1.30,7.10,17.9
2.55,0.43,Andean Res Ltd,2.52,1,2.51,2.55,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.11,-,2.94,,0.12,-,2.65,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,9.60,,9.45,9.90,3.33,,-,-,0.35,-
6.39,2.183,Aquarius Platinum,6.28,42,6.24,6.29,12.08,,-,-,1.92,-
9.38,1.90,Aquila Res,9.09,-15,9.05,9.10,-,,-,-,-,-
4.73,1.845,Arrow Energy,4.22,-4,4.22,4.23,-,,-,0.82,-,8.1
2.10,0.405,Atlas Iron Ltd,1.875,-4,1.875,1.885,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.80,3,2.80,2.81,-,,-,1.80,-,16.1
0.956,0.678,Beach Pet,0.835,,0.83,0.835,1.75,p,14.41,-,2.10,3.3
41.36,20.00,BHP Billiton Ltd,40.85,25,40.65,40.85,113.63,f,1.15,8.84,2.78,31.4
2.50,0.57,Centamin Egypt,2.33,-6,2.33,2.34,-,,-,-,-,-
3.66,1.51,Centennial Coal,3.43,-1,3.42,3.44,11,f,1.77,1.77,3.21,17.6
2.15,0.95,CGA Min Ltd,1.95,4.5,1.95,1.98,-,,-,-,-,-
108.50,67.50,Coal & Allied Ind  ,78.00,-23,77.20,78.00,710,f,1.52,15.40,9.10,7.2
2.39,0.73,Coal of Africa,1.91,-1,1.82,1.91,-,,-,-,-,-
6.59,1.08,Cudeco Ltd,5.71,-9,5.70,5.74,-,,-,-,-,-
1.165,0.30,Eastern Star Gas,0.835,-0.5,0.83,0.835,-,,-,-,-,-
28.28,14.51,Energy Res,24.19,-7,24.13,24.39,34,f,4.79,-,1.41,14.9
0.72,0.175,Energy World Corp,0.465,-0.5,0.455,0.465,-,,-,-,-,-
4.37,1.24,Equinox Min Ltd cdi,4.10,16,4.05,4.11,-,,-,-,-,16.2
152.50,110.60,ETFS Metals etfs gold,121.00,105,120.51,121.30,-,,-,-,-,191.5
11.45,0.785,Extract Res,8.10,-24,8.00,8.19,-,,-,-,-,-
17.925,4.65,Felix Res Ltd,16.83,-61,16.79,16.90,53,f,2.57,2.53,3.15,12.4
4.75,1.345,Fortescue Metals Grp,4.30,,4.27,4.30,-,,-,0.35,-,19.6
1.05,0.32,Gindalbie Metals,0.915,-3.5,0.915,0.92,-,,-,-,-,17.9
5.40,2.70,Iluka Res,3.40,,3.38,3.48,-,,-,2.70,-,91.9
1.32,0.222,Kagara Ltd,1.07,1.5,1.055,1.07,-,,-,0.74,-,-
12.10,2.09,Karoon Gas Aust,7.55,-35,7.53,7.60,-,,-,-,-,250.0
9.89,2.20,Kingsgate Cons,9.72,-2,9.70,9.76,15,f,2.33,2.55,1.54,27.9
3.64,1.625,Lihir Gold Ltd,3.56,4,3.55,3.57,1.52,,-,1.29,0.43,-
0.72,0.075,Lynas Corp,0.54,1.5,0.535,0.54,-,,-,-,-,-
10.62,2.32,Macarthur Coal,9.50,-20,9.49,9.58,13,f,6.10,4.03,1.37,12.0
4.40,0.41,Medusa Min Ltd,4.31,11,4.30,4.40,-,,-,-,-,17.2
1.39,0.245,Minara Res,0.855,1,0.85,0.855,-,,-,0.70,-,-
1.075,0.28,Mineral Deposits,1.06,,1.06,1.07,-,,-,0.82,-,-
3.43,0.66,Mirabela Nickel,2.87,-4,2.84,2.96,-,,-,-,-,-
1.645,0.19,Mount Gibson Iron,1.51,-4.5,1.50,1.51,-,,-,0.73,-,33.1
2.18,0.48,Murchison Metals,1.705,-5,1.685,1.71,-,,-,-,-,947.2
5.22,2.649,New Hope Corp,4.45,,4.40,4.45,9.25,f,25.98,3.36,2.08,1.9
37.24,18.33,Newcrest Min,36.01,55,36.00,36.12,15,,3.53,8.95,0.42,67.9
6.93,3.91,Oil Search Ltd,5.92,7,5.90,5.93,7.85,,2.52,-,1.33,29.9
1.975,0.66,OM Hldgs Ltd,1.885,-1.5,1.86,1.915,3,,2.03,0.51,1.59,31.0
1.325,0.40,OZ Min,1.29,-1,1.29,1.295,5,,-,0.80,3.88,-
5.52,1.68,Paladin Energy,4.23,-17,4.21,4.24,-,,-,1.20,-,-
0.545,0.078,PanAust Ltd,0.515,0.5,0.51,0.515,-,,-,0.16,-,-
75.42,23.59,Rio Tinto Ltd,72.60,,72.50,72.64,101.48,,0.45,-,1.40,157.3
7.30,1.555,Riversdale Min,5.78,-9,5.70,5.80,-,,-,1.96,-,3612.5
16.582,10.904,Santos Ltd,15.02,2,14.98,15.03,42,f,5.64,-,2.80,6.3
8.12,2.54,Sino Gold Min Ltd,8.04,-5,7.95,8.05,-,,-,-,-,-
6.60,2.46,Western Areas NL,5.13,-13,5.09,5.14,-,,-,0.60,-,-
3.00,1.175,White Energy Co,2.79,11,2.77,2.80,-,,-,-,-,-
4.49,0.89,Whitehaven Coal,4.46,7,4.41,4.46,8.5,f,7.12,1.68,1.91,7.4
54.32,26.81,Woodside Pet,50.10,58,50.00,50.19,110,f,2.18,11.33,2.20,20.9
11.90,3.50,Zimplats Hldgs,11.89,,11.20,11.89,-,,-,-,-,-
