50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4651.4 at 16:47 11/12/2009  Report at 19:05 Friday 11/12/2009. Processed 18:59 Sunday 13/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.00,0.683,Alumina Ltd,1.565,2,1.56,1.565,12,,0.79,1.30,7.67,16.6
2.72,0.62,Andean Res Ltd,2.54,1,2.50,2.54,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.06,,1.09,-,2.94,,0.12,-,2.77,294.4
11.50,6.80,Anglogold Ashanti cdi 5:1,9.30,,7.00,9.50,3.33,,-,-,0.36,-
7.05,2.926,Aquarius Platinum,6.21,13,6.18,6.21,12.08,,-,-,1.95,-
10.455,1.727,Aquila Res,9.13,39,9.10,9.13,-,,-,-,-,-
4.73,1.95,Arrow Energy,3.89,5,3.88,3.91,-,,-,0.82,-,7.5
2.10,0.73,Atlas Iron Ltd,1.81,5,1.805,1.825,-,,-,-,-,-
3.06,2.11,AWE Ltd,2.71,11,2.70,2.71,-,,-,1.80,-,15.6
0.956,0.678,Beach Pet,0.87,3.5,0.86,0.87,1.75,p,14.41,-,2.01,3.5
42.47,26.64,BHP Billiton Ltd,40.50,54,40.43,40.50,113.63,f,1.15,8.84,2.81,31.1
2.50,0.75,Centamin Egypt,2.05,-3,2.01,2.07,-,,-,-,-,-
3.66,1.51,Centennial Coal,3.37,7,3.36,3.38,11,f,1.77,1.77,3.26,17.3
2.29,0.95,CGA Min Ltd,2.03,,2.02,2.03,-,,-,-,-,-
108.50,67.50,Coal & Allied Ind  ,78.00,25,78.00,78.10,710,f,1.52,15.40,9.10,7.2
2.39,0.73,Coal of Africa,1.725,-0.5,1.71,1.725,-,,-,-,-,-
6.59,1.405,Cudeco Ltd,5.24,25,5.20,5.24,-,,-,-,-,-
