50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4264.9 at 16:46 2/7/2010  Report at 19:05 Friday 2/7/2010. Processed 19:22 Friday 2/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.285,Alumina Ltd,1.51,1,1.51,1.515,2,f,-,1.21,1.32,-
3.58,1.74,Andean Res Ltd,3.14,-11,3.13,3.19,-,,-,-,-,-
1.30,1.00,Aneka Tambang cdi,1.20,,1.20,-,1.37,,0.51,0.10,1.14,171.4
10.50,7.65,Anglogold Ashanti,10.20,10,9.50,10.21,3.87,,-,8.69,0.38,-
7.95,3.74,Aquarius Platinum,5.58,,5.52,5.58,2.26,,9.20,-,0.41,26.8
11.38,4.727,Aquila Res,7.59,1,7.40,7.65,-,,-,-,-,-
5.31,3.04,Arrow Energy,4.86,6,4.85,4.87,-,,-,2.13,-,31.6
3.05,1.51,Atlas Iron Ltd,2.09,2,2.08,2.10,-,,-,-,-,-
2.79,1.48,Avoca Res,2.63,-7,2.61,2.66,-,,-,0.79,-,21.1
3.17,1.705,AWE Ltd,1.735,2.5,1.735,1.74,-,,-,1.74,-,121.3
1.04,0.655,Beach Energy Ltd,0.67,,0.665,0.67,1.75,p,9.17,1.27,2.61,4.2
44.93,31.33,BHP Billiton Ltd,37.09,-2,37.09,37.15,95.15,f,1.95,8.76,2.57,20.0
5.00,2.07,Centennial Coal,4.42,2,4.37,4.45,8,p,1.98,1.87,1.81,28.0
2.61,1.36,CGA Min Ltd,2.27,4,2.00,2.43,-,,-,-,-,122.0
0.465,0.185,Citadel Resource Grp,0.275,1.5,0.27,0.28,-,,-,-,-,-
108.50,74.06,Coal & Allied Ind  ,92.00,,90.60,92.40,510,f,1.33,16.99,5.54,13.6
2.60,1.40,Coal of Africa,1.73,-2,1.66,1.73,-,,-,-,-,-
6.59,2.46,Cudeco Ltd,4.88,17,4.86,4.88,-,,-,-,-,1161.9
1.165,0.615,Eastern Star Gas,0.81,1.5,0.805,0.81,-,,-,-,-,-
27.37,12.51,Energy Res,13.90,45,13.73,14.10,39,f,3.66,5.10,2.81,9.7
