50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4756.1 at 16:33 23/12/2009  Report at 19:05 Wednesday 23/12/2009. Processed 19:17 Wednesday 23/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.00,0.683,Alumina Ltd,1.78,0.5,1.775,1.785,12,,0.79,1.30,6.74,18.9
2.72,0.78,Andean Res Ltd,2.50,5,2.47,2.51,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.06,,1.11,-,2.94,,0.12,-,2.77,294.4
11.50,6.80,Anglogold Ashanti cdi 5:1,9.35,11,8.51,10.00,3.33,,-,-,0.36,-
7.05,3.002,Aquarius Platinum,6.80,-8,6.73,6.85,12.08,,-,-,1.78,-
10.455,1.727,Aquila Res,10.00,11,10.00,10.04,-,,-,-,-,-
4.73,2.05,Arrow Energy,3.95,-5,3.95,3.96,-,,-,0.82,-,7.6
2.10,0.77,Atlas Iron Ltd,1.81,1,1.80,1.81,-,,-,-,-,-
3.06,2.11,AWE Ltd,2.71,3,2.71,2.72,-,,-,1.80,-,15.6
0.956,0.678,Beach Energy Ltd,0.895,,0.89,0.90,1.75,p,14.41,-,1.96,3.6
42.47,26.64,BHP Billiton Ltd,41.92,27,41.85,41.95,113.63,f,1.15,8.84,2.71,32.2
2.50,0.75,Centamin Egypt,2.14,,2.00,2.18,-,,-,-,-,-
3.95,1.51,Centennial Coal,3.87,13,3.87,3.90,11,f,1.77,1.77,2.84,19.8
2.42,1.20,CGA Min Ltd,2.15,-20,2.12,2.25,-,,-,-,-,-
108.50,67.50,Coal & Allied Ind  ,78.00,85,77.35,78.00,710,f,1.52,15.40,9.10,7.2
2.39,0.73,Coal of Africa,1.91,3,1.89,1.91,-,,-,-,-,-
6.59,1.555,Cudeco Ltd,5.01,-6,5.01,5.10,-,,-,-,-,-
1.165,0.42,Eastern Star Gas,0.83,4,0.825,0.83,-,,-,-,-,-
15.62,13.01,Eldorado Gold cdi 1:1,15.42,28,14.80,15.50,-,,-,-,-,-
28.28,16.75,Energy Res,23.28,1,23.25,23.28,34,f,4.79,-,1.46,14.3
4.48,1.48,Equinox Min Ltd cdi,4.28,3,4.20,4.29,-,,-,-,-,16.9
152.50,110.60,ETFS Metals etfs gold,121.15,-50,120.60,121.20,-,,-,-,-,191.8
11.45,1.242,Extract Res,8.12,-14,8.11,8.29,-,,-,-,-,-
17.925,6.187,Felix Res Ltd,16.91,,-,-,53,f,2.57,2.53,3.13,12.4
4.75,1.655,Fortescue Metals Grp,4.38,1,4.37,4.38,-,,-,0.35,-,20.0
