50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4722.6 at 16:47 13/11/2009  Report at 19:05 Friday 13/11/2009. Processed 19:08 Friday 13/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.00,0.683,Alumina Ltd,1.635,-3.5,1.63,1.635,12,,0.79,1.30,7.34,17.4
2.54,0.43,Andean Res Ltd,2.40,8,2.34,2.40,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.11,-,2.94,,0.12,-,2.65,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,9.24,4,9.15,9.45,3.33,,-,-,0.36,-
6.39,2.183,Aquarius Platinum,5.29,-3,5.20,5.32,12.08,,-,-,2.28,-
8.40,1.90,Aquila Res,8.12,3,8.12,8.15,-,,-,-,-,-
4.73,1.845,Arrow Energy,3.88,-8,3.88,3.89,-,,-,0.82,-,7.5
2.10,0.405,Atlas Iron Ltd,1.815,-1.5,1.805,1.825,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.75,-1,2.74,2.75,-,,-,1.80,-,15.8
0.956,0.678,Beach Pet,0.81,-0.5,0.805,0.81,1.75,p,14.41,-,2.16,3.2
40.28,20.00,BHP Billiton Ltd,39.01,-54,39.00,39.01,113.63,f,1.15,8.84,2.91,30.0
2.50,0.57,Centamin Egypt,2.35,-5,2.26,2.40,-,,-,-,-,-
3.66,1.51,Centennial Coal,3.35,-4,3.35,3.38,11,f,1.77,1.77,3.28,17.2
108.50,67.50,Coal & Allied Ind  ,77.50,-50,77.25,78.00,710,f,1.52,15.40,9.16,7.2
2.39,0.73,Coal of Africa,1.90,2,1.875,1.92,-,,-,-,-,-
6.59,1.05,Cudeco Ltd,5.70,-3,5.68,5.80,-,,-,-,-,-
1.165,0.30,Eastern Star Gas,0.87,,0.865,0.87,-,,-,-,-,-
28.28,14.51,Energy Res,23.94,8,23.90,24.00,34,f,4.79,-,1.42,14.7
0.72,0.175,Energy World Corp,0.465,-0.5,0.465,0.47,-,,-,-,-,-
4.37,1.24,Equinox Min Ltd cdi,3.81,-15,3.81,3.82,-,,-,-,-,15.0
152.50,110.60,ETFS Metals etfs gold,116.80,-30,116.79,117.32,-,,-,-,-,184.9
11.45,0.785,Extract Res,8.31,-9,8.11,8.33,-,,-,-,-,-
17.925,4.65,Felix Res Ltd,17.37,1,17.36,17.43,53,f,2.57,2.53,3.05,12.8
4.75,1.16,Fortescue Metals Grp,4.04,-3,4.02,4.04,-,,-,0.35,-,18.4
1.05,0.32,Gindalbie Metals,0.95,,0.95,0.96,-,,-,-,-,18.6
0.70,0.23,Gujarat NRE Min,0.655,,0.595,0.63,-,,-,0.53,-,-
5.40,2.70,Iluka Res,3.33,-5,3.32,3.35,-,,-,2.70,-,90.0
1.32,0.222,Kagara Ltd,1.05,-1.5,1.045,1.06,-,,-,0.74,-,-
12.10,2.09,Karoon Gas Aust,8.18,18,8.16,8.18,-,,-,-,-,270.9
9.45,2.20,Kingsgate Cons,9.39,24,9.26,9.39,15,f,2.33,2.55,1.60,26.9
3.64,1.565,Lihir Gold Ltd,3.36,-8,3.35,3.36,1.52,,-,1.29,0.45,-
0.72,0.075,Lynas Corp,0.505,-0.5,0.50,0.505,-,,-,-,-,-
9.94,2.32,Macarthur Coal,9.63,10,9.35,9.64,13,f,6.10,4.03,1.35,12.1
4.05,0.41,Medusa Min Ltd,3.94,-1,3.88,3.95,-,,-,-,-,15.8
1.39,0.245,Minara Res,0.83,-1,0.825,0.835,-,,-,0.70,-,-
1.075,0.28,Mineral Deposits,1.04,,1.03,1.045,-,,-,0.82,-,-
3.43,0.66,Mirabela Nickel,3.00,-2,2.98,3.04,-,,-,-,-,-
1.445,0.19,Mount Gibson Iron,1.42,2,1.415,1.43,-,,-,0.73,-,31.1
2.18,0.48,Murchison Metals,1.625,,1.625,1.645,-,,-,-,-,902.8
5.22,2.649,New Hope Corp,4.35,,4.30,4.38,9.25,f,25.98,3.36,2.13,1.8
37.24,18.33,Newcrest Min,34.57,-101,34.55,34.60,15,,3.53,8.95,0.43,65.2
6.93,3.91,Oil Search Ltd,5.81,-9,5.81,5.84,7.85,,2.52,-,1.35,29.4
1.975,0.66,OM Hldgs Ltd,1.91,-0.5,1.89,1.935,3,,2.03,0.51,1.57,31.4
1.325,0.40,OZ Min,1.245,-2,1.245,1.25,5,,-,0.80,4.02,-
5.52,1.68,Paladin Energy,4.12,-11,4.11,4.14,-,,-,1.20,-,-
0.545,0.078,PanAust Ltd,0.51,,0.51,0.515,-,,-,0.16,-,-
70.06,23.59,Rio Tinto Ltd,69.52,-32,69.52,69.57,101.48,,0.45,-,1.46,150.7
7.30,1.555,Riversdale Min,5.58,-13,5.55,5.60,-,,-,1.96,-,3487.5
16.582,10.904,Santos Ltd,15.17,-13,15.14,15.25,42,f,5.64,-,2.77,6.4
7.79,2.51,Sino Gold Min Ltd,7.53,-16,7.52,7.54,-,,-,-,-,-
