50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4974.1 at 16:36 6/4/2010  Report at 19:06 Tuesday 6/4/2010. Processed 20:10 Tuesday 6/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.08,Alumina Ltd,1.835,7,1.825,1.84,2,f,-,1.21,1.09,-
3.16,1.45,Andean Res Ltd,3.10,29,3.05,3.11,-,,-,-,-,-
1.14,0.97,Aneka Tambang cdi  1:5,1.14,,-,1.30,2.94,,0.24,0.10,2.58,162.9
11.00,7.65,Anglogold Ashanti  5:1,8.80,69,7.90,8.80,3.87,,-,-,0.44,-
7.95,3.74,Aquarius Platinum,7.44,22,7.35,7.47,2.26,,9.20,-,0.30,35.8
11.38,2.345,Aquila Res,10.89,24,10.83,10.90,-,,-,-,-,-
5.31,2.70,Arrow Energy,5.04,-3,5.03,5.05,-,,-,2.13,-,32.8
2.80,1.165,Atlas Iron Ltd,2.76,18,2.76,2.79,-,,-,-,-,-
2.26,1.415,Avoca Res,2.19,10,2.18,2.19,-,,-,0.79,-,17.5
3.17,2.17,AWE Ltd,2.84,12,2.83,2.84,-,,-,1.74,-,198.6
1.04,0.655,Beach Energy Ltd,0.775,2,0.77,0.775,1.75,p,9.17,1.27,2.26,4.8
44.93,31.25,BHP Billiton Ltd,44.63,68,44.62,44.68,95.15,f,1.95,8.76,2.13,24.1
4.49,1.67,Centennial Coal,4.37,-2,4.37,4.40,8,p,1.98,1.87,1.83,27.7
2.59,1.36,CGA Min Ltd,2.10,,2.07,2.38,-,,-,-,-,112.9
108.50,71.38,Coal & Allied Ind  ,93.93,393,92.85,93.99,510,f,1.33,16.99,5.43,13.9
2.59,1.00,Coal of Africa,2.38,-1,2.36,2.39,-,,-,-,-,-
6.59,1.895,Cudeco Ltd,4.81,1,4.77,4.82,-,,-,-,-,1145.2
1.165,0.645,Eastern Star Gas,0.98,2,0.975,0.98,-,,-,-,-,-
28.28,17.66,Energy Res,19.68,40,19.62,19.68,39,f,3.66,5.10,1.98,13.8
0.72,0.25,Energy World Corp,0.495,2,0.495,0.50,-,,-,0.30,-,16.4
4.78,2.04,Equinox Min Ltd cdi,4.41,14,4.40,4.42,-,,-,-,-,-
11.45,3.189,Extract Res,8.02,12,7.80,8.05,-,,-,-,-,-
5.57,2.26,Fortescue Metals Grp,5.04,7,5.03,5.05,-,,-,-,-,-
1.30,0.595,Gindalbie Metals,1.275,3,1.275,1.28,-,,-,-,-,-
10.35,4.52,Gloucester Coal,9.31,,11.98,9.46,13.5,,5.06,2.21,1.45,13.6
0.655,0.193,Grange Res,0.655,6,0.65,0.655,-,,-,-,-,2.2
0.75,0.31,Gujarat Nre Coal,0.745,2.5,0.74,0.745,-,,-,0.52,-,-
4.59,2.70,Iluka Res,4.53,,4.45,4.57,-,,-,2.58,-,-
12.10,3.00,Karoon Gas Aust,8.51,8,8.43,8.52,-,,-,-,-,-
10.30,4.93,Kingsgate Cons,9.09,54,9.09,9.18,30,,2.73,2.69,3.30,11.1
4.05,2.41,Lihir Gold Ltd,3.80,-24,3.79,3.80,2.96,,-,1.22,0.78,-
0.72,0.146,Lynas Corp,0.54,4.5,0.535,0.54,-,,-,-,-,-
15.10,3.74,Macarthur Coal,15.10,23,14.95,15.15,21,f,2.16,4.15,1.39,33.3
6.42,2.08,Mantra Res,5.96,-4,5.96,6.00,-,,-,-,-,-
4.05,1.368,Medusa Min Ltd,3.97,-3,3.97,4.00,-,,-,0.91,-,11.2
1.39,0.51,Minara Res,0.99,2,0.99,0.995,-,,-,0.74,-,23.8
3.43,1.585,Mirabela Nickel,2.74,15,2.71,2.77,-,,-,-,-,-
2.01,0.555,Mount Gibson Iron,1.995,8.5,1.99,1.995,-,,-,0.78,-,30.4
2.94,0.70,Murchison Metals,2.66,-2,2.64,2.69,-,,-,-,-,-
5.37,3.279,New Hope Corp,5.37,16,5.37,5.38,9.5,f,3.05,2.67,1.77,18.5
39.75,27.64,Newcrest Min,34.88,110,34.87,34.99,20,,2.77,9.20,0.57,63.0
2.83,0.61,OceanaGold Corp cdi,2.58,13,2.58,2.60,-,,-,2.35,-,7.2
6.93,4.78,Oil Search Ltd,6.05,6,6.03,6.05,4.47,,2.88,-,0.74,47.0
2.05,1.09,OM Hldgs Ltd,1.865,4,1.86,1.87,2,,2.79,0.54,1.07,33.4
1.325,0.555,OZ Minerals,1.245,5.5,1.24,1.245,-,,-,0.82,-,-
5.52,3.41,Paladin Energy,4.40,20,4.38,4.40,-,,-,1.58,-,37.7
0.65,0.251,PanAust Ltd,0.53,1.5,0.53,0.535,-,,-,0.20,-,55.2
2.14,0.673,Perseus Min Ltd,2.07,7.5,2.04,2.08,-,,-,-,-,-
80.96,41.178,Rio Tinto Ltd,80.64,104,80.60,80.66,51.56,f,5.97,13.56,0.64,26.2
9.83,3.58,Riversdale Min,9.65,33,9.60,9.67,-,,-,2.04,-,-
16.10,12.77,Santos Ltd,14.91,16,14.90,14.93,42,f,1.24,-,2.82,28.6
6.60,3.56,Western Areas NL,5.80,31,5.80,5.85,3,,-,0.63,0.52,-
5.73,1.68,Whitehaven Coal,5.49,16,5.48,5.50,8.8,f,3.22,2.09,1.60,19.4
53.869,36.385,Woodside Pet,47.77,85,47.76,47.78,110,f,2.35,-,2.30,18.4
12.65,4.50,Zimplats Hldgs,11.78,-19,10.20,12.00,-,,-,-,-,33.5
