50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4765.9 at 16:47 11/11/2009  Report at 19:05 Wednesday 11/11/2009. Processed 19:23 Wednesday 11/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.00,0.683,Alumina Ltd,1.685,-0.5,1.68,1.69,12,,0.79,1.30,7.12,17.9
2.54,0.43,Andean Res Ltd,2.22,-6,2.20,2.24,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.11,-,2.94,,0.12,-,2.65,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,9.20,35,8.76,9.48,3.33,,-,-,0.36,-
6.39,2.183,Aquarius Platinum,5.18,-5,5.14,5.19,12.08,,-,-,2.33,-
8.40,1.90,Aquila Res,7.98,-19,7.97,8.08,-,,-,-,-,-
4.73,1.845,Arrow Energy,4.02,-9,4.01,4.07,-,,-,0.82,-,7.7
2.10,0.405,Atlas Iron Ltd,1.795,-7,1.785,1.80,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.73,3,2.72,2.74,-,,-,1.80,-,15.7
0.956,0.678,Beach Pet,0.81,2,0.805,0.815,1.75,p,14.41,-,2.16,3.2
40.28,20.00,BHP Billiton Ltd,39.10,61,39.08,39.12,113.63,f,1.15,8.84,2.91,30.0
2.50,0.57,Centamin Egypt,2.50,1,2.45,2.50,-,,-,-,-,-
3.66,1.51,Centennial Coal,3.36,-10,3.36,3.40,11,f,1.77,1.77,3.27,17.2
108.50,67.50,Coal & Allied Ind  ,78.50,50,78.00,78.65,710,f,1.52,15.40,9.04,7.3
2.39,0.73,Coal of Africa,1.915,1.5,1.88,1.92,-,,-,-,-,-
6.59,1.05,Cudeco Ltd,5.77,20,5.76,5.79,-,,-,-,-,-
1.165,0.30,Eastern Star Gas,0.875,-1.5,0.87,0.885,-,,-,-,-,-
28.28,14.00,Energy Res,24.00,-64,23.96,24.16,34,f,4.79,-,1.42,14.7
0.72,0.175,Energy World Corp,0.48,2,0.48,0.485,-,,-,-,-,-
4.37,1.24,Equinox Min Ltd cdi,3.95,-13,3.94,3.98,-,,-,-,-,15.6
152.50,107.50,ETFS Metals etfs gold,116.55,32,116.45,116.66,-,,-,-,-,184.5
11.45,0.785,Extract Res,8.60,-8,8.46,8.64,-,,-,-,-,-
17.925,4.65,Felix Res Ltd,17.38,-2,17.34,17.46,53,f,2.57,2.53,3.05,12.8
4.75,1.16,Fortescue Metals Grp,4.07,4,4.05,4.08,-,,-,0.35,-,18.6
1.05,0.32,Gindalbie Metals,0.895,-2.5,0.895,0.90,-,,-,-,-,17.5
0.70,0.23,Gujarat NRE Min,0.655,,0.595,0.67,-,,-,0.53,-,-
5.40,2.70,Iluka Res,3.46,-7,3.41,3.48,-,,-,2.70,-,93.5
1.32,0.222,Kagara Ltd,1.065,,1.055,1.065,-,,-,0.74,-,-
12.10,2.09,Karoon Gas Aust,8.39,5,8.30,8.40,-,,-,-,-,277.8
9.45,2.20,Kingsgate Cons,9.31,-3,9.22,9.41,15,f,2.33,2.55,1.61,26.7
3.64,1.565,Lihir Gold Ltd,3.41,3,3.40,3.42,1.52,,-,1.29,0.45,-
0.72,0.075,Lynas Corp,0.53,5.5,0.525,0.53,-,,-,-,-,-
9.94,2.32,Macarthur Coal,9.40,5,9.40,9.45,13,f,6.10,4.03,1.38,11.9
4.04,0.41,Medusa Min Ltd,3.89,-8,3.88,3.91,-,,-,-,-,15.6
1.39,0.245,Minara Res,0.84,-2,0.84,0.845,-,,-,0.70,-,-
1.055,0.28,Mineral Deposits,1.03,2,1.03,1.045,-,,-,0.82,-,-
3.43,0.66,Mirabela Nickel,2.97,-7,2.92,3.03,-,,-,-,-,-
1.35,0.19,Mount Gibson Iron,1.32,-0.5,1.30,1.32,-,,-,0.73,-,28.9
2.18,0.48,Murchison Metals,1.575,-3.5,1.575,1.58,-,,-,-,-,875.0
5.22,2.649,New Hope Corp,4.36,3,4.35,4.37,9.25,f,25.98,3.36,2.12,1.8
37.24,18.33,Newcrest Min,35.33,18,35.32,35.34,15,,3.53,8.95,0.42,66.7
6.93,3.91,Oil Search Ltd,5.96,-6,5.95,5.98,7.85,,2.52,-,1.32,30.1
1.975,0.66,OM Hldgs Ltd,1.91,,1.91,1.93,3,,2.03,0.51,1.57,31.4
1.325,0.40,OZ Min,1.25,0.5,1.245,1.25,5,,-,0.80,4.00,-
5.52,1.68,Paladin Energy,4.24,-3,4.22,4.25,-,,-,1.20,-,-
0.545,0.078,PanAust Ltd,0.51,,0.505,0.51,-,,-,0.16,-,-
68.88,23.59,Rio Tinto Ltd,68.60,115,68.58,68.65,101.48,,0.45,-,1.48,148.7
7.30,1.555,Riversdale Min,5.74,19,5.73,5.85,-,,-,1.96,-,3587.5
16.582,10.904,Santos Ltd,15.53,4,15.48,15.55,42,f,5.64,-,2.70,6.6
7.73,2.51,Sino Gold Min Ltd,7.59,-8,7.56,7.66,-,,-,-,-,-
0.475,0.18,St Barbara Ltd,0.36,,0.45,0.31,-,,-,0.20,-,-
6.60,2.46,Western Areas NL,5.21,-17,5.20,5.33,-,,-,0.60,-,-
4.23,0.89,Whitehaven Coal,4.20,1,4.18,4.22,8.5,f,7.12,1.68,2.02,6.9
54.32,26.81,Woodside Pet,49.96,65,53.30,47.00,110,f,2.18,11.33,2.20,20.8
11.00,3.50,Zimplats Hldgs,10.51,,10.70,10.95,-,,-,-,-,-
