50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4832.6 at 16:47 26/10/2009  Report at 19:05 Monday 26/10/2009. Processed 20:27 Monday 26/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.231,0.683,Alumina Ltd,1.80,-6,1.80,1.81,12,,0.79,1.30,6.67,19.1
2.54,0.43,Andean Res Ltd,2.30,,2.25,2.35,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.15,-,2.97,,0.12,-,2.68,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,9.47,-3,9.32,9.48,3.36,,-,-,0.35,-
6.39,1.925,Aquarius Platinum,5.27,-7,5.25,5.31,12.08,,-,-,2.29,-
8.40,1.90,Aquila Res,7.79,-18,7.76,7.79,-,,-,-,-,-
4.73,1.845,Arrow Energy,4.27,-9,4.27,4.28,-,,-,0.82,-,8.2
2.10,0.405,Atlas Iron Ltd,1.865,-2.5,1.86,1.865,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.77,-2,2.76,2.77,-,,-,1.80,-,16.0
1.122,0.678,Beach Pet,0.82,1,0.815,0.82,1.75,p,14.41,-,2.13,3.3
40.28,20.00,BHP Billiton Ltd,39.73,-47,39.72,39.78,113.63,f,1.15,8.84,2.86,30.5
2.38,0.55,Centamin Egypt,2.34,25,2.34,2.36,-,,-,-,-,-
4.37,1.51,Centennial Coal,3.31,,3.30,3.34,11,f,1.77,1.77,3.32,17.0
108.50,67.50,Coal & Allied Ind  ,77.50,260,77.40,77.99,710,f,1.52,15.40,9.16,7.2
2.39,0.73,Coal of Africa,2.05,-3,2.04,2.10,-,,-,-,-,-
6.59,0.935,Cudeco Ltd,5.95,17,5.94,5.95,-,,-,-,-,-
1.165,0.255,Eastern Star Gas,0.90,-0.5,0.895,0.90,-,,-,-,-,-
28.28,10.53,Energy Res,25.36,-19,25.26,25.45,34,f,4.79,-,1.34,15.6
0.72,0.175,Energy World Corp,0.515,5,0.51,0.52,-,,-,-,-,-
4.37,0.95,Equinox Min Ltd cdi,4.07,-10,4.06,4.11,-,,-,-,-,16.1
11.45,0.785,Extract Res,9.06,-35,9.06,9.30,-,,-,-,-,-
17.925,4.65,Felix Res Ltd,17.42,67,17.42,17.43,53,f,2.57,2.53,3.04,12.8
