50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4342.4 at 16:37 20/5/2010  Report at 19:05 Thursday 20/5/2010. Processed 19:50 Thursday 20/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.225,Alumina Ltd,1.59,-2,1.585,1.59,2,f,-,1.21,1.26,-
3.58,1.68,Andean Res Ltd,3.14,-13,3.07,3.16,-,,-,-,-,-
1.30,0.97,Aneka Tambang cdi,1.30,,1.25,-,2.94,,0.24,0.10,2.26,185.7
11.00,7.65,Anglogold Ashanti,9.53,-25,9.59,9.70,3.87,,-,8.69,0.41,-
7.95,3.74,Aquarius Platinum,6.23,-24,6.23,6.25,2.26,,9.20,-,0.36,30.0
11.38,3.709,Aquila Res,8.79,-4,8.71,8.80,-,,-,-,-,-
5.31,3.04,Arrow Energy,4.64,-13,4.61,4.65,-,,-,2.13,-,30.2
3.05,1.475,Atlas Iron Ltd,1.88,-9,1.88,1.89,-,,-,-,-,-
2.37,1.48,Avoca Res,2.15,-2,2.10,2.20,-,,-,0.79,-,17.2
3.17,2.05,AWE Ltd,2.07,-10,2.06,2.07,-,,-,1.74,-,144.8
1.04,0.655,Beach Energy Ltd,0.78,0.5,0.775,0.78,1.75,p,9.17,1.27,2.24,4.9
44.93,31.33,BHP Billiton Ltd,36.75,-22,36.74,36.80,95.15,f,1.95,8.76,2.59,19.8
5.00,2.04,Centennial Coal,3.80,-14,3.78,3.95,8,p,1.98,1.87,2.11,24.1
2.61,1.36,CGA Min Ltd,2.40,-5,2.36,2.49,-,,-,-,-,129.0
108.50,74.06,Coal & Allied Ind  ,87.46,-46,87.00,87.93,510,f,1.33,16.99,5.83,12.9
2.60,1.40,Coal of Africa,2.02,-6,2.01,2.13,-,,-,-,-,-
1.165,0.645,Eastern Star Gas,0.69,-2,0.685,0.69,-,,-,-,-,-
20.15,12.86,Eldorado Gold cdi,19.40,-25,19.11,19.44,-,,-,-,-,-
28.28,13.15,Energy Res,13.21,-80,13.13,13.25,39,f,3.66,5.10,2.95,9.2
0.72,0.25,Energy World Corp,0.415,-1,0.41,0.425,-,,-,0.30,-,13.7
4.78,2.18,Equinox Min Ltd cdi,3.65,-11,3.62,3.69,-,,-,-,-,-
140.40,110.60,ETFS Metals etfs gold,138.80,51,138.75,139.00,-,,-,-,-,219.7
11.45,4.272,Extract Res,7.00,4,6.97,7.00,-,,-,-,-,-
5.57,2.50,Fortescue Metals Grp,3.57,-30,3.55,3.58,-,,-,-,-,-
1.45,0.67,Gindalbie Metals,0.95,-3,0.95,0.955,-,,-,-,-,-
12.40,4.52,Gloucester Coal,11.86,-13,11.55,12.06,13.5,,5.06,2.21,1.14,17.4
5.04,2.70,Iluka Res,4.39,-6,4.21,4.44,-,,-,2.58,-,-
12.10,4.51,Karoon Gas Aust,7.91,-21,7.86,7.91,-,,-,-,-,-
10.30,5.75,Kingsgate Cons,8.60,-29,8.60,8.66,30,,2.73,2.69,3.49,10.5
4.18,2.41,Lihir Gold Ltd,3.93,-11,3.92,3.93,2.96,,-,1.22,0.75,-
0.72,0.296,Lynas Corp,0.495,1.5,0.49,0.495,-,,-,-,-,-
17.17,5.10,Macarthur Coal,10.12,-86,10.11,10.17,21,f,2.16,4.15,2.08,22.3
6.42,2.87,Mantra Res,4.60,-5,4.50,4.60,-,,-,-,-,-
4.89,1.527,Medusa Min Ltd,4.39,-12,4.31,4.40,-,,-,0.91,-,12.4
1.39,0.58,Minara Res,0.655,-3,0.65,0.655,-,,-,0.74,-,15.7
3.43,1.87,Mirabela Nickel,2.12,2,2.11,2.15,-,,-,-,-,-
2.09,0.715,Mount Gibson Iron,1.285,-8.5,1.28,1.295,-,,-,0.78,-,19.6
3.12,1.18,Murchison Metals,1.79,-16,1.78,1.81,-,,-,-,-,-
5.50,3.777,New Hope Corp,4.40,-15,4.30,4.53,9.5,f,3.05,2.67,2.16,15.2
39.75,28.47,Newcrest Min,31.68,-92,31.58,31.68,20,,2.77,9.20,0.63,57.2
3.15,0.845,OceanaGold Corp cdi,3.01,-1,3.00,3.03,-,,-,2.35,-,8.4
6.93,4.97,Oil Search Ltd,5.25,-6,5.21,5.35,4.47,,2.88,-,0.85,40.8
2.13,1.185,OM Hldgs Ltd,1.695,-1.5,1.63,1.785,2,,2.79,0.54,1.18,30.3
1.325,0.785,OZ Minerals,0.995,-2,0.99,0.995,-,,-,0.82,-,-
5.52,3.41,Paladin Energy,3.77,-4,3.75,3.80,-,,-,1.58,-,32.3
0.65,0.30,PanAust Ltd,0.435,-1.5,0.435,0.44,-,,-,0.20,-,45.3
2.26,0.685,Perseus Min Ltd,1.925,-7,1.915,1.93,-,,-,-,-,-
81.25,46.40,Rio Tinto Ltd,62.25,-63,62.22,62.27,51.56,f,5.97,13.56,0.83,20.2
10.10,4.92,Riversdale Min,8.56,-27,8.55,8.76,-,,-,2.04,-,-
16.10,11.71,Santos Ltd,11.80,-63,11.78,11.80,42,f,1.24,-,3.56,22.6
6.60,3.72,Western Areas NL,3.83,-1,3.82,3.91,3,,-,0.63,0.78,-
3.69,1.40,White Energy Co,3.00,-10,2.90,3.00,-,,-,-,-,-
6.05,2.47,Whitehaven Coal,4.36,-48,4.32,4.38,8.8,f,3.22,2.09,2.02,15.4
53.869,38.795,Woodside Pet,41.59,-66,41.52,41.79,110,f,2.35,-,2.64,16.1
12.65,7.50,Zimplats Hldgs,11.00,,10.70,11.75,-,,-,-,-,31.3
