50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4859.7 at 16:47 23/10/2009  Report at 19:05 Friday 23/10/2009. Processed 19:23 Friday 23/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.231,0.683,Alumina Ltd,1.86,-2,1.855,1.86,12,,0.79,1.30,6.45,19.7
2.54,0.43,Andean Res Ltd,2.30,-10,2.30,2.38,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.15,-,2.97,,0.12,-,2.68,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,9.50,20,9.32,9.48,3.36,,-,-,0.35,-
6.39,1.925,Aquarius Platinum,5.34,4,5.29,5.34,12.08,,-,-,2.26,-
8.40,1.90,Aquila Res,7.97,-23,7.94,7.99,-,,-,-,-,-
4.73,1.845,Arrow Energy,4.36,-1,4.33,4.37,-,,-,0.82,-,8.4
2.10,0.405,Atlas Iron Ltd,1.89,6,1.85,1.89,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.79,-5,2.78,2.80,-,,-,1.80,-,16.1
1.122,0.678,Beach Pet,0.81,1.5,0.81,0.815,1.75,p,14.41,-,2.16,3.2
40.28,20.00,BHP Billiton Ltd,40.20,54,40.17,40.20,113.63,f,1.15,8.84,2.83,30.9
2.10,0.55,Centamin Egypt,2.09,8,2.00,2.10,-,,-,-,-,-
4.37,1.51,Centennial Coal,3.31,-8,3.30,3.32,11,f,1.77,1.77,3.32,17.0
108.50,67.50,Coal & Allied Ind  ,74.90,-129,74.20,74.91,710,f,1.52,15.40,9.48,7.0
2.39,0.725,Coal of Africa,2.08,-2,2.05,2.08,-,,-,-,-,-
6.59,0.935,Cudeco Ltd,5.78,2,5.73,5.78,-,,-,-,-,-
1.165,0.255,Eastern Star Gas,0.905,-4.5,0.905,0.91,-,,-,-,-,-
