50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4479.0 at 16:37 28/5/2010  Report at 19:05 Friday 28/5/2010. Processed 07:23 Saturday 29/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.285,Alumina Ltd,1.68,-1,1.67,1.685,2,f,-,1.21,1.19,-
3.58,1.68,Andean Res Ltd,3.24,-6,3.15,3.27,-,,-,-,-,-
1.30,0.97,Aneka Tambang cdi,1.20,,1.20,-,2.94,,0.24,0.10,2.45,171.4
11.00,7.65,Anglogold Ashanti,9.92,-21,9.40,10.14,3.87,,-,8.69,0.39,-
7.95,3.74,Aquarius Platinum,6.60,13,6.49,6.61,2.26,,9.20,-,0.34,31.7
11.38,4.036,Aquila Res,9.00,40,8.82,9.12,-,,-,-,-,-
5.31,3.04,Arrow Energy,4.83,2,4.82,4.83,-,,-,2.13,-,31.4
3.05,1.475,Atlas Iron Ltd,2.08,4,2.06,2.09,-,,-,-,-,-
2.37,1.48,Avoca Res,2.15,-4,2.14,2.19,-,,-,0.79,-,17.2
3.17,1.915,AWE Ltd,2.10,7,2.09,2.10,-,,-,1.74,-,146.9
1.04,0.655,Beach Energy Ltd,0.765,1,0.76,0.765,1.75,p,9.17,1.27,2.29,4.8
44.93,31.33,BHP Billiton Ltd,38.97,12,38.76,38.98,95.15,f,1.95,8.76,2.44,21.0
5.00,2.07,Centennial Coal,4.00,14,3.97,4.01,8,p,1.98,1.87,2.00,25.3
2.61,1.36,CGA Min Ltd,2.60,-1,2.60,2.61,-,,-,-,-,139.8
108.50,74.06,Coal & Allied Ind  ,90.01,151,88.50,90.05,510,f,1.33,16.99,5.67,13.3
2.60,1.40,Coal of Africa,1.87,4.5,1.83,1.87,-,,-,-,-,-
1.165,0.615,Eastern Star Gas,0.865,11,0.855,0.865,-,,-,-,-,-
27.37,12.51,Energy Res,14.35,35,14.28,14.40,39,f,3.66,5.10,2.72,10.0
0.72,0.25,Energy World Corp,0.435,0.5,0.425,0.435,-,,-,0.30,-,14.4
4.78,2.18,Equinox Min Ltd cdi,4.15,-5,4.11,4.15,-,,-,-,-,-
143.90,110.60,ETFS Metals etfs gold,138.80,-385,138.66,139.75,-,,-,-,-,219.7
11.45,5.177,Extract Res,7.29,36,7.08,7.29,-,,-,-,-,-
5.57,2.64,Fortescue Metals Grp,4.19,19,4.18,4.19,-,,-,-,-,-
1.45,0.695,Gindalbie Metals,1.08,5,1.075,1.085,-,,-,-,-,-
12.40,4.52,Gloucester Coal,11.98,1,11.70,11.99,13.5,,5.06,2.21,1.13,17.5
0.785,0.235,Grange Res,0.55,0.5,0.545,0.55,-,,-,-,-,1.8
5.04,2.70,Iluka Res,4.70,,4.68,4.75,-,,-,2.58,-,-
12.10,4.51,Karoon Gas Aust,7.74,-7,7.65,7.75,-,,-,-,-,-
10.30,5.95,Kingsgate Cons,8.46,-8,8.39,8.60,30,,2.73,2.69,3.55,10.3
4.18,2.41,Lihir Gold Ltd,3.95,-5,3.95,3.96,2.96,,-,1.22,0.75,-
0.72,0.30,Lynas Corp,0.505,0.5,0.505,0.51,-,,-,-,-,-
17.17,5.60,Macarthur Coal,11.48,33,11.25,11.49,21,f,2.16,4.15,1.83,25.3
6.42,2.87,Mantra Res,4.78,-6,4.65,5.00,-,,-,-,-,-
4.89,1.705,Medusa Min Ltd,4.61,2,4.56,4.65,-,,-,0.91,-,13.0
1.39,0.58,Minara Res,0.74,6,0.735,0.74,-,,-,0.74,-,17.8
3.43,1.87,Mirabela Nickel,2.17,-4,2.15,2.17,-,,-,-,-,-
2.09,0.79,Mount Gibson Iron,1.505,8.5,1.505,1.51,-,,-,0.78,-,22.9
3.12,1.18,Murchison Metals,1.965,4,1.96,1.975,-,,-,-,-,-
5.50,3.777,New Hope Corp,4.42,12,4.34,4.44,9.5,f,3.05,2.67,2.15,15.2
39.75,28.47,Newcrest Min,32.04,-35,32.01,32.05,20,,2.77,9.20,0.62,57.8
3.72,0.845,OceanaGold Corp cdi,3.51,-4,3.51,3.56,-,,-,2.35,-,9.8
6.93,4.97,Oil Search Ltd,5.56,2,5.46,5.60,4.47,,2.88,-,0.80,43.2
2.13,1.22,OM Hldgs Ltd,1.73,0.5,1.725,1.795,2,,2.79,0.54,1.16,30.9
1.325,0.83,OZ Minerals,1.09,2.5,1.085,1.09,-,,-,0.82,-,-
5.52,3.41,Paladin Energy,3.87,4,3.80,3.87,-,,-,1.58,-,33.2
0.65,0.30,PanAust Ltd,0.48,0.5,0.475,0.48,-,,-,0.20,-,50.0
2.26,0.685,Perseus Min Ltd,1.92,-3,1.91,1.935,-,,-,-,-,-
81.25,46.40,Rio Tinto Ltd,68.20,117,68.00,68.20,51.56,f,5.97,13.56,0.76,22.1
10.10,4.92,Riversdale Min,9.23,5,9.22,9.30,-,,-,2.04,-,-
16.10,11.24,Santos Ltd,12.45,18,12.44,12.49,42,f,1.24,-,3.37,23.9
6.60,3.61,Western Areas NL,4.00,3,3.97,4.01,3,,-,0.63,0.75,-
3.69,1.54,White Energy Co,3.25,3,3.20,3.30,-,,-,-,-,-
