50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4536.2 at 16:38 29/7/2010  Report at 19:05 Thursday 29/7/2010. Processed 19:14 Thursday 29/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.06,1.45,Alumina Ltd,1.575,-1.5,1.57,1.575,2,f,-,1.21,1.27,-
3.88,1.85,Andean Res Ltd,3.59,6,3.54,3.60,-,,-,-,-,-
1.30,1.00,Aneka Tambang cdi,1.20,,-,-,1.37,,0.51,0.10,1.14,171.4
10.50,7.65,Anglogold Ashanti,8.80,,8.50,9.00,3.87,,-,8.69,0.44,-
7.95,3.89,Aquarius Platinum,5.05,13,5.06,4.87,2.26,,9.20,-,0.45,24.3
11.38,5.373,Aquila Res,7.40,-20,7.39,7.40,-,,-,-,-,-
5.31,3.26,Arrow Energy,4.68,,4.67,4.68,-,,-,2.13,-,30.4
3.05,1.57,Atlas Iron Ltd,2.05,2,2.03,2.05,-,,-,-,-,-
2.99,1.48,Avoca Res,2.69,6,2.68,2.74,-,,-,0.79,-,21.5
3.17,1.465,AWE Ltd,1.635,1,1.62,1.645,-,,-,1.74,-,114.3
1.04,0.655,Beach Energy Ltd,0.68,-1,0.68,0.685,1.75,p,9.17,1.27,2.57,4.2
44.93,35.58,BHP Billiton Ltd,40.46,26,40.46,40.51,95.15,f,1.95,8.76,2.35,21.8
6.05,2.93,Centennial Coal,6.02,,6.02,6.03,8,p,1.98,1.87,1.33,38.1
2.61,1.52,CGA Min Ltd,2.19,-2,2.16,2.32,-,,-,-,-,117.7
0.444,0.234,Citadel Resource Grp,0.31,,0.305,0.31,-,,-,-,-,-
108.50,74.06,Coal & Allied Ind  ,99.00,-5,97.10,99.42,800,f,1.10,19.26,8.08,11.3
2.60,1.57,Coal of Africa,1.875,4.5,1.865,1.895,-,,-,-,-,-
6.59,2.68,Cudeco Ltd,4.70,-12,4.70,4.75,-,,-,-,-,1119.0
1.165,0.615,Eastern Star Gas,0.865,-1.5,0.865,0.87,-,,-,-,-,-
27.37,12.51,Energy Res,14.34,-20,14.31,14.37,39,f,3.66,5.10,2.72,10.0
0.645,0.25,Energy World Corp,0.45,2,0.45,0.455,-,,-,0.30,-,14.9
5.11,2.70,Equinox Min Ltd cdi,5.01,11,4.98,5.04,-,,-,-,-,-
11.45,6.29,Extract Res,6.76,-12,6.65,6.80,-,,-,-,-,-
5.57,3.28,Fortescue Metals Grp,4.34,2,4.33,4.35,-,,-,-,-,-
1.45,0.785,Gindalbie Metals,0.99,-1,0.99,0.995,-,,-,-,-,-
12.48,5.70,Gloucester Coal,12.45,-1,9.00,12.48,-,,-,2.21,-,18.2
5.59,3.06,Iluka Res,5.49,1,5.45,5.50,-,,-,2.58,-,-
5.92,3.65,Independence Grp,5.66,8,5.61,5.66,5,f,5.04,1.30,0.88,22.5
11.45,4.51,Karoon Gas Aust,7.10,,7.10,7.15,-,,-,-,-,-
10.90,6.32,Kingsgate Cons,9.75,2,9.71,9.80,30,,2.73,2.69,3.08,11.9
4.48,2.41,Lihir Gold Ltd,4.06,,4.05,4.06,2.96,,-,1.22,0.73,-
0.82,0.319,Lynas Corp,0.77,1.5,0.765,0.77,-,,-,-,-,-
17.17,7.32,Macarthur Coal,12.68,-30,12.66,12.77,21,f,2.16,4.15,1.66,28.0
4.89,2.227,Medusa Min Ltd,3.90,3,3.84,3.90,-,,-,0.91,-,11.0
1.39,0.58,Minara Res,0.825,1,0.815,0.83,-,,-,0.74,-,19.8
3.43,1.87,Mirabela Nickel,2.18,-1,2.16,2.18,-,,-,-,-,-
2.09,0.955,Mount Gibson Iron,1.71,8,1.705,1.72,-,,-,0.78,-,26.1
3.12,1.33,Murchison Metals,1.88,-0.5,1.865,1.89,-,,-,-,-,-
5.50,3.92,New Hope Corp,4.78,-6,4.78,4.79,9.5,f,3.05,2.67,1.99,16.5
39.75,28.47,Newcrest Min,32.72,-6,32.65,32.99,20,,2.77,9.20,0.61,59.1
3.90,0.845,OceanaGold Corp cdi,2.86,3,2.85,2.90,-,,-,2.35,-,8.0
6.93,4.97,Oil Search Ltd,5.88,-9,5.88,5.90,4.47,,2.88,-,0.76,45.7
2.13,1.415,OM Hldgs Ltd,1.44,-1,1.415,1.45,2,,2.79,0.54,1.39,25.8
1.325,0.945,OZ Minerals,1.215,2.5,1.215,1.22,-,,-,0.82,-,-
5.18,3.37,Paladin Energy,3.89,-2,3.86,3.90,-,,-,1.58,-,33.3
0.65,0.385,PanAust Ltd,0.565,,0.56,0.565,-,,-,0.20,-,58.9
2.48,0.73,Perseus Min Ltd,2.16,2,2.16,2.18,-,,-,-,-,-
81.25,55.20,Rio Tinto Ltd,71.50,46,71.40,71.50,51.56,f,5.97,13.56,0.72,23.2
11.24,5.12,Riversdale Min,10.20,-8,10.16,10.29,-,,-,2.04,-,-
16.10,11.24,Santos Ltd,13.57,-24,13.56,13.58,42,f,1.24,-,3.10,26.0
6.60,3.52,Western Areas NL,4.82,-2,4.78,4.90,3,,-,0.63,0.62,-
3.84,1.955,White Energy Co,3.26,-4,3.26,3.30,-,,-,-,-,-
6.05,2.88,Whitehaven Coal,5.45,1,5.39,5.48,8.8,f,3.22,2.09,1.61,19.3
53.869,39.63,Woodside Pet,41.72,-44,41.66,41.80,110,f,2.35,-,2.64,16.1
12.65,7.80,Zimplats Hldgs,10.00,,10.00,10.25,-,,-,-,-,28.4
