50 Leading Mining & Oil Stocks,,,,,,,,,,,,
XAO 4759.6 at 16:47 18/11/2009  Report at 19:05 Wednesday 18/11/2009. Processed 19:23 Wednesday 18/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
2.00,0.683,Alumina Ltd,1.685,,1.68,1.685,12,,0.79,1.30,7.12,17.9
2.55,0.43,Andean Res Ltd,2.51,1,2.47,2.51,-,,-,-,-,-
2.50,0.97,Aneka Tambang cdi 1:5,1.11,,1.11,-,2.94,,0.12,-,2.65,308.3
11.50,4.25,Anglogold Ashanti cdi 5:1,9.60,-30,8.50,9.90,3.33,,-,-,0.35,-
6.39,2.183,Aquarius Platinum,5.86,11,5.82,5.90,12.08,,-,-,2.06,-
9.38,1.90,Aquila Res,9.24,49,9.19,9.30,-,,-,-,-,-
4.73,1.845,Arrow Energy,4.26,28,4.21,4.26,-,,-,0.82,-,8.2
2.10,0.405,Atlas Iron Ltd,1.915,-2.5,1.91,1.925,-,,-,-,-,-
3.06,1.87,Aust Worldwide Ex,2.77,-4,2.77,2.78,-,,-,1.80,-,16.0
0.956,0.678,Beach Pet,0.835,2.5,0.83,0.835,1.75,p,14.41,-,2.10,3.3
41.36,20.00,BHP Billiton Ltd,40.60,10,40.56,40.65,113.63,f,1.15,8.84,2.80,31.2
2.50,0.57,Centamin Egypt,2.39,-3,2.39,2.40,-,,-,-,-,-
3.66,1.51,Centennial Coal,3.44,7,3.44,3.45,11,f,1.77,1.77,3.20,17.6
2.15,0.95,CGA Min Ltd,1.905,10.5,1.905,1.925,-,,-,-,-,-
108.50,67.50,Coal & Allied Ind  ,78.23,33,77.98,78.50,710,f,1.52,15.40,9.08,7.3
2.39,0.73,Coal of Africa,1.92,9,1.82,1.95,-,,-,-,-,-
6.59,1.05,Cudeco Ltd,5.80,-10,5.80,5.90,-,,-,-,-,-
1.165,0.30,Eastern Star Gas,0.84,-1,0.835,0.84,-,,-,-,-,-
28.28,14.51,Energy Res,24.26,13,24.20,24.39,34,f,4.79,-,1.40,14.9
0.72,0.175,Energy World Corp,0.47,-0.5,0.465,0.475,-,,-,-,-,-
4.37,1.24,Equinox Min Ltd cdi,3.94,,3.92,3.95,-,,-,-,-,15.5
152.50,110.60,ETFS Metals etfs gold,119.95,95,119.80,120.20,-,,-,-,-,189.9
11.45,0.785,Extract Res,8.34,1,8.30,8.49,-,,-,-,-,-
17.925,4.65,Felix Res Ltd,17.44,10,17.35,17.44,53,f,2.57,2.53,3.04,12.8
4.75,1.16,Fortescue Metals Grp,4.30,7,4.29,4.30,-,,-,0.35,-,19.6
