Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4599.7 at 16:38 12/5/2010  Report at 19:06 Wednesday 12/5/2010. Processed 19:31 Wednesday 12/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.67,,,,,,,,,,,,
May,10,15.00,0.40,0.39,20,77,17.50,-0.72,10.89,,,
Jun,10,13.50,0.05,0.05,6,71,20.70,-0.10,2.83,,,
Jun,10,14.50,0.24,0.25,6,77,17.50,-0.38,13.57,,,
Jul,10,15.00,0.59,0.69,2,27,17.40,-0.56,8.19,,,
Asciano Grp Last Sale Price $1.62,,,,,,,,,,,,
May,10,1.70,0.10,0.08,100,460,29.00,-0.80,14.13,,,
Jun,10,1.50,0.03,0.03,20,660,36.60,-0.24,15.41,,,
Jun,10,1.60,0.07,0.06,200,673,34.60,-0.43,33.39,,,
Sep,10,1.40,0.04,0.17,50,68,36.70,-0.20,7.53,,,
Sep,10,1.70,0.17,-,50,100,33.20,-0.54,13.39,,,
AMP Ltd Last Sale Price $5.84,,,,,,,,,,,,
May,10,5.50,0.04,0.03,40,155,34.70,-0.18,15.63,,,
May,10,5.75,0.11,0.09,12,314,32.70,-0.38,42.97,,,
May,10,6.00,0.24,0.20,49,689,31.80,-0.64,31.25,,,
May,10,6.50,0.66,0.66,21,779,31.10,-0.98,-,,,
Jun,10,4.81,0.01,0.02,6,5,30.50,-0.02,0.85,,,
Jun,10,5.53,0.10,0.10,53,225,28.90,-0.25,13.49,,,
Jun,10,5.77,0.17,0.17,13,275,27.50,-0.41,24.86,,,
Jun,10,6.02,0.32,0.27,9,684,28.80,-0.58,19.89,,,
Jun,10,6.50,0.69,0.67,2,395,29.40,-0.86,3.55,,,
Jul,10,6.50,0.70,0.34,16,147,26.20,-0.81,3.56,,,
Sep,10,5.00,0.13,0.27,82,892,31.20,-0.16,5.79,,,
Sep,10,6.25,0.68,0.60,50,654,28.80,-0.60,12.27,,,
Sep,10,6.50,0.85,0.75,32,94,28.90,-0.70,9.03,,,
Dec,10,4.25,0.07,0.07,34,32,33.30,-0.07,1.80,,,
ANZ Banking Grp Last Sale Price $22.74,,,,,,,,,,,,
May,10,19.50,0.01,0.05,85,216,34.90,-0.01,0.70,,,
May,10,20.00,0.02,0.05,40,387,34.90,-0.03,2.01,,,
May,10,21.00,0.10,0.15,57,201,34.90,-0.12,9.53,,,
May,10,21.50,0.23,0.19,84,150,38.10,-0.21,22.57,,,
May,10,22.00,0.34,0.31,215,498,36.20,-0.30,34.11,,,
May,10,22.50,0.48,0.47,35,264,33.40,-0.41,48.15,,,
May,10,23.00,0.69,0.75,100,886,31.10,-0.55,43.14,,,
May,10,24.00,1.36,1.42,148,1631,27.90,-0.82,9.53,,,
May,10,24.01,1.35,1.43,1,67,27.50,-0.83,7.52,,,
May,10,24.50,1.80,1.80,29,826,28.60,-0.91,4.01,,,
May,10,25.50,2.77,2.68,39,61,35.30,-0.96,1.50,,,
May,10,26.00,3.27,3.33,2,46,38.60,-0.97,1.50,,,
Jun,10,19.50,0.19,0.20,41,560,40.40,-0.11,6.75,,,
Jun,10,20.00,0.26,0.26,204,1682,40.30,-0.15,9.48,,,
Jun,10,20.50,0.30,0.30,50,131,37.60,-0.18,11.13,,,
Jun,10,21.00,0.40,0.41,33,411,36.00,-0.22,14.41,,,
Jun,10,21.50,0.47,0.47,13,111,33.30,-0.27,17.33,,,
Jun,10,22.00,0.65,0.65,338,2171,33.10,-0.34,23.53,,,
Jun,10,22.50,0.81,0.85,44,270,31.70,-0.42,29.73,,,
Jun,10,23.00,1.02,1.02,10,925,30.20,-0.50,27.91,,,
Jun,10,24.50,1.95,1.95,20,391,27.20,-0.77,6.93,,,
Jun,10,25.50,2.81,3.55,20,151,27.40,-0.91,2.01,,,
Jul,10,19.50,0.33,0.17,30,49,37.10,-0.15,6.70,,,
Jul,10,21.00,0.59,0.65,2,33,33.30,-0.25,11.99,,,
Jul,10,21.50,0.69,0.71,65,77,31.40,-0.30,13.92,,,
Jul,10,22.00,0.86,0.86,11,191,31.00,-0.35,17.47,,,
Jul,10,22.50,1.05,0.87,2,27,30.20,-0.42,21.33,,,
Jul,10,23.50,1.52,1.33,2,74,28.50,-0.55,15.44,,,
Jul,10,25.50,2.88,1.95,2,9,25.30,-0.85,2.34,,,
Jul,10,27.00,4.26,4.00,3,-,25.30,-1.00,0.10,,,
Aug,10,22.50,1.17,1.10,1,10,29.00,-0.41,17.48,,,
Aug,10,23.00,1.37,1.40,2,52,28.00,-0.47,16.65,,,
Sep,10,21.50,0.96,1.02,10,28,30.60,-0.31,11.41,,,
Sep,10,22.00,1.12,1.19,14,116,29.80,-0.36,13.26,,,
Sep,10,22.50,1.33,1.40,10,45,29.40,-0.41,15.75,,,
Oct,10,21.50,1.05,-,1,1,29.60,-0.32,9.96,,,
Dec,10,21.00,1.27,1.23,2,504,30.50,-0.29,9.02,,,
Dec,12,26.00,5.34,5.18,3,194,26.60,-0.56,3.51,,,
ASX Ltd Last Sale Price $32.49,,,,,,,,,,,,
May,10,32.50,0.60,0.27,40,148,23.70,-0.48,41.43,,,
May,10,33.50,1.22,1.00,4,188,23.20,-0.73,14.39,,,
May,10,34.00,1.61,1.80,1,384,23.20,-0.83,7.02,,,
May,10,35.00,2.52,1.06,1,31,23.20,-0.97,0.70,,,
Jun,10,31.00,0.45,0.48,2,11,24.80,-0.25,11.36,,,
Jun,10,32.50,0.92,1.05,41,234,22.20,-0.46,23.11,,,
Jun,10,33.00,1.17,1.14,4,68,21.90,-0.54,16.85,,,
Jul,10,35.00,2.71,2.36,1,2,20.10,-0.79,2.77,,,
Sep,10,33.50,2.39,-,1,5,21.90,-0.53,11.48,,,
Alumina Ltd Last Sale Price $1.64,,,,,,,,,,,,
May,10,1.70,0.10,0.10,31,1225,45.60,-0.63,48.69,,,
May,10,1.80,0.17,0.19,55,731,48.40,-0.82,20.87,,,
Jun,10,1.60,0.08,0.07,2,1410,45.20,-0.39,40.47,,,
Jul,10,1.70,0.17,0.07,8,419,45.20,-0.51,29.58,,,
Aug,10,1.70,0.19,0.19,31,322,45.30,-0.49,26.00,,,
Aug,10,1.80,0.25,-,55,-,45.80,-0.59,17.68,,,
AXA Asia Pacific Last Sale Price $5.99,,,,,,,,,,,,
May,10,6.00,0.13,0.10,8,701,26.20,-0.49,43.80,,,
BHP Billiton Ltd Last Sale Price $38.15,,,,,,,,,,,,
May,10,28.00,-,0.01,150,177,37.60,-,0.48,,,
May,10,29.00,-,0.01,42,1,37.60,-,0.30,,,
May,10,33.50,0.04,0.12,100,145,37.60,-0.04,2.69,,,
May,10,34.00,0.07,0.13,38,506,37.60,-0.06,4.48,,,
May,10,35.00,0.17,0.22,51,757,37.60,-0.12,10.46,,,
May,10,36.00,0.35,0.34,39,991,37.60,-0.20,20.93,,,
May,10,36.50,0.45,0.45,261,349,36.60,-0.25,26.91,,,
May,10,37.00,0.57,0.57,579,2048,35.40,-0.31,34.38,,,
