Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4372.7 at 16:36 19/7/2010  Report at 19:05 Monday 19/7/2010. Processed 08:15 Tuesday 20/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.67,,,,,,,,,,,,
Jul,10,15.00,0.36,0.34,22,49,15.70,-0.80,6.79,,,
Jul,10,15.50,0.83,0.79,3,5,19.10,-1.00,-,,,
Aug,10,14.50,0.21,0.20,2,113,16.80,-0.37,13.40,,,
Amcor Ltd Last Sale Price $6.72,,,,,,,,,,,,
Aug,10,6.50,0.10,0.11,16,76,16.00,-0.22,13.93,,,
Sep,10,5.50,0.03,0.10,17,38,30.50,-0.05,2.43,,,
Dec,10,6.50,0.28,0.28,5,92,21.20,-0.33,9.80,,,
Mar,11,5.50,0.14,0.19,17,1,26.50,-0.12,3.05,,,
AMP Ltd Last Sale Price $5.27,,,,,,,,,,,,
Jul,10,5.25,0.08,0.07,9,225,26.90,-0.44,50.37,,,
Jul,10,5.50,0.25,0.23,8,402,26.30,-0.83,9.44,,,
Aug,10,5.50,0.33,0.30,12,262,30.40,-0.64,17.76,,,
Dec,10,6.50,1.36,1.36,10,37,28.20,-0.93,5.48,,,
ANZ Banking Grp Last Sale Price $22.02,,,,,,,,,,,,
Jul,10,19.50,0.02,0.01,125,517,41.90,-0.04,3.01,,,
Jul,10,20.00,0.05,0.04,10,631,41.50,-0.07,7.53,,,
Jul,10,20.50,0.08,0.07,126,861,37.70,-0.11,12.06,,,
Jul,10,21.00,0.13,0.12,12,553,34.00,-0.18,19.59,,,
Jul,10,21.50,0.23,0.22,32,496,30.90,-0.30,33.91,,,
Jul,10,22.00,0.38,0.35,96,750,27.40,-0.47,56.51,,,
Jul,10,22.50,0.65,0.60,34,459,25.80,-0.68,25.62,,,
Jul,10,23.00,1.02,0.95,7,248,23.80,-0.87,6.78,,,
Jul,10,23.50,1.50,1.38,32,239,25.90,-0.95,2.26,,,
Jul,10,24.00,1.98,2.91,2,184,26.10,-1.00,-,,,
Aug,10,19.50,0.16,0.13,1,612,35.10,-0.12,6.59,,,
Aug,10,20.00,0.22,0.22,10,481,33.80,-0.16,9.35,,,
Aug,10,20.50,0.31,0.20,2,375,32.70,-0.22,13.18,,,
Aug,10,21.00,0.41,0.37,7,446,30.60,-0.28,17.21,,,
Aug,10,21.50,0.55,0.53,154,312,29.30,-0.36,23.38,,,
Aug,10,22.00,0.72,0.72,28,805,27.50,-0.46,30.60,,,
Aug,10,23.00,1.25,1.19,10,325,24.80,-0.68,11.48,,,
Aug,10,23.50,1.63,1.50,1,100,24.80,-0.78,6.38,,,
Sep,10,19.00,0.26,0.23,5,61,36.10,-0.14,6.31,,,
Sep,10,20.00,0.39,0.35,165,567,32.90,-0.20,9.65,,,
Sep,10,21.50,0.76,0.72,2,180,29.10,-0.37,18.80,,,
Sep,10,22.50,1.16,1.14,32,210,26.40,-0.53,16.82,,,
Sep,10,23.00,1.46,1.38,35,151,26.20,-0.61,11.88,,,
Oct,10,20.50,0.68,0.66,5,69,31.30,-0.27,11.05,,,
Oct,10,24.00,2.27,2.20,2,28,24.70,-0.73,4.71,,,
Dec,10,21.00,1.23,1.27,4,506,29.40,-0.33,12.85,,,
ASX Ltd Last Sale Price $28.50,,,,,,,,,,,,
Jul,10,28.00,0.23,0.20,1,39,23.80,-0.31,26.78,,,
Jul,10,28.50,0.40,0.49,3,37,21.90,-0.48,45.99,,,
Jul,10,31.00,2.53,1.46,5,33,33.80,-0.94,3.49,,,
Jul,10,32.00,3.50,3.27,5,43,34.70,-1.00,-,,,
Aug,10,28.50,0.71,0.71,200,7,21.20,-0.46,23.48,,,
Aug,10,29.00,0.97,0.84,10,22,20.60,-0.57,15.43,,,
Dec,10,28.50,1.72,1.64,3,3,21.70,-0.43,13.94,,,
Alumina Ltd Last Sale Price $1.47,,,,,,,,,,,,
Jul,10,1.50,0.06,0.06,13,1290,39.90,-0.62,56.62,,,
Jul,10,1.60,0.14,0.10,100,1036,37.20,-0.93,-,,,
Jul,10,1.70,0.23,0.22,66,869,11.60,-1.00,-,,,
Jul,10,1.80,0.34,-,46,273,2.00,-1.00,-,,,
Aug,10,1.40,0.04,0.04,70,324,39.00,-0.32,25.55,,,
Aug,10,1.50,0.09,0.08,80,1180,36.70,-0.54,31.94,,,
Aug,10,1.60,0.16,0.15,166,1029,38.60,-0.74,12.78,,,
Aug,10,1.70,0.24,0.22,56,708,36.10,-0.91,3.19,,,
Sep,10,1.30,0.04,0.04,62,260,43.00,-0.21,13.02,,,
Sep,10,1.40,0.06,0.06,10,195,39.10,-0.34,22.31,,,
Sep,10,1.50,0.11,0.10,62,226,38.90,-0.51,27.89,,,
Oct,10,1.50,0.13,0.13,10,112,39.70,-0.48,23.20,,,
Dec,12,1.23,0.22,0.65,15,150,45.90,-0.26,6.19,,,
AXA Asia Pacific Last Sale Price $5.17,,,,,,,,,,,,
Jul,10,4.75,0.03,-,10,-,49.00,-0.13,19.25,,,
Jul,10,5.00,0.07,0.07,100,15,40.60,-0.29,41.72,,,
Jul,10,5.25,0.17,0.16,10,108,38.90,-0.57,60.97,,,
Jul,10,5.75,0.58,0.58,8,177,38.90,-0.96,3.21,,,
Aug,10,4.75,0.11,0.10,30,280,38.30,-0.21,19.01,,,
Sep,10,4.25,0.04,0.05,30,10,35.80,-0.08,3.69,,,
Sep,10,4.75,0.18,0.17,29,50,40.20,-0.26,18.97,,,
Jun,11,5.25,0.59,0.58,10,-,28.70,-0.42,10.69,,,
BHP Billiton Ltd Last Sale Price $37.75,,,,,,,,,,,,
Jul,10,35.00,0.10,0.09,237,1579,35.20,-0.09,8.35,,,
Jul,10,35.50,0.14,0.14,12,476,34.20,-0.13,12.31,,,
Jul,10,36.00,0.19,0.20,136,1702,32.00,-0.17,16.70,,,
Jul,10,36.50,0.28,0.28,66,901,30.90,-0.24,24.61,,,
Jul,10,37.00,0.40,0.41,656,2121,29.40,-0.32,34.72,,,
Jul,10,37.50,0.58,0.55,50,1069,28.70,-0.42,50.98,,,
Jul,10,38.00,0.79,0.80,158,1546,27.20,-0.54,47.47,,,
Jul,10,38.50,1.09,1.10,52,2070,26.60,-0.66,29.45,,,
Jul,10,39.00,1.43,1.08,36,1527,25.70,-0.77,15.82,,,
Jul,10,39.50,1.84,1.46,1,282,25.20,-0.86,7.47,,,
Jul,10,40.00,2.29,2.03,101,889,25.50,-0.92,3.08,,,
Jul,10,40.50,2.75,3.33,8,363,23.00,-1.00,-,,,
Jul,10,41.00,3.25,2.97,38,649,2.00,-1.00,-,,,
Jul,10,41.50,3.78,3.02,8,1032,35.80,-0.95,2.64,,,
Aug,10,31.00,0.12,0.14,241,239,40.20,-0.05,2.85,,,
Aug,10,32.00,0.19,0.17,5,193,39.50,-0.08,4.59,,,
Aug,10,33.50,0.30,0.29,5,159,36.30,-0.13,7.56,,,
Aug,10,34.00,0.38,0.38,7,533,35.60,-0.15,9.42,,,
