Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4852.8 at 16:47 20/10/2009  Report at 19:05 Tuesday 20/10/2009. Processed 19:21 Tuesday 20/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.43,,,,,,,,,,,,
Oct,09,14.00,0.04,0.03,15,220,20.10,-0.15,10.12,,,
Oct,09,14.50,0.19,0.19,6,39,17.50,-0.55,30.35,,,
Nov,09,13.00,0.04,0.04,30,162,24.00,-0.07,2.66,,,
Nov,09,13.50,0.07,0.12,5,171,20.70,-0.13,4.66,,,
Nov,09,14.00,0.17,0.16,4,19,19.70,-0.28,11.32,,,
Dec,09,13.50,0.14,0.14,19,258,21.50,-0.18,5.79,,,
Dec,09,14.00,0.26,0.28,5,327,20.40,-0.31,10.93,,,
Mar,10,14.50,0.86,1.39,14,5,22.10,-0.44,12.81,,,
Jun,10,14.00,0.78,0.76,3,45,22.10,-0.34,7.90
Amcor Ltd Last Sale Price $5.60,,,,,,,,,
Dec,09,5.49,0.17,0.20,10,66,26.00,-0.38,18.23
AMP Ltd Last Sale Price $6.59,,,,,,,,,
Oct,09,6.50,0.09,0.09,37,379,30.90,-0.37,47.08
Nov,09,6.25,0.13,0.18,20,212,32.70,-0.27,18.22
Nov,09,6.50,0.22,0.21,45,168,32.00,-0.41,31.34
Dec,09,5.75,0.07,0.07,10,288,35.20,-0.14,6.57
Dec,09,6.25,0.19,0.19,25,615,33.70,-0.30,17.84
ANZ Banking Grp Last Sale Price $23.79,,,,,,,,,
Oct,09,22.50,0.10,0.07,35,434,35.20,-0.14,15.34
Oct,09,23.00,0.19,0.17,12,717,33.30,-0.24,28.38
Oct,09,23.50,0.35,0.32,128,832,32.80,-0.39,53.70
Oct,09,24.00,0.56,0.51,326,913,30.30,-0.55,52.93
Oct,09,25.00,1.28,1.20,10,247,30.00,-0.85,11.51
Oct,09,25.50,1.74,1.75,9,67,31.20,-0.93,4.60
Oct,09,26.00,2.22,2.04,4,35,32.90,-0.97,1.53
Nov,09,20.00,0.14,0.25,1,326,37.50,-0.06,5.45
Nov,09,21.00,0.26,0.23,9,109,34.60,-0.11,10.30
Nov,09,22.50,0.60,0.55,3,525,30.30,-0.25,24.23
Nov,09,23.00,0.78,0.72,4,256,28.50,-0.32,31.29
Nov,09,23.01,0.80,0.71,10,12,29.40,-0.32,32.30
Nov,09,23.50,1.02,0.97,27,185,27.90,-0.41,41.38
Nov,09,24.00,1.31,1.20,11,375,26.70,-0.50,44.61
Nov,09,24.50,1.62,1.48,4,81,24.30,-0.62,36.74
Nov,09,26.50,3.41,3.04,22,14,19.30,-1.00,28.26
Nov,09,27.00,3.90,3.57,5,5,19.30,-1.00,28.06
Dec,09,19.50,0.16,0.14,8,201,35.10,-0.06,4.03
Dec,09,20.00,0.23,0.16,1,494,35.40,-0.09,5.98
Dec,09,22.00,0.63,0.60,39,380,31.10,-0.22,16.25
Dec,09,23.50,1.22,1.08,3,148,28.30,-0.41,31.73
Jan,10,22.50,1.03,-,1,127,29.20,-0.30,15.72
Feb,10,22.50,1.23,0.98,1,12,30.00,-0.31,14.57
Mar,10,20.00,0.67,0.56,14,458,34.00,-0.16,6.50
Mar,10,21.00,0.90,0.84,8,374,32.50,-0.21,8.80
Mar,10,22.50,1.40,1.28,2,42,30.60,-0.32,13.68
Jun,10,20.50,1.19,1.13,3,5,32.50,-0.21,7.33
Dec,10,20.00,1.75,1.62,1,25,33.50,-0.22,6.26
Dec,11,28.00,6.47,6.43,12,233,27.70,-0.60,4.37
Sep,14,24.00,5.09,5.00,1,7,28.90,-0.35,4.16
ASX Ltd Last Sale Price $35.00,,,,,,,,,
Oct,09,34.00,0.13,0.17,6,58,22.20,-0.19,13.56
Oct,09,35.00,0.45,0.50,5,48,21.00,-0.48,46.41
Dec,09,28.00,0.06,0.06,5,19,32.10,-0.03,1.06
Dec,09,32.00,0.39,0.40,10,45,27.60,-0.17,6.89
