Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4650.0 at 16:38 16/9/2010  Report at 19:06 Thursday 16/9/2010. Processed 19:42 Thursday 16/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $16.01,,,,,,,,,,,,
Sep,10,16.00,0.13,0.11,3,70,15.20,-0.47,35.62,,,
Oct,10,15.50,0.10,0.12,4,49,14.40,-0.21,5.30,,,
Dec,10,15.50,0.22,0.22,116,6,15.10,-0.27,5.07,,,
Jun,11,15.00,0.42,0.44,5,16,16.90,-0.23,3.41,,,
Jun,11,16.00,0.78,0.80,5,-,16.00,-0.40,6.29,,,
Asciano Grp Last Sale Price $1.65,,,,,,,,,,,,
Sep,10,1.70,0.06,0.04,15,805,28.20,-0.77,27.65,,,
AMP Ltd Last Sale Price $5.06,,,,,,,,,,,,
Oct,10,5.00,0.13,0.12,65,1523,24.60,-0.40,21.81,,,
Oct,10,5.25,0.26,0.25,60,733,23.10,-0.65,11.74,,,
Dec,10,5.75,0.69,0.64,1,101,20.60,-0.97,0.36,,,
Mar,11,5.25,0.44,0.40,6,71,21.80,-0.53,9.49,,,
Jun,11,5.50,0.67,0.65,1,91,23.10,-0.61,5.90,,,
ANZ Banking Grp Last Sale Price $23.66,,,,,,,,,,,,
Sep,10,21.50,0.01,0.01,8,720,35.00,-0.02,1.74,,,
Sep,10,22.50,0.04,0.03,200,752,27.10,-0.08,6.75,,,
Sep,10,23.00,0.09,0.09,167,1321,24.20,-0.19,16.39,,,
Sep,10,23.50,0.20,0.22,198,305,22.10,-0.39,39.53,,,
Sep,10,24.00,0.45,0.49,84,871,19.50,-0.69,21.21,,,
Sep,10,24.50,0.88,0.78,91,137,22.10,-0.87,6.75,,,
Sep,10,25.50,1.84,3.51,10,79,2.00,-1.00,-,,,
Oct,10,22.00,0.20,0.14,4,289,25.80,-0.17,7.35,,,
Oct,10,22.50,0.29,0.30,7,550,24.50,-0.24,10.40,,,
Oct,10,23.00,0.41,0.43,105,482,23.30,-0.32,14.89,,,
Oct,10,23.50,0.58,0.59,39,95,22.00,-0.42,20.81,,,
Oct,10,24.00,0.79,0.80,13,343,20.60,-0.54,16.14,,,
Nov,10,21.00,0.29,0.29,11,283,27.80,-0.13,6.30,,,
Nov,10,21.50,0.36,0.32,1,43,26.30,-0.16,7.93,,,
Nov,10,22.50,0.62,0.62,12,75,24.20,-0.27,13.47,,,
Nov,10,23.00,0.79,0.80,3,280,23.10,-0.34,17.17,,,
Nov,10,23.50,1.03,1.03,5,40,22.70,-0.42,22.38,,,
Nov,10,24.00,1.28,1.30,5,36,21.50,-0.51,20.42,,,
Nov,10,25.00,2.00,-,10,4,21.20,-0.70,14.23,,,
Dec,10,16.50,0.04,-,60,-,36.10,-0.02,0.70,,,
Dec,10,20.50,0.30,0.30,10,297,27.60,-0.12,4.67,,,
Dec,10,22.00,0.63,0.58,100,527,25.60,-0.24,9.82,,,
Dec,10,22.50,0.80,0.63,3,324,25.10,-0.29,12.39,,,
Dec,10,23.50,1.21,1.15,3,180,23.60,-0.42,18.86,,,
Dec,10,24.00,1.45,1.20,52,366,22.50,-0.49,17.30,,,
Dec,10,25.50,2.50,2.53,1,243,22.00,-0.73,10.36,,,
Mar,11,22.00,1.06,1.74,1,290,27.30,-0.28,8.65,,,
Mar,11,23.50,1.63,1.50,1,202,25.20,-0.41,13.23,,,
Jun,11,17.00,0.47,0.58,15,14,35.10,-0.09,2.55,,,
Jun,11,20.00,0.93,1.04,15,80,29.80,-0.18,5.11,,,
Jun,11,23.50,2.10,2.05,2,-,25.60,-0.40,11.53,,,
ASX Ltd Last Sale Price $30.20,,,,,,,,,,,,
Oct,10,27.50,0.05,0.24,116,112,19.10,-0.06,1.41,,,
Nov,10,29.50,0.55,0.80,116,17,18.00,-0.33,9.28,,,
Nov,10,30.00,0.72,0.74,10,13,17.50,-0.41,12.34,,,
Dec,10,31.00,1.32,2.02,1,11,16.60,-0.57,6.35,,,
Jun,11,30.00,1.80,2.19,1,3,18.90,-0.39,7.76,,,
Alumina Ltd Last Sale Price $1.92,,,,,,,,,,,,
Sep,10,1.80,0.01,0.01,75,875,50.50,-0.17,35.74,,,
Sep,10,1.90,0.04,0.05,338,387,52.10,-0.44,107.21,,,
Sep,10,2.00,0.12,0.12,10,500,64.20,-0.67,83.39,,,
Oct,10,1.70,0.03,0.03,162,599,44.60,-0.18,13.30,,,
Oct,10,1.80,0.07,0.07,40,367,45.90,-0.30,28.81,,,
Oct,10,1.90,0.11,0.11,82,635,47.20,-0.44,48.76,,,
Oct,10,2.00,0.17,0.17,20,-,49.40,-0.56,37.68,,,
Nov,10,1.80,0.09,0.09,210,293,44.50,-0.32,24.16,,,
Nov,10,1.90,0.14,0.14,33,38,45.90,-0.43,37.58,,,
Dec,10,1.56,0.04,0.06,10,317,46.50,-0.15,7.70,,,
Dec,10,1.85,0.13,0.13,1015,177,43.50,-0.37,25.03,,,
Jan,11,1.60,0.05,0.04,60,50,39.90,-0.17,7.11,,,
Feb,11,2.00,0.24,0.25,31,-,41.70,-0.48,18.24,,,
Mar,11,1.90,0.20,0.17,80,102,42.10,-0.40,20.06,,,
Jun,11,1.90,0.23,0.23,10,-,39.50,-0.39,15.26,,,
AXA Asia Pacific Last Sale Price $5.14,,,,,,,,,,,,
Sep,10,5.25,0.17,0.16,106,1219,39.80,-0.63,57.70,,,
Sep,10,5.50,0.38,0.35,1,426,44.00,-0.86,17.75,,,
Oct,10,5.00,0.14,0.14,12,159,29.80,-0.35,22.29,,,
Oct,10,5.25,0.26,0.24,106,647,30.10,-0.54,24.77,,,
Oct,10,5.50,0.42,0.46,1,86,30.10,-0.72,10.73,,,
Dec,10,4.50,0.06,-,125,-,27.90,-0.14,4.30,,,
Dec,10,4.75,0.12,0.15,20,160,27.60,-0.24,8.25,,,
Dec,10,5.00,0.19,0.19,125,36,26.60,-0.36,13.63,,,
Dec,10,5.25,0.30,0.20,20,8,26.10,-0.51,13.99,,,
BHP Billiton Ltd Last Sale Price $38.75,,,,,,,,,,,,
Sep,10,33.00,0.00,0.01,15,355,39.50,-,0.12,,,
Sep,10,34.00,0.01,0.01,1,1332,39.30,-,0.59,,,
Sep,10,34.50,0.01,0.01,50,286,39.20,-0.01,1.18,,,
Sep,10,35.00,0.02,0.02,109,2110,38.10,-0.02,2.35,,,
Sep,10,35.50,0.03,0.04,9,656,35.00,-0.03,2.94,,,
Sep,10,36.00,0.04,0.04,65,2654,34.00,-0.05,4.71,,,
Sep,10,36.50,0.05,0.04,20,1386,30.00,-0.07,5.89,,,
Sep,10,37.00,0.08,0.08,235,4045,28.10,-0.11,9.42,,,
Sep,10,37.50,0.13,0.09,375,2751,25.50,-0.16,14.72,,,
Sep,10,38.00,0.20,0.21,410,3064,23.60,-0.26,23.55,,,
Sep,10,38.50,0.34,0.32,275,1322,21.70,-0.40,39.44,,,
Sep,10,39.00,0.56,0.56,287,4714,20.60,-0.57,36.50,,,
Sep,10,39.50,0.88,0.88,13,1180,19.70,-0.75,15.31,,,
Sep,10,40.00,1.29,1.13,45,1417,19.60,-0.88,5.30,,,
Sep,10,40.01,1.31,2.12,7,127,21.20,-0.86,5.89,,,
Sep,10,45.01,6.22,5.84,1,90,21.60,-1.00,-,,,
Oct,10,33.00,0.09,0.10,4,279,30.70,-0.05,1.97,,,
Oct,10,34.00,0.14,0.12,25,623,29.10,-0.08,3.07,,,
Oct,10,35.00,0.20,0.20,50,485,27.10,-0.11,4.49,,,
Oct,10,35.50,0.26,0.27,34,197,26.40,-0.14,5.70,,,
Oct,10,36.00,0.32,0.29,26,630,25.40,-0.17,6.90,,,
Oct,10,36.50,0.40,0.39,103,415,24.70,-0.20,8.76,,,
Oct,10,37.00,0.50,0.49,22,827,24.00,-0.25,10.84,,,
Oct,10,37.50,0.60,0.59,324,1425,23.10,-0.30,13.25,,,
Oct,10,38.00,0.75,0.78,322,2639,22.30,-0.36,16.43,,,
Oct,10,38.50,0.93,0.95,41,1566,21.60,-0.42,20.26,,,
Oct,10,39.00,1.13,1.15,138,737,20.70,-0.50,19.28,,,
Oct,10,39.50,1.39,1.39,9,141,20.20,-0.57,13.91,,,
Oct,10,39.51,1.37,1.20,4,40,20.30,-0.58,13.36,,,
Oct,10,40.00,1.67,1.67,10,1929,19.50,-0.66,9.20,,,
Oct,10,41.00,2.40,2.22,23,445,18.70,-0.82,3.29,,,
Oct,10,41.01,2.34,-,22,22,18.70,-0.82,1.75,,,
Oct,10,42.50,3.75,3.30,64,9,18.70,-1.00,0.11,,,
Oct,10,42.51,3.63,3.97,64,20,18.70,-1.00,-,,,
Nov,10,33.00,0.22,0.20,27,239,29.90,-0.09,2.85,,,
Nov,10,34.00,0.33,0.24,4,186,29.40,-0.12,4.38,,,
Nov,10,36.00,0.58,0.47,1,454,26.00,-0.22,7.76,,,
