Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4597.2 at 16:47 27/11/2009  Report at 19:06 Friday 27/11/2009. Processed 20:03 Friday 27/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.71,,,,,,,,,,,,
Dec,09,13.00,0.07,0.06,51,204,23.80,-0.15,8.24,,,
Dec,09,13.50,0.17,0.17,111,462,21.30,-0.35,21.55,,,
Jan,10,13.00,0.15,0.15,1,33,19.90,-0.21,6.34,,,
Jan,10,13.50,0.33,0.34,31,153,20.20,-0.37,13.73,,,
Mar,10,13.50,0.61,0.59,2,78,22.00,-0.38,13.76,,,
Asciano Grp Last Sale Price $1.61,,,,,,,,,,,,
Dec,09,1.75,0.16,0.20,40,80,37.00,-0.83,10.83,,,
Jan,10,1.66,0.12,0.11,37,5,33.60,-0.55,21.66,,,
Mar,10,1.75,0.22,0.44,40,43,38.40,-0.60,14.33
Amcor Ltd Last Sale Price $5.76,,,,,,,,,
Dec,09,5.72,0.12,0.07,7,130,25.90,-0.43,34.70
Dec,09,5.95,0.25,0.22,4,30,25.20,-0.69,16.60
Jan,10,5.49,0.11,0.11,100,82,25.20,-0.28,11.06
Feb,10,5.95,0.40,0.39,10,30,18.60,-0.60,14.28
AMP Ltd Last Sale Price $5.92,,,,,,,,,
Dec,09,5.25,0.03,0.09,160,458,39.80,-0.09,7.34
Dec,09,5.50,0.06,0.07,181,454,39.70,-0.19,17.62
Dec,09,5.75,0.13,0.14,324,629,38.40,-0.34,38.17
Dec,09,6.00,0.25,0.26,159,2982,38.30,-0.53,49.91
Dec,09,6.25,0.42,0.31,27,1296,40.10,-0.70,27.89
Jan,10,5.25,0.10,0.11,191,285,37.50,-0.18,9.79
Jan,10,5.50,0.16,0.17,10,180,35.30,-0.26,15.17
Jan,10,5.75,0.26,0.26,72,346,36.10,-0.37,24.96
Jan,10,6.00,0.38,0.30,15,282,36.10,-0.49,29.36
Jan,10,6.75,0.92,0.91,44,68,37.90,-0.78,8.32
Feb,10,5.25,0.19,0.19,35,74,42.20,-0.23,12.87
Feb,10,5.50,0.28,0.28,24,190,42.20,-0.30,18.97
