Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4414.5 at 16:35 9/7/2010  Report at 19:06 Friday 9/7/2010. Processed 20:44 Friday 9/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.88,,,,,,,,,,,,
Jul,10,14.00,0.03,0.03,1,143,19.30,-0.08,2.92,,,
Sep,10,12.50,0.03,0.07,4,66,21.60,-0.03,0.80,,,
Amcor Ltd Last Sale Price $6.68,,,,,,,,,,,,
Jul,10,6.25,0.03,0.03,10,95,25.90,-0.12,6.50,,,
AMP Ltd Last Sale Price $5.31,,,,,,,,,,,,
Jul,10,5.25,0.11,0.12,55,239,28.30,-0.40,34.37,,,
Jul,10,5.50,0.25,0.40,5,392,27.80,-0.69,19.64,,,
Jul,10,6.00,0.70,0.69,10,380,36.80,-0.93,3.27,,,
Jul,10,6.25,0.95,0.92,25,598,45.70,-0.94,3.27,,,
Aug,10,5.25,0.18,0.22,4,233,29.00,-0.41,25.25,,,
Aug,10,5.50,0.29,0.29,15,229,26.10,-0.61,14.73,,,
Aug,10,6.00,0.70,0.42,15,137,28.70,-0.90,2.10,,,
Sep,10,5.75,0.63,0.67,10,321,28.80,-0.70,16.52,,,
Oct,10,5.25,0.32,0.39,20,4,27.30,-0.41,19.64,,,
Dec,10,6.00,0.85,0.91,20,49,24.50,-0.77,6.75,,,
Dec,10,6.25,1.08,0.45,1,242,25.90,-0.85,5.73,,,
Mar,11,6.00,0.95,0.94,30,66,24.30,-0.70,6.90,,,
Mar,11,7.50,2.30,2.30,30,95,29.30,-1.00,2.92,,,
Jun,11,4.50,0.27,-,50,-,29.40,-0.19,5.30,,,
Jun,11,4.75,0.36,-,50,-,29.10,-0.25,7.07,,,
Mar,13,6.25,1.51,1.51,30,148,26.70,-0.60,3.98,,,
ANZ Banking Grp Last Sale Price $22.39,,,,,,,,,,,,
Jul,10,18.00,0.01,0.01,147,257,43.10,-0.01,0.78,,,
Jul,10,19.00,0.03,0.06,4,222,39.90,-0.03,2.33,,,
Jul,10,19.50,0.04,0.06,1,527,36.80,-0.05,3.11,,,
Jul,10,20.00,0.06,0.07,52,640,34.80,-0.07,4.66,,,
Jul,10,21.00,0.14,0.14,54,567,30.10,-0.16,10.87,,,
Jul,10,21.50,0.22,0.25,45,466,28.10,-0.24,17.08,,,
Jul,10,22.00,0.34,0.35,108,662,25.50,-0.36,26.39,,,
Jul,10,22.50,0.54,0.60,95,422,24.10,-0.51,33.38,,,
Jul,10,23.00,0.82,0.90,47,287,23.10,-0.67,16.69,,,
Aug,10,18.00,0.08,0.12,52,48,40.40,-0.05,2.66,,,
Aug,10,19.00,0.13,0.40,104,95,36.20,-0.09,4.16,,,
Aug,10,19.50,0.17,0.45,1,611,34.90,-0.11,5.66,,,
Aug,10,20.00,0.23,0.29,53,483,33.50,-0.15,7.49,,,
Aug,10,21.00,0.36,0.36,15,289,29.70,-0.24,12.14,,,
Aug,10,21.50,0.49,0.50,11,169,28.70,-0.31,16.30,,,
Aug,10,22.00,0.64,0.76,4,823,27.30,-0.39,21.29,,,
Aug,10,25.00,2.65,3.79,1,25,24.70,-0.92,1.33,,,
Aug,10,26.50,4.11,4.48,1,-,24.70,-1.00,-,,,
Sep,10,19.00,0.24,0.25,2,83,35.50,-0.12,5.08,,,
Sep,10,20.50,0.46,0.50,10,80,31.70,-0.23,9.74,,,
Sep,10,22.50,1.07,1.04,95,104,27.20,-0.46,20.32,,,
Dec,10,20.50,1.08,1.07,4,245,32.10,-0.27,10.43,,,
Dec,10,21.00,1.23,1.30,4,510,31.20,-0.31,11.89,,,
Dec,10,24.50,2.96,3.05,10,356,26.10,-0.65,8.25,,,
Dec,10,26.50,4.50,4.65,1,40,24.60,-0.90,3.78,,,
