Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4250.6 at 16:35 5/7/2010  Report at 19:06 Monday 5/7/2010. Processed 11:39 Tuesday 6/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.68,,,,,,,,,,,,
Aug,10,14.00,0.16,0.16,25,43,20.10,-0.22,7.27,,,
Aug,10,14.50,0.30,0.25,20,79,19.40,-0.38,14.31,,,
Jun,11,15.00,1.30,1.31,4,-,21.20,-0.45,6.92,,,
Asciano Grp Last Sale Price $1.60,,,,,,,,,,,,
Aug,10,1.40,0.03,-,60,-,40.10,-0.16,10.79,,,
Amcor Ltd Last Sale Price $6.37,,,,,,,,,,,,
Jul,10,6.50,0.23,0.23,8,292,26.30,-0.59,24.07,,,
Jun,11,6.50,0.70,0.68,10,-,24.70,-0.44,9.31,,,
AMP Ltd Last Sale Price $5.10,,,,,,,,,,,,
Jul,10,4.75,0.06,0.04,2,30,35.60,-0.19,15.75,,,
Jul,10,5.00,0.12,0.14,128,132,33.50,-0.38,34.35,,,
Jul,10,5.25,0.23,0.23,107,173,30.10,-0.62,24.33,,,
Jul,10,5.75,0.65,0.55,6,847,2.00,-1.00,-,,,
Jul,10,6.50,1.40,1.18,38,46,2.00,-1.00,-,,,
Aug,10,5.00,0.20,0.20,1,117,33.30,-0.39,26.33,,,
Sep,10,5.50,0.61,0.35,6,437,31.10,-0.66,18.55,,,
Sep,10,5.75,0.81,0.77,10,315,31.80,-0.77,14.14,,,
Sep,10,6.25,1.25,1.24,6,778,27.30,-1.00,8.39,,,
Sep,10,6.50,1.49,0.75,1,120,27.30,-1.00,7.95,,,
Jun,11,5.50,0.85,0.65,1,90,27.90,-0.53,9.20,,,
Jun,11,5.75,1.01,-,2,-,26.70,-0.62,7.28,,,
ANZ Banking Grp Last Sale Price $20.89,,,,,,,,,,,,
Jul,10,18.00,0.14,0.13,6,257,50.10,-0.11,10.13,,,
Jul,10,19.00,0.25,0.28,15,205,44.70,-0.18,17.47,,,
Jul,10,19.50,0.34,0.35,170,206,42.80,-0.24,23.76,,,
Jul,10,20.00,0.46,0.44,63,385,40.50,-0.31,31.80,,,
Jul,10,20.50,0.60,0.61,22,849,38.10,-0.39,41.93,,,
Jul,10,21.00,0.78,0.78,133,451,34.80,-0.49,46.48,,,
Jul,10,21.50,1.04,1.05,72,335,33.70,-0.60,30.40,,,
Jul,10,22.00,1.37,1.38,72,730,32.60,-0.71,17.82,,,
Jul,10,22.50,1.73,1.64,40,424,30.30,-0.82,8.04,,,
Jul,10,23.00,2.14,2.18,14,287,27.70,-0.93,2.10,,,
Jul,10,23.50,2.65,2.55,4,255,33.20,-0.93,2.45,,,
Aug,10,17.00,0.16,0.19,50,80,44.40,-0.09,5.11,,,
Aug,10,19.00,0.47,0.40,10,77,41.00,-0.23,15.66,,,
Aug,10,19.50,0.57,0.57,508,76,38.90,-0.28,18.96,,,
Aug,10,20.00,0.73,0.72,2,353,37.90,-0.34,24.07,,,
Aug,10,20.50,0.89,0.87,5,376,36.20,-0.40,29.34,,,
Aug,10,21.00,1.07,1.13,1,283,34.20,-0.47,31.65,,,
Aug,10,21.50,1.31,1.30,56,107,32.90,-0.55,23.08,,,
Aug,10,22.00,1.59,1.72,2,802,31.60,-0.63,15.82,,,
Aug,10,23.00,2.29,2.16,12,307,29.60,-0.79,5.93,,,
Sep,10,16.00,0.20,0.20,32,17,47.50,-0.09,4.42,,,
Sep,10,19.00,0.66,0.68,6,81,39.50,-0.25,14.13,,,
Sep,10,20.00,0.92,0.93,86,451,36.40,-0.34,19.74,,,
Sep,10,23.50,2.81,2.42,2,84,29.60,-0.79,4.42,,,
Sep,10,24.00,3.23,3.02,1,217,29.60,-0.85,2.70,,,
Nov,10,23.00,3.00,2.37,2,10,30.30,-0.65,10.80,,,
Dec,10,15.00,0.36,0.36,10,611,43.90,-0.09,3.66,,,
Dec,10,22.50,2.82,2.03,35,307,31.60,-0.57,12.29,,,
Dec,10,23.50,3.50,2.67,1,137,30.90,-0.67,9.09,,,
Dec,10,24.50,4.26,3.72,10,381,30.30,-0.76,6.60,,,
Mar,11,21.00,2.38,2.36,2,98,34.00,-0.41,15.05,,,
Jun,11,19.00,1.92,1.90,10,-,35.50,-0.29,9.45,,,
ASX Ltd Last Sale Price $28.50,,,,,,,,,,,,
Jul,10,29.50,1.17,1.16,1,24,19.80,-0.74,8.71,,,
Jul,10,32.00,3.52,3.27,6,49,29.60,-0.96,1.02,,,
Aug,10,28.00,0.71,-,10,-,23.80,-0.38,17.16,,,
Aug,10,28.50,0.88,0.67,10,15,22.30,-0.45,21.14,,,
Sep,10,29.00,1.70,1.70,5,11,21.50,-0.52,18.89,,,
Sep,10,31.50,3.65,3.71,11,30,21.30,-0.87,10.36,,,
Sep,10,35.00,7.01,4.44,10,18,24.90,-1.00,8.14,,,
Dec,10,35.00,7.02,-,10,1,21.10,-1.00,3.87,,,
Alumina Ltd Last Sale Price $1.52,,,,,,,,,,,,
Jul,10,1.40,0.03,0.02,7,553,45.80,-0.22,24.01,,,
Jul,10,1.50,0.06,0.04,7,1115,42.60,-0.42,52.83,,,
Jul,10,1.60,0.11,0.11,10,900,39.50,-0.67,28.82,,,
Aug,10,1.40,0.04,0.04,25,75,44.40,-0.27,20.39,,,
AXA Asia Pacific Last Sale Price $5.39,,,,,,,,,,,,
Jul,10,5.50,0.27,0.25,15,475,38.40,-0.55,41.99,,,
Aug,10,6.00,0.75,0.70,50,3,36.90,-0.76,17.89,,,
Dec,10,5.00,0.28,0.28,5,6,32.00,-0.29,10.83,,,
BHP Billiton Ltd Last Sale Price $36.98,,,,,,,,,,,,
Jul,10,30.00,0.07,0.04,5,405,47.90,-0.04,2.76,,,
Jul,10,32.00,0.12,0.11,2,1003,40.40,-0.07,4.74,,,
Jul,10,33.00,0.20,0.18,11,892,38.50,-0.11,7.90,,,
Jul,10,34.00,0.30,0.27,158,985,35.70,-0.16,11.84,,,
Jul,10,35.00,0.47,0.47,100,1433,34.00,-0.24,18.75,,,
Jul,10,35.50,0.59,0.50,31,419,33.00,-0.29,23.49,,,
Jul,10,36.00,0.73,0.67,157,1753,32.00,-0.34,28.82,,,
Jul,10,36.50,0.91,0.81,322,581,31.10,-0.40,35.73,,,
Jul,10,37.00,1.11,1.14,352,1722,30.40,-0.47,43.03,,,
Jul,10,37.50,1.35,1.36,219,773,29.60,-0.54,32.77,,,
Jul,10,38.00,1.62,1.57,101,1155,28.50,-0.62,23.69,,,
Jul,10,39.00,2.33,2.10,56,1707,28.20,-0.75,12.04,,,
Jul,10,39.50,2.65,2.56,5,320,25.30,-0.84,5.33,,,
Jul,10,40.50,3.57,3.33,5,384,26.50,-0.93,1.97,,,
Jul,10,41.00,4.04,3.76,18,786,26.20,-0.97,0.79,,,
Aug,10,30.00,0.16,0.26,2,209,39.10,-0.06,2.89,,,
Aug,10,32.00,0.41,0.42,1,54,39.40,-0.14,7.64,,,
Aug,10,33.00,0.56,0.56,5,92,38.00,-0.18,10.43,,,
Aug,10,34.00,0.71,0.69,20,179,35.70,-0.23,13.32,,,
Aug,10,35.00,0.98,0.96,600,639,34.70,-0.29,18.25,,,
Aug,10,35.50,1.11,1.10,52,116,33.50,-0.33,20.58,,,
Aug,10,36.00,1.27,1.18,81,527,33.00,-0.37,23.74,,,
Aug,10,36.50,1.45,1.31,1,1059,32.10,-0.41,27.00,,,
Aug,10,37.00,1.66,1.62,24,773,31.60,-0.46,30.54,,,
Aug,10,37.50,1.89,1.77,125,458,30.80,-0.50,25.42,,,
Aug,10,38.00,2.15,2.10,50,1923,30.50,-0.55,21.04,,,
Aug,10,40.00,3.42,3.22,4,166,28.00,-0.75,7.36,,,
Aug,10,41.50,4.64,4.35,8,102,27.00,-0.89,2.23,,,
Aug,10,42.00,5.08,5.30,1,250,26.30,-0.94,1.12,,,
Aug,10,48.00,11.02,-,5,-,26.30,-1.00,-,,,
Sep,10,32.00,0.71,0.66,4,1130,37.50,-0.16,8.65,,,
Sep,10,32.50,0.81,0.75,1,120,36.80,-0.18,9.81,,,
Sep,10,33.00,0.90,0.85,1,179,36.20,-0.21,10.97,,,
Sep,10,34.00,1.17,1.10,1,604,35.20,-0.26,14.20,,,
Sep,10,35.00,1.46,1.40,1,1104,34.00,-0.31,17.79,,,
Sep,10,36.00,1.80,1.85,6,2149,32.50,-0.37,21.99,,,
Sep,10,36.50,2.02,1.96,1,64,32.20,-0.41,24.55,,,
Sep,10,37.00,2.24,2.18,1,1231,31.50,-0.45,27.05,,,
Sep,10,37.50,2.48,2.35,10,1495,31.10,-0.49,23.94,,,
Sep,10,38.00,2.75,2.70,14,2248,30.60,-0.52,21.08,,,
Sep,10,39.50,3.63,2.05,5,167,28.70,-0.65,13.46,,,
Sep,10,40.00,3.98,3.08,5,352,28.30,-0.69,11.64,,,
Sep,10,40.50,4.34,4.13,1,100,28.00,-0.73,9.99,,,
Sep,10,41.00,4.73,4.48,3,977,27.70,-0.77,8.65,,,
Sep,10,41.50,5.11,5.07,2,46,27.20,-0.82,7.19,,,
Sep,10,42.00,5.55,5.29,1,494,27.50,-0.85,6.52,,,
Sep,10,42.50,5.97,5.73,8,93,27.20,-0.89,5.54,,,
Oct,10,39.00,3.77,2.35,2,54,31.40,-0.56,14.93,,,
Nov,10,38.00,3.38,2.53,1,1,31.40,-0.49,16.18,,,
