Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4462.1 at 16:37 20/8/2010  Report at 19:06 Friday 20/8/2010. Processed 08:37 Saturday 21/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.29,,,,,,,,,,,,
Sep,10,14.00,0.04,0.06,6,95,19.20,-0.05,3.07,,,
AMP Ltd Last Sale Price $4.95,,,,,,,,,,,,
Aug,10,4.75,0.02,0.03,104,33,35.70,-0.17,21.07,,,
Aug,10,5.00,0.11,0.11,391,205,33.60,-0.58,63.20,,,
Aug,10,5.25,0.31,0.32,8,1025,37.80,-0.88,10.53,,,
Aug,10,5.50,0.56,0.57,66,705,49.60,-0.95,5.27,,,
Aug,10,5.75,0.80,0.80,5,549,50.80,-1.00,-,,,
Aug,10,6.00,1.05,0.66,3,117,52.00,-1.00,-,,,
Sep,10,4.75,0.12,0.13,160,105,26.00,-0.27,25.28,,,
Sep,10,5.00,0.28,0.27,231,1203,28.50,-0.51,47.40,,,
Sep,10,5.25,0.49,0.45,8,627,33.60,-0.69,40.03,,,
Sep,10,5.50,0.71,0.69,326,518,33.90,-0.84,33.71,,,
Sep,10,6.00,1.19,1.22,145,591,36.20,-1.00,29.49,,,
Sep,10,6.25,1.44,1.45,290,836,44.80,-0.98,29.49,,,
Sep,10,8.50,3.68,3.42,4,38,50.80,-1.00,27.39,,,
Oct,10,4.75,0.19,0.18,50,-,27.20,-0.31,19.49,,,
Oct,10,5.00,0.32,0.30,60,238,26.10,-0.49,27.91,,,
Oct,10,5.25,0.51,0.39,12,601,28.40,-0.65,22.12,,,
Oct,10,5.50,0.72,0.58,26,227,29.60,-0.78,18.43,,,
Nov,10,4.50,0.13,0.14,15,-,28.30,-0.21,9.78,,,
Nov,10,5.00,0.32,0.33,5,130,23.40,-0.48,20.32,,,
Dec,10,4.50,0.16,0.16,14,2,28.20,-0.22,9.07,,,
Dec,10,5.00,0.34,0.34,8,8,23.30,-0.47,16.97,,,
Dec,10,5.50,0.70,0.70,2,833,21.40,-0.82,9.07,,,
Dec,10,6.00,1.19,0.91,43,29,22.80,-1.00,8.19,,,
Dec,10,8.25,3.43,2.25,16,38,23.40,-1.00,7.61,,,
Mar,11,5.00,0.49,0.52,1,19,25.10,-0.44,14.95,,,
Jun,11,4.50,0.33,0.33,12,70,27.70,-0.26,7.78,,,
Jun,11,5.00,0.55,0.55,20,4,25.60,-0.42,11.97,,,
Dec,11,5.00,0.64,0.65,3,29,23.30,-0.44,8.80,,,
Dec,11,8.00,3.18,1.90,16,12,25.00,-1.00,1.96,,,
Dec,11,8.50,3.68,2.45,4,285,26.80,-1.00,1.96,,,
Dec,13,4.00,0.68,0.68,5,10,34.10,-0.19,4.12,,,
ANZ Banking Grp Last Sale Price $22.78,,,,,,,,,,,,
Aug,10,20.50,0.01,0.02,2,367,44.60,-0.03,3.43,,,
Aug,10,21.00,0.02,0.03,103,630,38.80,-0.05,4.58,,,
Aug,10,21.50,0.04,0.03,108,368,32.70,-0.08,8.01,,,
Aug,10,22.00,0.09,0.07,995,1329,30.80,-0.18,20.60,,,
Aug,10,22.50,0.18,0.13,308,496,26.30,-0.34,41.20,,,
Aug,10,23.00,0.40,0.32,281,612,24.00,-0.61,40.06,,,
Aug,10,23.50,0.75,1.22,10,117,21.60,-0.87,6.87,,,
Sep,10,20.00,0.11,0.12,40,761,34.40,-0.09,4.81,,,
Sep,10,20.50,0.14,0.18,3,108,32.00,-0.12,6.41,,,
Sep,10,21.00,0.20,0.17,52,684,30.40,-0.16,8.93,,,
Sep,10,21.50,0.26,0.23,265,630,28.00,-0.22,11.90,,,
Sep,10,22.00,0.38,0.36,294,599,26.90,-0.30,17.40,,,
Sep,10,22.50,0.52,0.59,292,321,24.80,-0.40,23.58,,,
Sep,10,23.00,0.73,0.69,33,486,23.70,-0.52,23.35,,,
Sep,10,23.50,1.00,0.90,34,122,22.30,-0.65,12.82,,,
Sep,10,24.00,1.35,1.22,12,233,21.20,-0.78,5.72,,,
Oct,10,20.00,0.24,0.40,25,975,31.60,-0.14,5.49,,,
Oct,10,21.00,0.39,0.58,3,117,28.90,-0.22,8.81,,,
Oct,10,22.00,0.61,0.66,9,164,26.40,-0.33,14.08,,,
Oct,10,22.50,0.78,0.84,2,270,25.30,-0.40,17.85,,,
Oct,10,23.00,0.99,1.06,50,203,24.30,-0.49,17.63,,,
Oct,10,23.50,1.24,1.15,3,39,23.30,-0.58,11.79,,,
Nov,10,20.00,0.43,0.52,1,2,30.20,-0.16,7.03,,,
Dec,10,17.00,0.07,0.19,25,321,29.80,-0.03,0.95,,,
Dec,10,19.50,0.40,1.01,5,93,29.40,-0.14,5.02,,,
Dec,10,20.00,0.51,0.62,10,465,29.40,-0.17,6.49,,,
Dec,10,20.50,0.66,0.62,5,302,29.30,-0.21,8.39,,,
Dec,10,21.00,0.80,0.80,15,545,28.60,-0.25,10.11,,,
Dec,10,22.00,1.14,1.10,3,439,27.00,-0.35,14.43,,,
Dec,10,23.00,1.58,1.66,6,444,25.30,-0.46,17.23,,,
Dec,10,23.50,1.84,2.45,5,146,24.50,-0.53,14.18,,,
Dec,10,24.50,2.46,2.61,3,358,22.80,-0.68,9.41,,,
Dec,11,20.00,1.92,2.58,10,706,31.80,-0.23,6.26,,,
ASX Ltd Last Sale Price $30.49,,,,,,,,,,,,
Aug,10,30.50,0.34,0.89,10,17,21.80,-0.49,55.58,,,
Aug,10,32.00,1.55,2.20,27,27,29.20,-0.90,6.84,,,
Aug,10,34.00,3.54,3.60,1,37,51.70,-0.95,5.13,,,
Sep,10,30.00,0.93,1.20,1,122,22.20,-0.37,31.81,,,
Sep,10,30.50,1.17,-,10,16,20.20,-0.46,39.68,,,
Sep,10,32.00,2.40,2.93,25,108,21.80,-0.75,30.61,,,
Dec,10,30.50,1.62,1.88,5,-,19.70,-0.43,15.30,,,
Dec,10,31.00,1.87,2.18,6,2,18.60,-0.50,12.87,,,
Jan,11,30.50,1.79,2.16,2,-,20.40,-0.43,13.24,,,
Dec,13,28.00,4.71,-,1,-,28.30,-0.27,4.62,,,
Alumina Ltd Last Sale Price $1.75,,,,,,,,,,,,
Aug,10,1.70,0.01,0.01,120,1504,43.00,-0.27,44.57,,,
Aug,10,1.80,0.07,0.07,100,301,43.10,-0.66,59.42,,,
Sep,10,1.70,0.06,0.06,550,385,39.80,-0.36,32.68,,,
Sep,10,1.80,0.11,0.11,20,651,40.40,-0.54,38.62,,,
Sep,10,1.90,0.18,0.19,20,238,42.10,-0.70,20.80,,,
Oct,10,1.70,0.09,0.08,15,156,38.70,-0.37,25.25,,,
Nov,10,1.70,0.11,0.11,20,-,39.30,-0.38,22.28,,,
Dec,10,1.85,0.20,0.20,10,58,38.10,-0.53,16.51,,,
Dec,12,2.25,0.69,0.80,500,595,42.60,-0.54,4.63,,,
AXA Asia Pacific Last Sale Price $5.32,,,,,,,,,,,,
Oct,10,4.75,0.14,0.14,59,42,43.20,-0.23,14.21,,,
BHP Billiton Ltd Last Sale Price $37.90,,,,,,,,,,,,
Aug,10,33.50,0.03,0.03,4,346,50.30,-0.03,3.44,,,
Aug,10,34.00,0.04,0.03,3,792,48.20,-0.04,4.82,,,
Aug,10,35.00,0.05,0.07,46,1588,40.50,-0.06,6.88,,,
Aug,10,35.50,0.10,0.10,422,1159,41.80,-0.10,13.76,,,
Aug,10,36.00,0.14,0.14,78,777,38.80,-0.14,19.26,,,
Aug,10,36.50,0.20,0.19,183,1418,36.40,-0.20,27.52,,,
Aug,10,37.00,0.32,0.30,414,1809,35.50,-0.28,43.34,,,
Aug,10,37.50,0.46,0.43,300,1022,33.60,-0.39,63.29,,,
Aug,10,38.00,0.66,0.65,222,3464,31.90,-0.51,77.04,,,
Aug,10,38.50,0.94,0.91,47,915,30.90,-0.64,46.09,,,
Aug,10,39.00,1.28,1.29,124,3743,30.20,-0.76,25.45,,,
Aug,10,39.50,1.71,1.68,51,917,31.50,-0.84,14.45,,,
Aug,10,40.00,2.13,2.19,680,1518,28.00,-0.94,3.44,,,
Aug,10,40.50,2.63,2.60,22,694,33.00,-0.95,3.44,,,
Aug,10,41.00,3.10,3.25,20,932,2.00,-1.00,-,,,
Aug,10,41.50,3.60,3.07,23,182,2.00,-1.00,-,,,
Aug,10,42.00,4.10,4.24,12,486,2.00,-1.00,-,,,
Aug,10,42.50,4.61,1.69,12,30,44.00,-0.99,0.69,,,
Aug,10,43.50,5.61,2.42,39,3,52.40,-0.99,0.69,,,
Sep,10,29.00,0.05,0.05,127,1135,44.80,-0.02,1.38,,,
Sep,10,31.00,0.11,0.11,92,332,40.50,-0.04,3.03,,,
Sep,10,32.00,0.17,0.17,20,1206,39.00,-0.06,4.68,,,
