Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4428.7 at 16:51 21/7/2010  Report at 19:05 Wednesday 21/7/2010. Processed 19:23 Wednesday 21/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.89,,,,,,,,,,,,
Jul,10,15.00,0.19,0.17,6,29,14.80,-0.61,20.43,,,
Aug,10,13.50,0.01,-,2,12,16.60,-0.02,0.46,,,
Aug,10,14.50,0.13,0.12,6,113,16.00,-0.26,8.28,,,
Jun,11,15.00,1.08,1.11,7,9,19.20,-0.42,7.03,,,
Asciano Grp Last Sale Price $1.72,,,,,,,,,,,,
Jul,10,1.70,0.02,0.03,5,195,30.20,-0.38,47.16,,,
Aug,10,1.70,0.04,0.04,5,-,22.30,-0.39,20.07,,,
Amcor Ltd Last Sale Price $7.00,,,,,,,,,,,,
Aug,10,6.75,0.09,0.12,1,-,16.20,-0.20,12.68,,,
Sep,10,6.75,0.16,0.19,7,13,19.20,-0.28,12.84,,,
Nov,10,6.75,0.22,0.22,6,-,18.80,-0.30,8.96,,,
AMP Ltd Last Sale Price $5.29,,,,,,,,,,,,
Jul,10,5.25,0.06,0.07,13,220,24.60,-0.40,42.17,,,
Jul,10,5.50,0.22,0.23,20,397,22.10,-0.89,3.83,,,
Jul,10,6.00,0.71,0.69,8,349,2.00,-1.00,-,,,
Jul,10,6.50,1.21,1.19,5,114,2.00,-1.00,-,,,
Aug,10,5.00,0.07,0.07,19,122,29.40,-0.24,13.99,,,
Aug,10,5.25,0.14,0.15,26,333,26.20,-0.42,27.04,,,
Aug,10,6.00,0.71,0.56,1,153,23.40,-1.00,-,,,
Sep,10,5.00,0.16,0.17,13,1083,28.90,-0.27,16.98,,,
Sep,10,5.75,0.60,0.52,1,325,24.00,-0.79,15.39,,,
Sep,10,6.00,0.84,0.55,8,598,27.80,-0.87,13.80,,,
Sep,10,6.25,1.09,1.10,9,838,31.50,-0.92,13.27,,,
Oct,10,5.25,0.29,0.39,500,20,25.10,-0.42,20.35,,,
Mar,11,5.50,0.61,0.70,1,440,24.40,-0.50,11.17,,,
Mar,11,5.75,0.77,0.68,1,390,23.70,-0.62,8.66,,,
ANZ Banking Grp Last Sale Price $22.49,,,,,,,,,,,,
Jul,10,20.00,0.01,0.01,205,646,41.00,-0.02,1.80,,,
Jul,10,20.50,0.02,0.03,3,965,36.90,-0.04,3.61,,,
Jul,10,21.50,0.07,0.09,30,506,30.20,-0.15,13.52,,,
Jul,10,22.00,0.16,0.18,60,736,26.90,-0.27,27.95,,,
Jul,10,22.50,0.32,0.35,20,461,24.40,-0.49,55.90,,,
Jul,10,23.00,0.61,0.58,7,228,22.70,-0.74,18.93,,,
Jul,10,23.50,1.03,1.38,6,205,23.60,-0.90,4.51,,,
Aug,10,18.00,0.04,0.04,17,97,40.60,-0.03,1.75,,,
Aug,10,21.00,0.25,0.26,1,443,29.30,-0.20,10.75,,,
Aug,10,21.50,0.34,0.34,10,450,27.60,-0.27,14.91,,,
Aug,10,22.00,0.47,0.47,5,815,26.00,-0.36,20.62,,,
Sep,10,19.00,0.18,0.23,2,64,35.80,-0.10,4.49,,,
Sep,10,21.00,0.42,0.45,3,452,29.00,-0.24,10.61,,,
Sep,10,21.50,0.56,0.55,2,182,28.20,-0.30,13.86,,,
Sep,10,22.50,0.89,0.90,1,220,25.60,-0.45,21.85,,,
Sep,10,23.00,1.13,1.13,20,185,24.80,-0.54,15.36,,,
Sep,10,25.00,2.57,2.64,2,351,23.00,-0.89,1.50,,,
Oct,10,19.50,0.35,0.32,5,160,32.70,-0.16,5.68,,,
Oct,10,21.00,0.63,0.66,2,92,29.30,-0.27,10.22,,,
Oct,10,22.50,1.12,1.13,16,189,26.50,-0.44,18.01,,,
Oct,10,23.00,1.35,1.96,4,84,25.60,-0.51,13.55,,,
Nov,10,22.50,1.49,-,69,-,26.40,-0.44,18.70,,,
Nov,10,23.50,2.05,1.93,4,24,25.70,-0.56,13.19,,,
Dec,10,20.00,0.79,0.80,4,461,31.50,-0.22,8.17,,,
Dec,10,20.50,0.93,0.95,5,241,30.70,-0.25,9.62,,,
Dec,10,23.00,1.95,2.00,1,224,27.50,-0.48,14.98,,,
Mar,11,20.00,1.13,1.13,1,577,31.90,-0.24,7.42,,,
Mar,11,22.50,2.06,2.81,65,32,28.90,-0.41,13.50,,,
Jun,11,18.00,0.98,1.46,15,15,34.30,-0.17,4.71,,,
ASX Ltd Last Sale Price $28.92,,,,,,,,,,,,
Jul,10,28.00,0.10,0.13,4,39,23.90,-0.17,13.32,,,
Jul,10,28.50,0.18,0.49,3,34,21.10,-0.30,25.24,,,
Jul,10,29.00,0.35,0.45,20,24,19.10,-0.52,38.56,,,
Jul,10,30.00,1.14,1.75,20,28,23.20,-0.86,7.71,,,
Sep,10,29.00,1.31,1.25,1,21,20.30,-0.46,23.88,,,
Oct,10,28.50,1.24,1.36,5,-,20.90,-0.38,15.59,,,
Alumina Ltd Last Sale Price $1.51,,,,,,,,,,,,
Jul,10,1.40,0.01,0.01,40,648,47.10,-0.13,18.80,,,
Jul,10,1.50,0.04,0.03,58,1290,42.50,-0.44,94.00,,,
Aug,10,1.50,0.06,0.06,100,1260,36.00,-0.44,39.20,,,
AXA Asia Pacific Last Sale Price $5.39,,,,,,,,,,,,
Jul,10,5.25,0.07,0.13,3,155,39.20,-0.31,48.91,,,
Aug,10,4.75,0.07,0.10,5,250,40.30,-0.13,11.90,,,
Aug,10,5.00,0.12,0.17,13,550,38.80,-0.24,21.96,,,
Mar,11,5.00,0.32,0.27,10,29,28.90,-0.29,8.64,,,
BHP Billiton Ltd Last Sale Price $38.75,,,,,,,,,,,,
Jul,10,34.50,0.02,0.12,5,291,40.20,-0.02,2.09,,,
Jul,10,35.00,0.02,0.02,31,1543,36.00,-0.03,2.09,,,
Jul,10,35.50,0.04,0.04,31,464,35.60,-0.04,4.19,,,
Jul,10,36.00,0.06,0.06,311,1599,33.70,-0.06,5.76,,,
Jul,10,36.50,0.09,0.07,26,978,31.80,-0.09,8.90,,,
Jul,10,37.00,0.12,0.13,818,2023,29.00,-0.13,12.04,,,
Jul,10,37.50,0.18,0.17,169,1085,27.60,-0.20,18.84,,,
Jul,10,38.00,0.27,0.28,749,1550,25.30,-0.28,27.73,,,
Jul,10,38.50,0.41,0.41,473,2134,23.90,-0.41,43.43,,,
Jul,10,39.00,0.65,0.63,325,1483,23.10,-0.56,41.34,,,
Jul,10,39.50,0.94,0.98,40,282,21.40,-0.72,19.36,,,
Jul,10,40.00,1.33,1.27,42,851,21.00,-0.85,7.85,,,
Jul,10,40.50,1.79,1.55,1,362,23.30,-0.91,4.71,,,
Jul,10,41.00,2.27,2.30,14,640,25.60,-0.94,2.62,,,
Jul,10,41.50,2.75,3.02,8,1015,25.80,-0.99,0.52,,,
Jul,10,42.01,3.23,4.79,5,81,24.80,-1.00,-,,,
Jul,10,51.00,12.25,12.05,2,-,26.10,-1.00,-,,,
Aug,10,29.00,0.04,0.02,161,361,45.80,-0.02,0.89,,,
Aug,10,31.00,0.06,0.06,13,383,39.90,-0.03,1.53,,,
Aug,10,32.00,0.11,0.17,11,211,39.20,-0.05,2.67,,,
Aug,10,33.50,0.17,0.15,7,163,35.40,-0.08,4.20,,,
Aug,10,34.00,0.20,0.20,50,546,34.70,-0.10,5.09,,,
Aug,10,35.00,0.29,0.30,44,1372,32.70,-0.14,7.51,,,
Aug,10,35.50,0.35,0.36,51,193,31.60,-0.16,9.04,,,
Aug,10,36.00,0.41,0.40,9,754,30.30,-0.19,10.56,,,
Aug,10,36.50,0.51,0.44,14,1371,29.50,-0.23,12.86,,,
Aug,10,37.00,0.61,0.63,71,839,28.50,-0.27,15.53,,,
Aug,10,37.50,0.72,0.74,49,639,27.40,-0.32,18.33,,,
Aug,10,38.00,0.89,0.88,112,2344,26.90,-0.37,22.66,,,
Aug,10,38.01,0.88,0.79,4,-,26.80,-0.37,22.40,,,
Aug,10,38.50,1.07,1.06,49,410,26.10,-0.43,27.24,,,
Aug,10,39.00,1.26,1.26,244,783,25.00,-0.50,25.84,,,
Aug,10,39.50,1.51,1.41,14,303,24.20,-0.57,19.35,,,
Aug,10,40.00,1.78,1.78,33,281,23.20,-0.64,13.49,,,
Aug,10,40.50,2.10,3.44,1,84,22.50,-0.71,8.91,,,
Aug,10,41.50,2.88,3.34,8,150,22.00,-0.85,3.44,,,
Aug,10,41.51,2.87,-,2,46,23.20,-0.83,2.80,,,
Aug,10,42.00,3.32,3.30,4,351,21.80,-0.90,1.78,,,
Sep,10,31.00,0.17,0.16,1,211,35.90,-0.05,2.39,,,
