Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4936.8 at 16:37 22/4/2010  Report at 19:06 Thursday 22/4/2010. Processed 19:23 Thursday 22/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.21,,,,,,,,,,,,
Apr,10,15.00,0.06,0.04,17,261,16.90,-0.26,16.50,,,
May,10,15.50,0.44,0.41,3,2,15.80,-0.62,9.67,,,
Jun,10,13.00,0.01,0.09,5,33,17.80,-0.01,0.19,,,
Jun,10,15.00,0.27,0.26,2,51,16.30,-0.36,10.12,,,
Mar,11,14.50,0.75,0.73,5,-,20.30,-0.30,5.31,,,
Amcor Ltd Last Sale Price $6.45,,,,,,,,,,,,
May,10,5.95,0.01,0.03,30,53,18.10,-0.06,1.57,,,
Jun,10,6.18,0.08,0.13,30,43,19.00,-0.25,7.07,,,
AMP Ltd Last Sale Price $6.34,,,,,,,,,,,,
Apr,10,6.50,0.20,0.20,5,452,26.70,-0.74,25.19,,,
May,10,5.75,0.01,0.03,50,194,23.60,-0.07,2.40,,,
May,10,6.00,0.06,0.07,60,535,23.40,-0.19,8.80,,,
May,10,6.25,0.13,0.14,174,287,22.80,-0.38,19.99,,,
Jun,10,6.02,0.10,0.13,30,596,23.00,-0.25,9.00,,,
Jun,10,6.26,0.18,0.18,15,325,22.40,-0.40,16.19,,,
Jun,10,6.50,0.32,0.32,6,343,23.50,-0.56,13.94,,,
Jul,10,5.75,0.09,0.07,500,16,24.70,-0.18,4.94,,,
Jul,10,6.25,0.20,-,500,3,21.40,-0.39,11.92,,,
Aug,10,6.25,0.26,0.27,5,46,22.90,-0.39,11.79,,,
Dec,10,6.50,0.55,0.55,4,40,23.10,-0.47,9.01,,,
ANZ Banking Grp Last Sale Price $25.25,,,,,,,,,,,,
Apr,10,23.00,0.01,0.01,137,440,34.40,-0.02,1.81,,,
Apr,10,24.00,0.05,0.05,107,964,29.80,-0.10,9.03,,,
Apr,10,24.50,0.10,0.11,37,722,26.50,-0.19,18.07,,,
Apr,10,25.00,0.23,0.25,85,883,25.00,-0.37,41.56,,,
Apr,10,25.50,0.47,0.53,25,291,24.50,-0.60,40.66,,,
Apr,10,26.00,0.84,0.85,70,467,25.80,-0.79,17.17,,,
May,10,22.50,0.14,0.15,36,114,28.90,-0.08,5.62,,,
May,10,23.00,0.22,0.23,142,168,28.60,-0.12,8.63,,,
May,10,23.50,0.29,0.30,86,898,27.00,-0.17,11.85,,,
May,10,23.51,0.25,0.31,10,3,25.10,-0.15,10.04,,,
May,10,24.00,0.41,0.44,30,1361,25.90,-0.23,16.66,,,
May,10,24.50,0.59,0.62,78,814,25.10,-0.31,23.69,,,
May,10,25.00,0.82,0.85,16,393,24.60,-0.41,32.93,,,
May,10,25.50,1.11,1.14,11,117,24.40,-0.52,34.53,,,
May,10,26.00,1.47,1.59,8,62,24.80,-0.62,28.71,,,
Jun,10,21.00,0.12,0.09,3,342,30.50,-0.06,2.60,,,
Jun,10,22.50,0.28,0.20,10,200,27.90,-0.13,6.21,,,
Jun,10,23.50,0.47,0.51,200,202,25.90,-0.21,10.50,,,
Jun,10,24.00,0.59,0.63,9,195,24.70,-0.26,13.33,,,
Jun,10,24.50,0.78,0.77,2,259,24.20,-0.33,17.62,,,
Jun,10,25.00,1.01,1.05,15,169,24.00,-0.41,22.93,,,
Jun,10,25.50,1.28,1.30,1,107,23.60,-0.49,23.38,,,
Jul,10,23.50,0.64,0.64,2,28,25.40,-0.24,9.27,,,
Jul,10,24.00,0.80,0.82,10,22,24.80,-0.29,11.61,,,
Jul,10,25.00,1.20,1.23,8,5,23.70,-0.41,17.45,,,
Sep,10,24.00,1.05,1.11,4,193,25.20,-0.31,9.84,,,
Dec,10,12.00,0.01,0.01,156,232,37.50,-,-,,,
Dec,10,20.00,0.47,0.57,6,109,28.60,-0.10,2.79,,,
Dec,10,22.50,1.04,1.04,7,170,26.40,-0.22,6.11,,,
Dec,10,25.50,2.25,2.28,1,222,24.20,-0.44,11.78,,,
Mar,11,21.00,0.88,0.70,10,118,27.20,-0.16,3.77,,,
Jun,11,20.00,0.89,-,6,-,28.60,-0.15,3.01,,,
ASX Ltd Last Sale Price $33.50,,,,,,,,,,,,
Apr,10,32.50,0.07,0.16,3,23,20.50,-0.13,8.85,,,
Apr,10,33.50,0.32,0.55,5,187,17.70,-0.48,42.90,,,
Apr,10,34.00,0.63,1.12,18,94,18.00,-0.71,17.71,,,
Apr,10,34.50,1.03,0.80,10,53,18.10,-0.89,4.77,,,
Apr,10,35.00,1.50,1.55,1,79,18.10,-0.99,0.68,,,
May,10,30.50,0.09,0.09,4,20,23.10,-0.08,2.72,,,
May,10,31.50,0.18,0.18,4,56,21.20,-0.15,5.45,,,
May,10,32.00,0.25,0.25,3,90,20.20,-0.20,7.57,,,
May,10,34.00,0.95,0.96,5,364,17.70,-0.57,13.62,,,
May,10,35.00,1.65,1.06,1,33,17.70,-0.79,4.54,,,
Jun,10,34.00,1.20,1.23,1,121,18.80,-0.53,11.92,,,
Jun,10,34.50,1.50,1.21,10,21,18.80,-0.61,8.51,,,
Jun,10,37.00,3.52,-,1,1,18.80,-0.98,0.34,,,
Jul,10,33.50,1.11,0.96,1,3,18.40,-0.44,12.22,,,
Sep,10,37.00,4.07,-,1,-,18.80,-0.83,3.97,,,
Alumina Ltd Last Sale Price $1.68,,,,,,,,,,,,
Apr,10,1.70,0.04,0.05,12,2037,36.10,-0.60,54.48,,,
Apr,10,1.80,0.14,0.13,85,707,49.80,-0.84,27.24,,,
Jul,10,1.60,0.08,0.09,8,61,36.30,-0.34,17.61,,,
Sep,10,1.60,0.12,0.12,83,32,38.60,-0.35,16.17,,,
AXA Asia Pacific Last Sale Price $6.22,,,,,,,,,,,,
Apr,10,6.25,0.07,0.08,125,614,15.70,-0.57,29.34,,,
BHP Billiton Ltd Last Sale Price $42.21,,,,,,,,,,,,
Apr,10,37.00,0.00,0.02,2,404,38.10,-,0.43,,,
Apr,10,37.50,0.01,0.03,6,502,37.90,-0.01,0.86,,,
Apr,10,38.00,0.01,0.03,75,1041,37.60,-0.02,1.62,,,
Apr,10,38.50,0.03,0.04,5,221,37.40,-0.03,3.24,,,
Apr,10,39.00,0.06,0.06,34,809,37.20,-0.06,5.94,,,
Apr,10,39.50,0.07,0.07,19,565,34.90,-0.08,8.11,,,
Apr,10,40.00,0.10,0.11,90,1429,32.70,-0.11,10.81,,,
