Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4324.8 at 16:36 30/6/2010  Report at 19:06 Wednesday 30/6/2010. Processed 23:15 Wednesday 30/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.70,,,,,,,,,,,,
Jul,10,14.00,0.07,0.13,10,47,19.50,-0.16,6.21,,,
Jul,10,15.50,0.82,1.01,6,11,17.60,-0.88,2.07,,,
Aug,10,14.00,0.16,0.26,18,18,19.70,-0.22,6.64,,,
Aug,10,14.50,0.30,0.35,3,77,18.90,-0.38,13.06,,,
Aug,10,15.00,0.55,0.86,10,101,18.50,-0.57,10.70,,,
Asciano Grp Last Sale Price $1.62,,,,,,,,,,,,
Jul,10,1.60,0.04,0.04,5,95,30.10,-0.41,33.80,,,
Amcor Ltd Last Sale Price $6.38,,,,,,,,,,,,
Aug,10,6.25,0.17,0.17,10,207,17.60,-0.33,16.77,,,
Jun,11,6.00,0.46,0.48,37,-,25.70,-0.30,7.33,,,
Jun,11,6.25,0.58,0.60,5,-,25.70,-0.36,9.32,,,
AMP Ltd Last Sale Price $5.21,,,,,,,,,,,,
Jul,10,5.00,0.10,0.11,30,93,34.00,-0.30,23.35,,,
Jul,10,5.25,0.18,0.19,103,174,28.50,-0.50,32.69,,,
Jul,10,5.50,0.34,0.37,20,444,28.90,-0.73,12.84,,,
Jul,10,5.75,0.55,0.55,40,879,27.40,-0.92,2.34,,,
Jul,10,6.00,0.80,0.81,32,428,36.30,-0.93,2.34,,,
Aug,10,5.00,0.16,0.18,12,100,32.50,-0.33,19.33,,,
Aug,10,5.50,0.40,0.23,20,228,29.30,-0.65,13.29,,,
Aug,10,6.00,0.80,0.42,30,161,26.50,-0.96,0.60,,,
Sep,10,5.50,0.53,0.35,6,397,30.30,-0.60,19.55,,,
Sep,10,5.75,0.71,0.71,11,322,29.10,-0.74,13.85,,,
Sep,10,8.50,3.35,3.42,23,38,32.50,-1.00,4.89,,,
Oct,10,6.00,0.94,0.45,30,21,28.40,-0.81,8.68,,,
Dec,10,5.00,0.34,0.33,2,5,30.10,-0.34,13.26,,,
Dec,10,5.50,0.59,0.57,12,807,27.80,-0.55,11.87,,,
Dec,10,5.75,0.77,0.51,2,34,28.00,-0.65,9.10,,,
Dec,10,7.25,2.12,1.39,30,31,26.40,-1.00,2.97,,,
Mar,11,5.50,0.69,0.70,45,393,26.70,-0.52,10.59,,,
Dec,11,7.50,2.44,1.54,5,17,27.00,-1.00,2.01,,,
Mar,13,6.00,1.49,1.21,6,75,29.90,-0.54,4.89,,,
ANZ Banking Grp Last Sale Price $21.61,,,,,,,,,,,,
Jul,10,16.00,0.03,0.03,313,67,54.40,-0.02,1.41,,,
Jul,10,18.00,0.12,0.13,305,250,49.50,-0.08,6.47,,,
Jul,10,19.00,0.21,0.21,16,190,46.20,-0.14,11.82,,,
Jul,10,19.50,0.27,0.27,2,180,43.30,-0.17,14.92,,,
Jul,10,20.00,0.34,0.38,79,311,40.50,-0.22,18.86,,,
Jul,10,20.50,0.45,0.46,80,787,38.60,-0.28,25.05,,,
Jul,10,21.00,0.57,0.59,124,250,36.40,-0.36,32.37,,,
Jul,10,21.50,0.75,0.79,19,345,34.40,-0.44,41.94,,,
Jul,10,22.00,0.94,1.03,66,764,31.70,-0.55,31.25,,,
Jul,10,22.50,1.19,1.27,145,519,28.10,-0.67,16.61,,,
Jul,10,23.00,1.59,1.63,49,347,29.40,-0.76,10.98,,,
Jul,10,23.50,1.97,1.37,10,276,27.50,-0.86,4.50,,,
Jul,10,24.00,2.48,2.65,6,228,32.90,-0.87,5.07,,,
Jul,10,24.50,2.92,3.02,65,102,30.90,-0.95,1.41,,,
Jul,10,26.50,4.89,-,1,-,30.90,-1.00,-,,,
Aug,10,17.00,0.10,0.16,30,50,42.60,-0.06,2.91,,,
Aug,10,18.50,0.29,-,65,10,42.40,-0.14,8.59,,,
Aug,10,19.00,0.37,0.40,2,65,41.30,-0.18,10.77,,,
Aug,10,19.50,0.47,0.47,70,75,40.30,-0.22,13.83,,,
Aug,10,20.00,0.56,0.61,84,335,37.80,-0.26,16.16,,,
Aug,10,20.50,0.68,0.68,12,366,36.40,-0.31,19.80,,,
Aug,10,21.00,0.82,0.87,73,175,34.70,-0.37,24.03,,,
Aug,10,21.50,1.00,1.08,1,110,33.10,-0.44,29.27,,,
Aug,10,22.00,1.23,1.25,22,803,32.00,-0.51,24.46,,,
Aug,10,22.50,1.48,1.60,10,83,30.50,-0.59,17.18,,,
Aug,10,23.00,1.77,1.76,6,268,29.10,-0.68,11.21,,,
Aug,10,24.00,2.54,2.60,4,147,28.80,-0.82,4.51,,,
Aug,10,24.50,2.96,3.90,10,77,27.70,-0.89,2.04,,,
Aug,10,25.00,3.41,3.85,7,76,26.60,-0.97,0.58,,,
Aug,10,26.50,4.89,-,1,-,26.60,-1.00,-,,,
Sep,10,15.00,0.04,0.12,41,34,41.60,-0.02,0.79,,,
Sep,10,16.00,0.10,0.17,17,-,41.40,-0.05,1.87,,,
Sep,10,20.50,0.85,0.90,1,67,35.00,-0.32,16.79,,,
Sep,10,21.00,0.99,1.00,15,338,33.30,-0.37,19.44,,,
Sep,10,21.50,1.19,0.79,55,97,32.50,-0.43,23.37,,,
Sep,10,22.00,1.41,1.45,3,225,31.30,-0.49,19.93,,,
Sep,10,23.00,1.95,2.00,7,141,29.50,-0.63,11.00,,,
Sep,10,24.00,2.67,1.29,2,218,28.90,-0.76,5.40,,,
Sep,10,24.50,3.01,2.71,19,84,26.70,-0.85,2.36,,,
Sep,10,26.00,4.39,2.15,3,15,26.70,-1.00,-,,,
Oct,10,21.50,1.40,1.42,74,152,32.50,-0.42,19.47,,,
Oct,10,22.00,1.60,1.01,86,103,31.20,-0.48,16.89,,,
Oct,10,22.50,1.84,1.08,50,165,30.30,-0.53,13.26,,,
Oct,10,23.00,2.11,1.96,22,87,29.50,-0.59,10.05,,,
Oct,10,24.50,3.12,-,10,-,27.20,-0.78,3.14,,,
Oct,10,26.00,4.43,-,2,-,27.20,-0.94,0.56,,,
Nov,10,24.00,3.17,2.15,6,10,28.50,-0.68,8.79,,,
Nov,10,28.00,6.61,6.79,7,824,29.90,-1.00,2.49,,,
Dec,10,18.00,0.63,0.52,6,355,35.20,-0.17,6.01,,,
