Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4771.9 at 16:36 22/1/2010  Report at 19:06 Friday 22/1/2010. Processed 19:48 Friday 22/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.79,,,,,,,,,,,,
Jan,10,13.50,0.03,0.03,2,318,17.10,-0.15,9.45,,,
Feb,10,13.50,0.14,0.14,103,60,16.30,-0.29,10.21,,,
Mar,10,13.50,0.30,0.31,10,309,16.20,-0.32,12.81,,,
Mar,10,14.00,0.56,0.53,16,287,14.70,-0.55,14.91,,,
Jun,10,13.50,0.48,0.48,1,56,17.10,-0.34,8.34,,,
Asciano Grp Last Sale Price $1.78,,,,,,,,,,,,
Jan,10,1.75,0.01,0.02,100,778,28.00,-0.30,43.94,,,
Jun,10,1.70,0.12,0.13,20,155,38.10,-0.35,15.98,,,
Amcor Ltd Last Sale Price $6.03,,,,,,,,,,,,
Feb,10,5.26,0.01,0.02,6,31,21.30,-0.01,1.04,,,
Feb,10,5.49,0.03,0.04,6,116,20.70,-0.06,4.32,,,
Feb,10,5.95,0.11,0.12,10,36,9.00,-0.26,18.16,,,
Mar,10,5.95,0.23,0.24,3,105,21.30,-0.39,22.58,,,
Jun,10,5.95,0.32,0.33,4,-,21.00,-0.39,12.58,,,
Dec,10,5.50,0.34,0.34,4,-,23.10,-0.24,6.13,,,
AMP Ltd Last Sale Price $6.55,,,,,,,,,,,,
Jan,10,5.75,-,0.01,10,500,31.10,-,11.94,,,
Jan,10,6.50,0.06,0.06,60,464,25.70,-0.39,47.76,,,
Jan,10,6.75,0.23,0.27,45,117,27.80,-0.79,19.90,,,
Feb,10,6.00,0.08,0.10,12,1729,36.70,-0.19,12.74,,,
Feb,10,6.25,0.16,0.17,23,1863,36.80,-0.30,24.68,,,
Feb,10,6.50,0.28,0.28,43,1191,39.80,-0.44,44.58,,,
Feb,10,6.75,0.47,0.42,5,354,45.50,-0.55,42.19,,,
Mar,10,5.25,0.03,0.03,20,139,33.80,-0.04,2.21,,,
Mar,10,6.00,0.14,0.16,10,741,30.30,-0.20,12.38,,,
Apr,10,6.25,0.28,0.30,2,52,28.80,-0.32,15.92,,,
Apr,10,6.50,0.41,0.44,40,193,29.10,-0.42,23.31,,,
Sep,10,5.50,0.23,0.25,1,182,30.60,-0.17,5.35,,,
Dec,12,5.50,0.80,0.83,10,99,33.30,-0.21,4.16,,,
ANZ Banking Grp Last Sale Price $22.65,,,,,,,,,,,,
Jan,10,20.50,0.01,0.03,153,858,39.10,-0.02,2.07,,,
Jan,10,21.50,0.05,0.01,133,566,33.40,-0.10,11.51,,,
Jan,10,22.00,0.10,0.13,282,1759,28.20,-0.20,21.87,,,
Jan,10,22.50,0.23,0.24,113,700,26.20,-0.41,52.95,,,
Jan,10,23.00,0.47,0.54,174,437,23.50,-0.68,28.78,,,
Jan,10,23.50,0.88,0.98,11,165,22.80,-0.90,5.76,,,
Jan,10,26.00,3.35,3.25,2,32,33.00,-1.00,-,,,
Feb,10,21.50,0.25,0.27,208,358,26.00,-0.22,11.51,,,
Feb,10,22.00,0.35,0.38,24,515,24.10,-0.31,16.35,,,
Feb,10,22.50,0.56,0.55,19,249,24.40,-0.43,26.01,,,
Feb,10,23.00,0.81,0.85,72,224,23.60,-0.55,20.95,,,
Feb,10,23.50,1.11,1.13,2,168,22.90,-0.68,11.97,,,
Mar,10,21.00,0.33,0.35,230,515,27.10,-0.21,8.31,,,
Mar,10,21.50,0.42,0.43,3,189,25.50,-0.26,10.74,,,
Mar,10,22.00,0.56,0.59,505,444,24.50,-0.34,14.32,,,
Mar,10,22.50,0.78,0.76,18,145,24.50,-0.42,19.82,,,
Mar,10,23.00,1.00,1.00,22,121,23.80,-0.52,16.75,,,
Apr,10,22.00,0.75,0.78,11,127,24.70,-0.35,12.33,,,
May,10,20.50,0.56,0.60,3,-,26.70,-0.20,7.23,,,
May,10,23.00,1.55,-,50,5,24.60,-0.48,15.41,,,
Jun,10,21.50,0.99,1.05,1,42,26.00,-0.31,10.36,,,
Jun,10,22.00,1.20,1.02,500,846,25.70,-0.36,12.56,,,
Sep,10,20.00,0.87,0.88,1,55,28.50,-0.22,5.72,,,
Sep,10,22.00,1.58,1.86,1,2,27.00,-0.36,10.36,,,
Dec,10,18.00,0.74,0.77,6,306,30.80,-0.14,3.55,,,
Dec,10,19.00,0.98,1.00,9,304,29.90,-0.18,4.70,,,
Dec,10,20.00,1.26,1.09,7,94,29.00,-0.23,6.07,,,
Dec,10,21.00,1.63,1.65,2,412,28.30,-0.29,7.79,,,
Dec,10,22.00,2.02,1.77,1,268,27.40,-0.35,9.71,,,
Dec,10,22.50,2.25,2.25,10,138,27.00,-0.39,10.77,,,
Dec,10,23.50,2.77,3.72,1,12,26.50,-0.47,9.21,,,
Dec,10,24.00,3.07,3.75,1,291,26.50,-0.51,8.25,,,
ASX Ltd Last Sale Price $33.77,,,,,,,,,,,,
Jan,10,33.50,0.20,0.27,2,31,19.20,-0.35,31.65,,,
Jan,10,34.00,0.42,0.40,1,53,17.40,-0.60,29.34,,,
Jan,10,34.50,0.78,0.19,1,26,16.90,-0.84,7.72,,,
Jan,10,35.00,1.23,0.54,6,34,2.00,-1.00,-,,,
Feb,10,32.50,0.38,0.14,2,137,14.90,-0.17,11.73,,,
