Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4744.0 at 16:47 10/11/2009  Report at 19:06 Tuesday 10/11/2009. Processed 20:03 Tuesday 10/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.64,,,,,,,,,,,,
Nov,09,13.00,0.04,0.07,5,125,21.90,-0.13,7.08,,,
Nov,09,13.50,0.16,0.15,12,199,19.80,-0.37,24.40,,,
Dec,09,13.50,0.26,0.26,2,371,20.00,-0.39,18.31,,,
Mar,10,13.00,0.45,0.52,1,48,21.90,-0.29,8.85,,,
Sep,10,13.50,1.06,1.06,6,-,23.00,-0.38,8.96,,,
Asciano Grp Last Sale Price $1.65,,,,,,,,,,,,
Dec,09,3.05,1.41,1.43,5,25,40.80,-1.00,-,,,
Mar,10,2.62,0.97,0.96,8,66,48.50,-1.00,-,,,
Amcor Ltd Last Sale Price $5.48,,,,,,,,,
Nov,09,5.26,0.04,0.04,5,174,26.20,-0.21,13.71
Nov,09,5.49,0.13,0.13,261,53,27.00,-0.49,45.06
Dec,09,5.26,0.09,0.08,115,190,26.80,-0.28,15.78
Dec,09,5.49,0.18,0.16,15,110,26.40,-0.47,29.80
AMP Ltd Last Sale Price $6.39,,,,,,,,,
Nov,09,5.50,0.02,0.01,1,769,50.40,-0.07,6.72
Nov,09,5.75,0.03,0.04,38,443,43.00,-0.11,10.08
Nov,09,6.00,0.07,0.06,17,659,41.10,-0.21,23.52
Nov,09,6.25,0.14,0.13,24,966,38.10,-0.36,45.36
Nov,09,6.50,0.26,0.72,10,209,38.50,-0.56,50.40
Nov,09,6.75,0.44,0.43,32,322,39.20,-0.73,25.20
Nov,09,7.00,0.64,0.58,25,44,39.50,-0.86,10.08
Dec,09,6.00,0.14,0.12,53,290,38.00,-0.27,20.29
Dec,09,6.25,0.23,0.23,13,716,37.40,-0.39,33.82
Dec,09,6.50,0.34,0.31,20,347,35.30,-0.52,33.82
Jan,10,5.50,0.11,0.11,1,180,38.00,-0.16,7.50
Jan,10,6.00,0.22,0.20,46,50,34.70,-0.30,15.35
Jan,10,6.50,0.43,0.44,39,55,33.20,-0.49,22.85
Feb,10,5.75,0.23,0.24,10,62,39.10,-0.25,12.43
Feb,10,6.00,0.34,0.34,4,20,40.10,-0.32,17.98
Feb,10,6.25,0.42,0.73,30,105,38.20,-0.39,22.48
Mar,10,5.50,0.31,0.21,50,139,45.00,-0.23,13.02
Mar,10,6.00,0.46,0.30,10,167,40.60,-0.33,19.11
Mar,10,6.25,0.54,0.74,15,236,38.10,-0.39,22.47
Mar,10,6.50,0.71,0.56,20,251,40.70,-0.45,25.41
Apr,10,5.75,0.30,0.28,1,3,33.80,-0.25,10.19
Jun,10,6.98,1.00,0.95,5,38,31.50,-0.57,10.19
Sep,10,6.00,0.61,0.65,1,151,34.30,-0.32,10.96
ANZ Banking Grp Last Sale Price $22.80,,,,,,,,,
Nov,09,19.50,0.01,0.01,149,396,37.00,-0.02,0.94
Nov,09,20.00,0.03,0.03,160,486,36.20,-0.04,2.35
Nov,09,21.00,0.07,0.22,18,356,32.30,-0.10,7.06
Nov,09,22.00,0.24,0.23,18,588,29.90,-0.26,22.60
Nov,09,22.50,0.41,0.41,255,862,29.40,-0.39,38.14
Nov,09,23.00,0.61,0.62,110,564,27.20,-0.54,38.61
Nov,09,23.50,0.92,0.94,8,226,26.70,-0.69,20.72
Dec,09,20.00,0.11,0.14,8,775,33.20,-0.09,4.63
Dec,09,21.00,0.24,0.22,6,300,31.70,-0.18,10.11
Dec,09,22.00,0.47,0.44,137,742,29.30,-0.31,19.59
Dec,09,22.50,0.65,0.63,13,368,28.40,-0.40,27.17
Dec,09,23.50,1.16,1.18,25,184,27.30,-0.60,19.17
Dec,09,24.00,1.47,1.48,1,102,26.10,-0.71,11.37
Dec,09,25.00,2.30,2.90,10,130,27.00,-0.86,4.21
Jan,10,20.50,0.33,0.34,1,373,29.30,-0.18,6.60
Jan,10,21.00,0.45,0.45,9,441,29.20,-0.23,9.00
Jan,10,22.00,0.72,0.74,2,222,27.50,-0.34,14.51
Jan,10,22.50,0.91,0.85,2,109,26.70,-0.40,18.11
Jan,10,23.00,1.14,1.76,2,153,26.40,-0.48,18.81
Jan,10,25.00,2.42,2.36,4,156,24.80,-0.78,4.40
Feb,10,20.00,0.39,0.57,8,43,30.90,-0.17,5.78
Mar,10,23.00,1.50,1.91,10,67,27.80,-0.45,15.24
