Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4418.4 at 16:38 24/8/2010  Report at 19:06 Tuesday 24/8/2010. Processed 19:23 Tuesday 24/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.36,,,,,,,,,,,,
Aug,10,15.50,0.20,0.14,10,44,25.40,-0.68,43.57,,,
Sep,10,15.50,0.52,0.56,9,16,16.70,-0.54,29.13,,,
Oct,10,14.50,0.17,0.30,10,12,17.10,-0.17,6.30,,,
Oct,10,15.50,0.60,-,10,10,16.00,-0.50,16.74,,,
Asciano Grp Last Sale Price $1.67,,,,,,,,,,,,
Aug,10,1.60,0.01,0.03,100,1744,62.00,-0.18,58.46,,,
Aug,10,1.80,0.14,0.14,10,37,2.00,-1.00,-,,,
Amcor Ltd Last Sale Price $6.63,,,,,,,,,,,,
Oct,10,6.50,0.24,0.23,10,6,28.90,-0.39,20.02,,,
AMP Ltd Last Sale Price $4.92,,,,,,,,,,,,
Aug,10,5.00,0.10,0.09,67,608,34.10,-0.73,49.46,,,
Aug,10,5.25,0.33,0.32,62,1010,2.00,-1.00,-,,,
Aug,10,5.50,0.60,0.58,88,699,113.50,-,49.46,,,
Aug,10,5.75,0.86,0.80,66,544,172.40,-,86.55,,,
Sep,10,4.50,0.06,0.06,5,160,31.70,-0.14,14.36,,,
Sep,10,4.75,0.13,0.13,3,260,26.90,-0.29,31.11,,,
Sep,10,5.00,0.29,0.28,19,1336,29.30,-0.54,51.45,,,
Sep,10,5.25,0.48,0.49,21,627,24.00,-0.83,35.90,,,
Sep,10,5.50,0.72,0.69,10,396,24.20,-1.00,33.50,,,
Sep,10,5.75,0.97,0.59,6,208,31.20,-1.00,33.50,,,
Sep,10,6.00,1.23,1.22,6,518,41.50,-0.98,34.70,,,
Oct,10,4.50,0.10,0.08,40,-,27.10,-0.18,10.68,,,
Oct,10,5.25,0.52,0.39,20,613,26.60,-0.69,21.36,,,
Oct,10,5.50,0.72,0.58,14,227,23.00,-0.91,16.30,,,
Oct,10,6.25,1.47,0.59,1,46,2.00,-1.00,15.74,,,
Dec,10,5.25,0.52,0.28,18,853,22.00,-0.66,11.55,,,
Dec,10,5.50,0.73,0.70,6,835,22.00,-0.83,9.43,,,
Dec,10,8.25,3.46,3.46,3,22,22.00,-1.00,8.21,,,
Jun,11,5.50,0.90,0.65,1,90,24.60,-0.65,7.69,,,
Jun,11,5.75,1.09,-,1,10,24.00,-0.77,6.34,,,
Jun,11,6.00,1.30,-,5,14,24.00,-0.90,5.49,,,
Dec,11,5.00,0.66,0.65,650,32,23.30,-0.44,8.78,,,
ANZ Banking Grp Last Sale Price $22.64,,,,,,,,,,,,
Aug,10,22.00,0.05,0.04,96,1819,37.80,-0.15,26.87,,,
Aug,10,22.50,0.16,0.16,99,590,32.60,-0.39,83.30,,,
Aug,10,23.00,0.42,0.42,45,798,29.00,-0.76,32.24,,,
Aug,10,23.50,0.87,0.85,8,110,31.40,-0.95,5.37,,,
Sep,10,21.00,0.20,0.20,34,746,30.80,-0.17,10.14,,,
Sep,10,21.50,0.28,0.28,15,661,29.00,-0.24,14.56,,,
Sep,10,22.00,0.39,0.39,64,839,27.10,-0.32,20.28,,,
Sep,10,22.50,0.56,0.56,65,546,25.40,-0.43,28.86,,,
Sep,10,23.00,0.78,0.78,30,497,23.70,-0.56,21.58,,,
Sep,10,23.50,1.08,1.05,24,128,22.60,-0.70,11.18,,,
Sep,10,24.00,1.47,1.22,10,231,23.00,-0.81,5.72,,,
Oct,10,21.50,0.52,0.52,2,211,28.10,-0.28,12.70,,,
Oct,10,22.00,0.66,0.66,20,172,26.90,-0.35,16.00,,,
Oct,10,22.50,0.82,0.83,63,273,25.30,-0.43,20.03,,,
Oct,10,23.00,1.03,1.03,5,240,24.30,-0.51,16.49,,,
Oct,10,24.50,2.03,2.23,14,11,23.30,-0.78,4.15,,,
Nov,10,19.00,0.29,0.80,3,26,32.70,-0.11,4.97,,,
Dec,10,21.50,0.99,0.97,10,166,27.80,-0.31,13.08,,,
Dec,10,22.00,1.18,1.23,20,439,27.00,-0.36,15.59,,,
Dec,10,24.50,2.54,2.61,14,357,22.40,-0.71,9.05,,,
Mar,11,23.00,2.02,2.09,1,106,26.70,-0.45,12.56,,,
ASX Ltd Last Sale Price $30.44,,,,,,,,,,,,
Sep,10,30.00,0.90,0.90,2,123,21.60,-0.37,34.81,,,
Sep,10,30.50,1.16,1.31,8,28,19.70,-0.48,42.55,,,
Oct,10,30.50,1.38,1.43,5,5,19.60,-0.46,23.98,,,
Jun,11,40.00,10.39,10.45,4,-,21.30,-1.00,3.27,,,
Alumina Ltd Last Sale Price $1.75,,,,,,,,,,,,
Sep,10,1.60,0.03,0.03,240,732,45.90,-0.21,20.13,,,
Sep,10,1.70,0.05,0.04,135,935,38.70,-0.35,33.54,,,
Sep,10,1.80,0.10,0.10,45,661,37.50,-0.56,36.90,,,
AXA Asia Pacific Last Sale Price $5.47,,,,,,,,,,,,
Aug,10,5.25,0.04,0.01,2,1129,71.50,-0.21,77.85,,,
Aug,10,6.00,0.57,0.53,15,39,129.10,-0.82,100.09,,,
Sep,10,5.75,0.47,0.41,15,86,49.70,-0.60,39.82,,,
Oct,10,4.75,0.09,0.14,10,101,39.50,-0.16,8.59,,,
BHP Billiton Ltd Last Sale Price $37.54,,,,,,,,,,,,
Aug,10,33.00,-,0.01,20,467,54.80,-,3.24,,,
Aug,10,35.00,0.03,0.03,200,1586,54.20,-0.04,8.10,,,
Aug,10,35.50,0.04,0.05,13,1101,52.70,-0.07,14.58,,,
Aug,10,36.00,0.10,0.09,53,889,51.30,-0.13,30.79,,,
Aug,10,36.50,0.16,0.17,152,1559,47.90,-0.21,51.86,,,
Aug,10,37.00,0.28,0.28,312,1848,45.60,-0.32,89.13,,,
Aug,10,37.50,0.46,0.49,112,1173,43.70,-0.48,149.09,,,
