Derivatives: Put Options - daily trades ,,,,,,,,,,,,
XAO 4277.8 at 16:37 7/7/2010  Report at 19:06 Wednesday 7/7/2010. Processed 09:37 Thursday 8/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.66,,,,,,,,,,,,
Jul,10,14.00,0.06,0.04,35,108,19.70,-0.15,6.50,,,
Jul,10,14.50,0.18,0.19,35,182,18.50,-0.37,19.49,,,
Asciano Grp Last Sale Price $1.65,,,,,,,,,,,,
Dec,10,1.31,0.04,0.04,8,-,39.20,-0.14,4.55,,,
Amcor Ltd Last Sale Price $6.50,,,,,,,,,,,,
Jul,10,6.25,0.07,0.07,20,75,27.90,-0.26,18.31,,,
Jul,10,6.50,0.14,0.15,8,292,23.20,-0.47,34.18,,,
AMP Ltd Last Sale Price $5.13,,,,,,,,,,,,
Jul,10,5.00,0.10,0.10,55,234,31.00,-0.34,29.39,,,
Jul,10,5.25,0.21,0.23,5,244,29.50,-0.60,27.84,,,
Jul,10,5.50,0.39,0.40,4,446,26.80,-0.86,6.19,,,
Jul,10,5.75,0.62,0.64,6,830,2.00,-1.00,-,,,
Jul,10,6.00,0.87,0.80,10,403,2.00,-1.00,-,,,
Aug,10,4.75,0.11,0.09,75,8,35.70,-0.24,14.65,,,
Aug,10,5.25,0.28,0.33,59,171,30.80,-0.54,23.02,,,
Aug,10,5.75,0.65,0.34,1,127,29.40,-0.86,3.49,,,
Aug,10,6.25,1.12,0.65,1,20,29.40,-1.00,-,,,
Sep,10,4.75,0.19,0.19,17,50,34.10,-0.26,16.66,,,
Sep,10,5.25,0.41,0.38,10,274,31.20,-0.51,26.12,,,
Sep,10,5.50,0.58,0.35,6,243,31.30,-0.65,19.36,,,
Sep,10,6.25,1.25,1.24,3,805,35.30,-0.91,11.26,,,
Sep,10,7.50,2.46,2.02,3,109,44.00,-1.00,7.66,,,
Oct,10,5.00,0.30,0.32,6,20,29.70,-0.37,18.72,,,
Oct,10,5.75,0.78,0.81,11,10,26.30,-0.77,9.67,,,
Mar,11,4.75,0.38,0.40,12,1,30.20,-0.29,10.22,,,
Mar,11,7.25,2.23,2.00,3,34,29.90,-1.00,3.13,,,
Sep,11,6.00,1.25,1.05,3,7,27.60,-0.64,6.01,,,
Jun,14,5.75,1.58,1.60,8,37,31.60,-0.44,4.71,,,
ANZ Banking Grp Last Sale Price $21.23,,,,,,,,,,,,
Jul,10,19.00,0.14,0.17,44,220,42.20,-0.12,10.84,,,
Jul,10,19.50,0.20,0.18,194,454,40.00,-0.17,15.32,,,
Jul,10,20.00,0.28,0.28,17,623,37.30,-0.23,20.93,,,
Jul,10,20.50,0.40,0.43,39,870,35.70,-0.32,29.90,,,
Jul,10,21.00,0.57,0.56,12,560,34.00,-0.42,42.98,,,
Jul,10,21.50,0.78,0.72,188,365,31.50,-0.54,37.75,,,
Jul,10,22.00,1.05,1.04,39,688,29.80,-0.66,21.30,,,
Jul,10,22.50,1.33,1.25,20,422,22.20,-0.86,4.11,,,
Jul,10,23.00,1.80,1.90,11,272,25.30,-0.92,2.24,,,
Jul,10,23.50,2.29,2.38,25,244,28.40,-0.95,1.50,,,
Jul,10,24.00,2.79,2.91,3,184,32.80,-0.96,1.50,,,
Jul,10,24.50,3.29,3.25,10,26,37.40,-0.96,1.50,,,
Aug,10,18.00,0.14,0.21,31,36,37.50,-0.09,4.72,,,
Aug,10,19.00,0.30,0.40,42,55,37.10,-0.18,10.11,,,
Aug,10,19.50,0.42,0.45,21,594,36.90,-0.23,14.16,,,
Aug,10,20.00,0.57,0.55,26,441,36.70,-0.29,19.22,,,
Aug,10,21.00,0.88,0.82,8,288,33.40,-0.42,29.50,,,
Aug,10,21.50,1.09,1.04,41,162,32.10,-0.50,27.64,,,
Aug,10,22.50,1.63,1.79,2,76,29.00,-0.68,11.97,,,
Aug,10,23.50,2.40,2.56,5,100,28.70,-0.83,4.55,,,
Aug,10,26.50,5.27,5.36,2,-,29.30,-1.00,-,,,
Sep,10,20.00,0.75,0.64,5,537,35.30,-0.30,16.21,,,
Sep,10,20.50,0.90,0.92,22,68,34.10,-0.36,19.59,,,
Sep,10,21.00,1.08,1.10,30,354,32.70,-0.42,23.40,,,
Sep,10,21.50,1.29,1.10,9,106,31.80,-0.48,22.20,,,
Sep,10,22.00,1.52,1.56,2,222,30.40,-0.55,16.43,,,
Sep,10,23.50,2.52,2.42,1,85,28.80,-0.76,5.55,,,
Oct,10,16.00,0.11,0.22,10,-,36.00,-0.06,1.66,,,
Oct,10,20.00,0.97,0.85,502,356,35.30,-0.32,14.63,,,
Dec,10,22.00,2.33,2.11,1,411,32.00,-0.49,15.73,,,
Mar,11,24.00,3.90,2.80,3,18,31.00,-0.62,7.44,,,
Dec,11,31.00,10.07,10.10,1,166,26.70,-1.00,0.98,,,
ASX Ltd Last Sale Price $28.34,,,,,,,,,,,,
Jul,10,27.50,0.33,0.34,6,40,25.00,-0.28,18.20,,,
Jul,10,28.00,0.44,0.35,2,48,22.60,-0.38,24.64,,,
Aug,10,26.00,0.25,0.26,3,-,26.40,-0.16,6.19,,,
Aug,10,27.50,0.57,0.58,1,1,24.20,-0.32,14.52,,,
Aug,10,30.00,1.85,1.45,1,13,20.30,-0.77,4.67,,,
Aug,10,32.00,3.66,3.06,1,58,20.30,-1.00,-,,,
Oct,10,32.00,4.28,-,1,15,20.00,-0.94,7.00,,,
Alumina Ltd Last Sale Price $1.49,,,,,,,,,,,,
Jul,10,1.40,0.03,0.03,10,553,42.70,-0.25,26.63,,,
Jul,10,1.50,0.06,0.06,15,1115,38.60,-0.50,53.25,,,
Sep,10,1.50,0.13,0.13,50,130,45.30,-0.45,35.66,,,
Sep,10,1.90,0.42,0.34,40,233,44.30,-0.88,3.10,,,
