Stocks that moved by more than 5% for the day,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4356.7 at 2011-11-08T16:39:13. Report at Tuesday, November 8, 2011. Processed Wednesday at 2011-11-09T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
Broad Invest,BRO,.002,+.1,+100.0,,
Super Ret Rep Ltd rts 09nov,SULR,.11,+5,+83.33,,
Delecta Ltd,DLC,.011,+.4,+57.14,,
Global Health Ltd,GLH,.006,+.2,+50.00,,
Style Ltd,SYP,.003,+.1,+50.00,,
OBJ Ltd opt dec11,OBJOA,.016,+.4,+33.33,,
Rubicor Grp,RUB,.023,+.5,+27.78,,
Holista Colltech,HCT,.11,+2,+22.22,,
RCL Grp stp,RLG,.055,+1,+22.22,,
Pharmanet Grp,PNO,.006,+.1,+20.00,,
Robe Aust Ltd opt dec14,ROBO,.006,+.1,+20.00,,
Cryosite Ltd,CTE,.125,+2,+19.05,,
Funtastic Ltd,FUN,.04,+.6,+17.65,,
Consolidated Global,CGI,.033,+.4,+13.79,,
Motopia Ltd,MOT,.017,+.2,+13.33,,
Orchid Capital,ORC,.04,+.4,+11.11,,
TPL Corp Ltd,TPL,.02,+.2,+11.11,,
Cougar Energy,CXY,.022,+.2,+10.00,,
G8 Education Ltd,GEM,.55,+5,+10.00,,
Stratatel Ltd,STE,.034,+.3,+9.68,,
Service Stream,SSM,.365,+3,+8.96,,
Credit Corp Grp,CCP,4.20,+32,+8.25,,
Keybridge Capital,KBC,.105,+.8,+8.25,,
Greencap Ltd,GCG,.054,+.4,+8.00,,
Select Harvests,SHV,1.82,+13,+7.69,,
Starpharma Hldgs,SPL,1.135,+8,+7.58,,
Landmark White,LMW,.30,+2,+7.14,,
Clean Teq Hldgs,CLQ,.048,+.3,+6.67,,
Prana Biotech,PBT,.16,+1,+6.67,,
Gale Pacific Ltd,GAP,.245,+1.5,+6.52,,
Runge Ltd,RUL,.41,+2.5,+6.49,,
Hastie Grp Ltd def,HSTDA,1.02,+6,+6.25,,
Collins Foods Ltd,CKF,1.21,+7,+6.14,,
HFA Hldgs Ltd,HFA,.89,+5,+5.95,,
Webster Ltd,WBA,.445,+2.5,+5.95,,
Prima Biomed Ltd,PRR,.18,+1,+5.88,,
Laserbond Ltd,LBL,.185,+1,+5.71,,
MY Net Fone Ltd,MNF,.19,+1,+5.56,,
